date,code,name,llm_score,traditional_score,second_stage_llm
2025-10-31,515700,新能车ETF,0.95,0.0085988870584598,deepseek-chat
2025-10-31,520500,恒生创新药ETF,0.94,0.0084860178416037,deepseek-chat
2025-10-31,159967,创业板成长ETF,0.93,0.0071969042419095,deepseek-chat
2025-10-31,512980,传媒ETF,0.92,0.0056669476422854,deepseek-chat
2025-10-31,512580,环保ETF,0.91,0.0048886017380208,deepseek-chat
2025-10-31,516160,新能源ETF,0.9,0.0046006974264674,deepseek-chat
2025-10-31,515050,5G通信ETF,0.89,0.0045801947650209,deepseek-chat
2025-10-31,515790,光伏ETF,0.88,0.0045240855544342,deepseek-chat
2025-10-31,516080,创新药ETF易方达,0.87,0.0043547087016835,deepseek-chat
2025-10-31,513290,纳指生物科技ETF,0.86,0.0042720843086411,deepseek-chat
