date,code,name,llm_score,traditional_score,second_stage_llm
2025-12-26,159871,有色金属ETF,0.95,-0.0004507144839042,deepseek-chat
2025-12-26,159967,创业板成长ETF,0.94,-0.0045660361360245,deepseek-chat
2025-12-26,517520,黄金股ETF,0.93,-0.0051008649223981,deepseek-chat
2025-12-26,516160,新能源ETF,0.92,-0.0064041025721116,deepseek-chat
2025-12-26,159807,科技ETF,0.91,-0.0066679144568446,deepseek-chat
2025-12-26,560500,500质量成长ETF,0.9,-0.0051408388028269,deepseek-chat
2025-12-26,159903,深成ETF,0.89,-0.0051556074838215,deepseek-chat
2025-12-26,512580,环保ETF,0.88,-0.0027851998881972,deepseek-chat
2025-12-26,560610,A500指数ETF,0.87,-0.0057797569766024,deepseek-chat
2025-12-26,562310,沪深300成长ETF,0.86,-0.0052878417594927,deepseek-chat
