date,code,name,llm_score,traditional_score,second_stage_llm
2026-01-16,159938,医药卫生ETF,0.067069,0.06706907,gemini-2.5-flash-lite
2026-01-16,159307,红利低波100ETF,0.038153,0.038153052,gemini-2.5-flash-lite
2026-01-16,159915,创业板ETF,0.018528,0.018528286,gemini-2.5-flash-lite
2026-01-16,515400,大数据ETF,0.014508,0.0145080015,gemini-2.5-flash-lite
2026-01-16,159847,医疗ETF易方达,0.006594,0.0065941713,gemini-2.5-flash-lite
2026-01-16,512100,中证1000ETF,0.006277,0.0062773884,gemini-2.5-flash-lite
2026-01-16,159531,中证2000ETF,0.005502,0.0055015236,gemini-2.5-flash-lite
2026-01-16,159883,医疗器械ETF,0.003486,0.0034858913,gemini-2.5-flash-lite
2026-01-16,159852,软件ETF,0.003203,0.003202759,gemini-2.5-flash-lite
2026-01-16,515450,红利低波50ETF,0.001729,0.0017294406,gemini-2.5-flash-lite
