code,name,llm_score,second_stage_llm,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,momentum_20,volatility_20,volume_mean_20,return_mean_20,amplitude_mean_20,turnover_mean_20,MA_5,MA_10,momentum_20_cs_z,volatility_20_cs_z,volume_mean_20_cs_z,return_mean_20_cs_z,amplitude_mean_20_cs_z,turnover_mean_20_cs_z,MA_5_cs_z,MA_10_cs_z,y_pred_Y_future_5d_return
513310,中韩半导体ETF,0.015824,gemini-2.5-flash-lite,2.401,2.35,2.409,2.342,14029950,3329444484.0,2.8,-1.88,-0.045,77.45,0.1645193260654114,0.0260085745886826,22278044.9,0.7960000000000002,3.501,122.9865,2.3706,2.3514,3.393714892977631,1.621474770699339,2.380279442454052,3.2760841305542128,1.3524867788876591,5.7265332143200105,0.7134655507763192,0.6795285469400253,0.015824007
516160,新能源ETF,0.0158,gemini-2.5-flash-lite,2.78,2.658,2.804,2.65,1078798,291759522.0,5.52,-4.77,-0.133,4.23,0.0439905734485468,0.0251757053952345,1187814.55,0.2449999999999999,3.6375,4.658,2.7494,2.7776,1.0527364022835175,1.4936941965927328,-0.3874166972370944,1.1269330907357964,1.4967409543271477,-0.2326798723552355,1.03716163699186,1.040372171274954,0.01580029
517520,黄金股ETF,0.010354,gemini-2.5-flash-lite,2.134,2.08,2.141,2.072,3483901,732340048.0,3.32,-0.05,-0.001,6.39,0.1117049706039552,0.0298008314874318,3604739.15,0.5725,3.666,6.613,2.1014,2.059,2.367924221035984,2.2032909400257026,-0.070240792833349,2.4043323022431125,1.5268599579903372,0.0099994299699344,0.4834259879219801,0.4319671303385868,0.010354155
515790,光伏ETF,0.010354,gemini-2.5-flash-lite,0.959,0.912,0.965,0.907,11188663,1036301104.0,5.99,-5.79,-0.056,10.62,0.0099667774086378,0.0235062750784594,9380256.3,0.0765000000000001,3.404,8.9025,0.9386,0.9435,0.3919067415437454,1.2375666245962913,0.6876872267046175,0.4697063208457733,1.2499764857182063,0.2942010988566232,-0.5102218712423043,-0.5124745940762723,0.010353754
515220,煤炭ETE,0.008002,gemini-2.5-flash-lite,1.137,1.129,1.157,1.127,12122503,1429870875.0,2.63,-0.88,-0.01,14.15,0.1112204724409449,0.0157954905848661,8566453.15,0.5399999999999999,2.3115,10.0005,1.1112,1.0797,2.358514020119085,0.0545615655130629,0.5808908665252942,2.277567494994295,0.0954146786292641,0.4304987325921919,-0.3627299375548641,-0.3971604184910603,0.008001714
515700,新能车ETF,0.00768,gemini-2.5-flash-lite,2.389,2.304,2.412,2.298,329699,77148657.0,4.76,-3.72,-0.089,4.3,0.0420624151967434,0.0265546743462981,482075.35,0.2400000000000001,4.009,6.289,2.3796,2.4284,1.0152866079719935,1.7052585642368243,-0.480031696080325,1.1074308126975174,1.8893448090946925,-0.0302195439192497,0.7211563236800675,0.7447208488494328,0.007679898
512980,传媒ETF,0.006984,gemini-2.5-flash-lite,0.962,0.941,0.972,0.939,926620,88083987.0,3.42,-2.49,-0.024,1.7,-0.0899419729206963,0.0178704710631036,1225281.2,-0.4554999999999999,2.6130000000000004,2.246,0.9722,1.0074999999999998,-1.548578250419692,0.372909511210866,-0.3824999039706729,-1.6053360624271795,0.4140420331714303,-0.5320877890858289,-0.4815096524016439,-0.4582887846970245,0.006984311
159871,有色金属ETF,0.006783,gemini-2.5-flash-lite,0.873,0.849,0.884,0.845,385913,66611639.9,4.5,-1.96,-0.017,3.76,0.1098039215686275,0.0306402959883478,504807.05,0.5660000000000001,3.6815,4.9205,0.877,0.8587999999999999,2.3310009574591715,2.3320833803188457,-0.4770485879162828,2.3789793407933493,1.5432404687545285,-0.2000950555468687,-0.5628609391168484,-0.5841861261766207,0.0067827837
562500,机器人ETF,0.00676,gemini-2.5-flash-lite,1.011,0.977,1.014,0.975,16150958,1600728125.0,3.85,-3.55,-0.036,7.04,-0.0668576886341928,0.0239353676028918,18402111.3,-0.317,3.0464999999999995,8.0185,1.0168,1.0517,-1.1002220547859916,1.3033989180082126,1.8716360429086691,-1.0651229607668342,0.8721679309957374,0.1844678491095898,-0.4433976000119577,-0.4208667100944813,0.006759817
515400,大数据ETF,0.006087,gemini-2.5-flash-lite,1.0,0.966,1.003,0.962,803300,78457189.0,4.1,-3.4,-0.034,4.91,-0.0426164519326064,0.0250626782699538,1410487.05,-0.186,3.3755,8.6235,1.0036,1.0308,-0.629394866466628,1.4763533331395005,-0.3581951188836186,-0.5541632761639077,1.2198574820550168,0.2595680935631591,-0.4546774002707885,-0.438561763469892,0.0060873544
563020,红利低波动ETF,-0.003913,gemini-2.5-flash-lite,1.197,1.196,1.206,1.191,664368,81355077.0,1.25,-0.33,-0.004,1.05,-0.0041631973355538,0.0080806625964809,507893.35,-0.0174999999999999,1.2535,0.8019999999999999,1.1882,1.1707,0.117466276243723,-1.1290638551947405,-0.4766435690779784,0.1030634937261163,-1.0226872819200277,-0.7113353146907114,-0.2969311027116839,-0.3201149707799423,-0.0015344276
159967,创业板成长ETF,-0.003913,gemini-2.5-flash-lite,0.561,0.548,0.565,0.547,3583599,198388964.434,3.21,-2.32,-0.013,6.28,-0.082077051926298,0.0204320377767923,4832290.4,-0.4079999999999997,3.7155,8.471,0.5568000000000001,0.5785,-1.3958212486325614,0.7659105585090717,0.0908522250955917,-1.4200644210635225,1.579171911721141,0.2406378666554412,-0.8364815484257613,-0.8215030381922951,-0.0015678398
513970,恒生消费ETF,-0.003913,gemini-2.5-flash-lite,1.004,0.982,1.005,0.98,1381602,137141090.0,2.5,-1.7,-0.017,4.6,-0.0548604427333974,0.0110525115067635,1946599.15,-0.2755000000000001,1.62,6.477499999999999,0.9864,0.9945999999999998,-0.8672046710368427,-0.6731164352381312,-0.2878404871424004,-0.9032540530491134,-0.6353674628828674,-0.0068205421349559,-0.4693753218201742,-0.4692106119000291,-0.0024625442
159307,红利低波100ETF,-0.003913,gemini-2.5-flash-lite,1.059,1.051,1.062,1.049,264933,28674480.6,1.23,-0.57,-0.006,0.59,-0.0009505703422054,0.0064642589591376,223137.8,-0.0025,0.9875,0.498,1.0518,1.0434,0.1798637583943812,-1.3770559605488024,-0.5140123802958525,0.1615703278409548,-1.303797982776466,-0.7490716358706867,-0.4134890387196029,-0.4278939322483525,-0.0016113454
159939,信息技术ETF,-0.003913,gemini-2.5-flash-lite,0.888,0.855,0.889,0.854,245816,21331772.0,3.93,-3.93,-0.035,2.12,0.0023446658851113,0.0253110346694231,415564.5,0.0419999999999997,3.5225,3.5895,0.8879999999999999,0.9131,0.2438657244184206,1.5144567034608982,-0.4887599944316314,0.3351406023816424,1.3752081325283114,-0.3653155933447209,-0.5534611055678228,-0.5382128535314149,-0.0021031536
560500,500质量成长ETF,-0.003913,gemini-2.5-flash-lite,1.175,1.144,1.178,1.143,65664,7609341.0,2.98,-2.64,-0.031,2.06,-0.0129421915444349,0.0123654364288648,51119.55,-0.057,1.916,1.6015,1.1728,1.1893,-0.05304437923653,-0.4716846838602002,-0.5365865408707002,-0.0510045027762931,-0.3225525476441244,-0.6120912726400857,-0.3100908696803198,-0.3043672199290984,-0.002111352
512010,医药ETF,-0.003913,gemini-2.5-flash-lite,0.423,0.415,0.425,0.414,17415904,727079316.0,2.59,-2.12,-0.009,3.66,-0.0568181818181818,0.0153100758265581,15721968.45,-0.2814999999999997,2.2595,3.3035000000000005,0.4206,0.4302,-0.9052290012349652,-0.0199118055569174,1.519917692911329,-0.9266567866950476,0.0404607070332686,-0.4008175270864082,-0.9366256659964364,-0.9328963624769554,-0.0021590942
159903,深成ETF,-0.003913,gemini-2.5-flash-lite,1.583,1.544,1.585,1.538,303951,47245596.2,2.97,-2.59,-0.041,9.99,-0.0221659278024065,0.0144146295362537,247914.25,-0.102,2.091,8.1505,1.5774,1.6056,-0.2321930696107275,-0.1572930917862987,-0.5107609371450549,-0.2265250051208098,-0.1376112970806779,0.2008533569903685,0.0356520988592994,0.0480945370174776,-0.0023533911
512260,中证500低波动ETF,-0.003913,gemini-2.5-flash-lite,1.822,1.785,1.834,1.784,6694,1210526.0,2.74,-2.14,-0.039,2.73,0.0119047619047618,0.0103344221305001,6143.9,0.063,1.8745,2.5074999999999994,1.8236,1.8231,0.4295473868024449,-0.7832872441486064,-0.5424887491832376,0.4170501701424179,-0.3664100442063129,-0.4996271049129225,0.2460374642929484,0.2322416235797653,-0.0030406371
510880,红利ETF,-0.003913,gemini-2.5-flash-lite,3.096,3.086,3.125,3.081,2439190,792139562.0,1.42,-0.32,-0.01,4.68,0.0181458264599141,0.0083385554036214,2089781.7,0.0934999999999998,1.2355,4.0115,3.0607999999999995,3.0101000000000004,0.5507649184323266,-1.0894973887992816,-0.2690504699482006,0.536014066175923,-1.0417098105494107,-0.3129316211804132,1.303262379461552,1.237219056910503,-0.0025056647
