date,code,name,llm_score,traditional_score,second_stage_llm
2026-03-16,159930,能源ETF,0.002596,0.002595601,gemini-2.5-flash-lite
2026-03-16,512260,中证500低波动ETF,0.002587,0.0025869694,gemini-2.5-flash-lite
2026-03-16,159966,创业板价值ETF,0.002453,0.0024534948,gemini-2.5-flash-lite
2026-03-16,515790,光伏ETF,0.002082,0.0020819602,gemini-2.5-flash-lite
2026-03-16,515010,券商ETF基金,0.00206,0.0020604557,gemini-2.5-flash-lite
2026-03-16,515860,科技ETF基金,0.001979,0.0019792945,gemini-2.5-flash-lite
2026-03-16,515580,科技100ETF,0.001512,0.0015122292,gemini-2.5-flash-lite
2026-03-16,515400,大数据ETF,0.00143,0.0014298277,gemini-2.5-flash-lite
2026-03-16,515800,800FTE,0.00142,0.00142002,gemini-2.5-flash-lite
2026-03-16,516080,创新药ETF易方达,0.001299,0.0012988424,gemini-2.5-flash-lite
