date,code,name,llm_score,traditional_score,second_stage_llm
2025-09-05,159966,创业板价值ETF,0.034787,0.0347866731170802,deepseek-chat
2025-09-05,159901,深证100ETF,0.025777,0.0257769891707962,deepseek-chat
2025-09-05,515860,科技ETF基金,0.023703,0.0237026993232673,deepseek-chat
2025-09-05,562310,沪深300成长ETF,0.020687,0.0206866780049328,deepseek-chat
2025-09-05,516080,创新药ETF易方达,0.01788,0.0178800432338732,deepseek-chat
2025-09-05,512980,传媒ETF,0.016555,0.0165545219038267,deepseek-chat
2025-09-05,159910,基本面120ETE,0.015162,0.0151621035824385,deepseek-chat
2025-09-05,510180,上证180ETF,0.01503,0.0150295120813225,deepseek-chat
2025-09-05,515980,人工智能ETF,0.013209,0.01320918946622,deepseek-chat
2025-09-05,159520,消费龙头ETF,0.012703,0.0127029995380891,deepseek-chat
