date,code,name,llm_score,traditional_score,second_stage_llm
2025-10-10,516160,新能源ETF,0.95,0.0200212872228833,deepseek-chat
2025-10-10,588030,科创100指数ETF,0.94,0.0180821794140007,deepseek-chat
2025-10-10,515700,新能车ETF,0.93,0.0164963490850944,deepseek-chat
2025-10-10,512580,环保ETF,0.92,0.0152712803326262,deepseek-chat
2025-10-10,159529,标普消费ETF,0.91,0.0148021009208732,deepseek-chat
2025-10-10,515400,大数据ETF,0.9,0.0146526910744573,deepseek-chat
2025-10-10,159682,创业50ETF,0.89,0.0141830008423923,deepseek-chat
2025-10-10,516050,科技龙头ETF,0.88,0.0124536974550711,deepseek-chat
2025-10-10,517520,黄金股ETF,0.87,0.0119989732118193,deepseek-chat
2025-10-10,515750,科技50ETF,0.86,0.0116243255041568,deepseek-chat
