你是一个用于 ETF 横截面排序的投资研究助手。

请基于给定 ETF 因子数据，在相同输入数据、相同排序目标下完成二阶段排序。

要求：
1. 仅根据输入的 ETF 因子与分数进行横截面比较，不要编造不存在的数据。
2. 输出必须是合法 JSON。
3. 只返回 `rankings` 字段，不要输出额外解释文本。
4. `rankings` 中必须包含全部候选 ETF，不能遗漏。
5. `score` 越大表示排序越靠前。
6. `code` 必须与输入 ETF 代码完全一致。

输出格式：
{
  "rankings": [
    {"code": "510300", "score": 0.95}
  ]
}

调仓日期: 2025-12-12
候选 ETF 数量: 30
ETF 数据:
ETF 159509: 开盘: 2.379, 收盘: 2.346, 最高: 2.385, 最低: 2.343, 成交量: 4653549.0, 成交额: 1099348126.375, 振幅: 1.78, 涨跌幅: -0.85, 涨跌额: -0.02, 换手率: 7.07, momentum_20: 0.079613, volatility_20: 0.021584, volume_mean_20: 4569340.15, return_mean_20: 0.4055, amplitude_mean_20: 1.6185, turnover_mean_20: 6.9405, MA_5: 2.3598, MA_10: 2.3335, momentum_20_cs_z: 2.264813, volatility_20_cs_z: 2.215578, volume_mean_20_cs_z: 0.374117, return_mean_20_cs_z: 2.261964, amplitude_mean_20_cs_z: -0.050684, turnover_mean_20_cs_z: 0.313506, MA_5_cs_z: 0.70176, MA_10_cs_z: 0.686219, y_pred_Y_future_5d_return: 0.014175
ETF 513290: 开盘: 1.613, 收盘: 1.582, 最高: 1.613, 最低: 1.581, 成交量: 848412.0, 成交额: 135351238.0, 振幅: 2.01, 涨跌幅: -0.69, 涨跌额: -0.011, 换手率: 8.24, momentum_20: 0.072542, volatility_20: 0.017829, volume_mean_20: 1932495.6, return_mean_20: 0.366, amplitude_mean_20: 2.351, turnover_mean_20: 18.779, MA_5: 1.5916, MA_10: 1.5958, momentum_20_cs_z: 2.094486, volatility_20_cs_z: 1.379466, volume_mean_20_cs_z: -0.193439, return_mean_20_cs_z: 2.073801, amplitude_mean_20_cs_z: 1.134526, turnover_mean_20_cs_z: 2.258729, MA_5_cs_z: 0.045051, MA_10_cs_z: 0.052064, y_pred_Y_future_5d_return: 0.004201
ETF 516050: 开盘: 1.03, 收盘: 1.042, 最高: 1.048, 最低: 1.02, 成交量: 83489.0, 成交额: 8625732.0, 振幅: 2.71, 涨跌幅: 0.87, 涨跌额: 0.009, 换手率: 3.6, momentum_20: 0.050403, volatility_20: 0.015976, volume_mean_20: 99723.55, return_mean_20: 0.2585, amplitude_mean_20: 2.587, turnover_mean_20: 4.2955, MA_5: 1.0458, MA_10: 1.029, momentum_20_cs_z: 1.561202, volatility_20_cs_z: 0.966835, volume_mean_20_cs_z: -0.587926, return_mean_20_cs_z: 1.561711, amplitude_mean_20_cs_z: 1.516382, turnover_mean_20_cs_z: -0.121103, MA_5_cs_z: -0.421535, MA_10_cs_z: -0.435178, y_pred_Y_future_5d_return: 0.001805
ETF 159883: 开盘: 0.49, 收盘: 0.493, 最高: 0.494, 最低: 0.488, 成交量: 1673078.0, 成交额: 82177005.1, 振幅: 1.22, 涨跌幅: 0.41, 涨跌额: 0.002, 换手率: 1.43, momentum_20: -0.073308, volatility_20: 0.00826, volume_mean_20: 1618376.5, return_mean_20: -0.377, amplitude_mean_20: 1.3785, turnover_mean_20: 1.3845, MA_5: 0.496, MA_10: 0.4999, momentum_20_cs_z: -1.418742, volatility_20_cs_z: -0.751462, volume_mean_20_cs_z: -0.26105, return_mean_20_cs_z: -1.465575, amplitude_mean_20_cs_z: -0.439013, turnover_mean_20_cs_z: -0.599419, MA_5_cs_z: -0.891541, MA_10_cs_z: -0.890012, y_pred_Y_future_5d_return: 0.001542
ETF 512260: 开盘: 1.797, 收盘: 1.818, 最高: 1.819, 最低: 1.797, 成交量: 1069.0, 成交额: 193912.0, 振幅: 1.22, 涨跌幅: 1.22, 涨跌额: 0.022, 换手率: 0.44, momentum_20: -0.019417, volatility_20: 0.010217, volume_mean_20: 3369.05, return_mean_20: -0.094, amplitude_mean_20: 1.2365, turnover_mean_20: 1.3755, MA_5: 1.8084, MA_10: 1.8004, momentum_20_cs_z: -0.120629, volatility_20_cs_z: -0.315561, volume_mean_20_cs_z: -0.608666, return_mean_20_cs_z: -0.117468, amplitude_mean_20_cs_z: -0.668773, turnover_mean_20_cs_z: -0.600898, MA_5_cs_z: 0.230387, MA_10_cs_z: 0.227946, y_pred_Y_future_5d_return: 0.001308
ETF 510880: 开盘: 3.012, 收盘: 2.999, 最高: 3.016, 最低: 2.992, 成交量: 1801222.0, 成交额: 565760514.0, 振幅: 0.8, 涨跌幅: -0.43, 涨跌额: -0.013, 换手率: 3.46, momentum_20: -0.064275, volatility_20: 0.005615, volume_mean_20: 1371202.35, return_mean_20: -0.33, amplitude_mean_20: 0.9645, turnover_mean_20: 2.6325, MA_5: 3.0294, MA_10: 3.0621, momentum_20_cs_z: -1.201139, volatility_20_cs_z: -1.34044, volume_mean_20_cs_z: -0.314252, return_mean_20_cs_z: -1.241684, amplitude_mean_20_cs_z: -1.108879, turnover_mean_20_cs_z: -0.394356, MA_5_cs_z: 1.27418, MA_10_cs_z: 1.312551, y_pred_Y_future_5d_return: 0.001186
ETF 515220: 开盘: 1.049, 收盘: 1.045, 最高: 1.059, 最低: 1.043, 成交量: 3700446.0, 成交额: 402835833.0, 振幅: 1.53, 涨跌幅: -0.38, 涨跌额: -0.004, 换手率: 4.32, momentum_20: -0.110638, volatility_20: 0.013472, volume_mean_20: 4689987.6, return_mean_20: -0.576, amplitude_mean_20: 1.7445, turnover_mean_20: 5.475, MA_5: 1.0568, MA_10: 1.0771, momentum_20_cs_z: -1.56773, volatility_20_cs_z: 0.409109, volume_mean_20_cs_z: 0.400086, return_mean_20_cs_z: -1.614176, amplitude_mean_20_cs_z: 0.153188, turnover_mean_20_cs_z: 0.072705, MA_5_cs_z: -0.412132, MA_10_cs_z: -0.393829, y_pred_Y_future_5d_return: 0.001133
ETF 159910: 开盘: 2.336, 收盘: 2.344, 最高: 2.35, 最低: 2.334, 成交量: 8594.0, 成交额: 2016484.0, 振幅: 0.68, 涨跌幅: 0.34, 涨跌额: 0.008, 换手率: 0.86, momentum_20: -0.03658, volatility_20: 0.008627, volume_mean_20: 5614.55, return_mean_20: -0.183, amplitude_mean_20: 0.919, turnover_mean_20: 0.561, MA_5: 2.3534, MA_10: 2.3582, momentum_20_cs_z: -0.534045, volatility_20_cs_z: -0.66971, volume_mean_20_cs_z: -0.608183, return_mean_20_cs_z: -0.541431, amplitude_mean_20_cs_z: -1.182499, turnover_mean_20_cs_z: -0.734731, MA_5_cs_z: 0.696289, MA_10_cs_z: 0.707452, y_pred_Y_future_5d_return: 0.0001
ETF 515450: 开盘: 1.396, 收盘: 1.393, 最高: 1.396, 最低: 1.389, 成交量: 1224084.0, 成交额: 173965547.0, 振幅: 0.5, 涨跌幅: -0.14, 涨跌额: -0.002, 换手率: 1.1, momentum_20: -0.03931, volatility_20: 0.005277, volume_mean_20: 1159049.1, return_mean_20: -0.1995, amplitude_mean_20: 0.9145, turnover_mean_20: 1.0395, MA_5: 1.402, MA_10: 1.4146, momentum_20_cs_z: -0.599805, volatility_20_cs_z: -1.415751, volume_mean_20_cs_z: -0.359916, return_mean_20_cs_z: -0.620031, amplitude_mean_20_cs_z: -1.18978, turnover_mean_20_cs_z: -0.656107, MA_5_cs_z: -0.117031, MA_10_cs_z: -0.103702, y_pred_Y_future_5d_return: 8.6e-05
ETF 159939: 开盘: 0.853, 收盘: 0.87, 最高: 0.873, 最低: 0.846, 成交量: 293148.0, 成交额: 25310184.9, 振幅: 3.15, 涨跌幅: 1.4, 涨跌额: 0.012, 换手率: 2.53, momentum_20: 0.018735, volatility_20: 0.014399, volume_mean_20: 285886.75, return_mean_20: 0.102, amplitude_mean_20: 2.4185, turnover_mean_20: 2.469, MA_5: 0.87, MA_10: 0.8613, momentum_20_cs_z: 0.798391, volatility_20_cs_z: 0.615531, volume_mean_20_cs_z: -0.547857, return_mean_20_cs_z: 0.816203, amplitude_mean_20_cs_z: 1.243743, turnover_mean_20_cs_z: -0.421221, MA_5_cs_z: -0.571821, MA_10_cs_z: -0.579339, y_pred_Y_future_5d_return: 7.3e-05
ETF 510180: 开盘: 3.968, 收盘: 3.994, 最高: 3.994, 最低: 3.952, 成交量: 279960.0, 成交额: 112290312.0, 振幅: 1.06, 涨跌幅: 0.73, 涨跌额: 0.029, 换手率: 0.5, momentum_20: -0.017224, volatility_20: 0.007445, volume_mean_20: 204220.95, return_mean_20: -0.0855, amplitude_mean_20: 0.9995, turnover_mean_20: 0.366, MA_5: 3.9934, MA_10: 3.9871, momentum_20_cs_z: -0.067802, volatility_20_cs_z: -0.932891, volume_mean_20_cs_z: -0.565434, return_mean_20_cs_z: -0.076977, amplitude_mean_20_cs_z: -1.052248, turnover_mean_20_cs_z: -0.766772, MA_5_cs_z: 2.098272, MA_10_cs_z: 2.107715, y_pred_Y_future_5d_return: -2.8e-05
ETF 562320: 开盘: 1.337, 收盘: 1.343, 最高: 1.346, 最低: 1.334, 成交量: 84223.0, 成交额: 11283105.0, 振幅: 0.9, 涨跌幅: 0.3, 涨跌额: 0.004, 换手率: 10.62, momentum_20: -0.018992, volatility_20: 0.006654, volume_mean_20: 59709.45, return_mean_20: -0.093, amplitude_mean_20: 1.072, turnover_mean_20: 7.5295, MA_5: 1.3458, MA_10: 1.3463, momentum_20_cs_z: -0.110379, volatility_20_cs_z: -1.109151, volume_mean_20_cs_z: -0.596539, return_mean_20_cs_z: -0.112704, amplitude_mean_20_cs_z: -0.93494, turnover_mean_20_cs_z: 0.410286, MA_5_cs_z: -0.165075, MA_10_cs_z: -0.162415, y_pred_Y_future_5d_return: -0.000517
