date,code,name,llm_score,traditional_score,second_stage_llm
2025-11-21,516160,新能源ETF,0.95,0.0218555881686393,deepseek-chat
2025-11-21,159915,创业板ETF,0.94,0.0176861023204318,deepseek-chat
2025-11-21,159715,稀土ETF易方达,0.93,0.0120602502992486,deepseek-chat
2025-11-21,159871,有色金属ETF,0.92,0.011564241116048,deepseek-chat
2025-11-21,512580,环保ETF,0.91,0.0113336732389443,deepseek-chat
2025-11-21,520500,恒生创新药ETF,0.9,0.0098602132538485,deepseek-chat
2025-11-21,515050,5G通信ETF,0.89,0.0094659766056401,deepseek-chat
2025-11-21,515700,新能车ETF,0.88,0.0084225346375523,deepseek-chat
2025-11-21,159847,医疗ETF易方达,0.87,0.0070954247443752,deepseek-chat
2025-11-21,159916,深F60ETF,0.86,0.0061776641982158,deepseek-chat
