你是一个用于 ETF 横截面排序的投资研究助手。

请基于给定 ETF 因子数据，在相同输入数据、相同排序目标下完成二阶段排序。

要求：
1. 仅根据输入的 ETF 因子与分数进行横截面比较，不要编造不存在的数据。
2. 输出必须是合法 JSON。
3. 只返回 `rankings` 字段，不要输出额外解释文本。
4. `rankings` 中必须包含全部候选 ETF，不能遗漏。
5. `score` 越大表示排序越靠前。
6. `code` 必须与输入 ETF 代码完全一致。

输出格式：
{
  "rankings": [
    {"code": "510300", "score": 0.95}
  ]
}

调仓日期: 2025-10-17
候选 ETF 数量: 30
ETF 数据:
ETF 517520: 开盘: 2.134, 收盘: 2.08, 最高: 2.141, 最低: 2.072, 成交量: 3483901.0, 成交额: 732340048.0, 振幅: 3.32, 涨跌幅: -0.05, 涨跌额: -0.001, 换手率: 6.39, momentum_20: 0.111705, volatility_20: 0.029801, volume_mean_20: 3604739.15, return_mean_20: 0.5725, amplitude_mean_20: 3.666, turnover_mean_20: 6.613, MA_5: 2.1014, MA_10: 2.059, momentum_20_cs_z: 2.367924, volatility_20_cs_z: 2.203291, volume_mean_20_cs_z: -0.070241, return_mean_20_cs_z: 2.404332, amplitude_mean_20_cs_z: 1.52686, turnover_mean_20_cs_z: 0.009999, MA_5_cs_z: 0.483426, MA_10_cs_z: 0.431967, y_pred_Y_future_5d_return: 0.013213
ETF 516160: 开盘: 2.78, 收盘: 2.658, 最高: 2.804, 最低: 2.65, 成交量: 1078798.0, 成交额: 291759522.0, 振幅: 5.52, 涨跌幅: -4.77, 涨跌额: -0.133, 换手率: 4.23, momentum_20: 0.043991, volatility_20: 0.025176, volume_mean_20: 1187814.55, return_mean_20: 0.245, amplitude_mean_20: 3.6375, turnover_mean_20: 4.658, MA_5: 2.7494, MA_10: 2.7776, momentum_20_cs_z: 1.052736, volatility_20_cs_z: 1.493694, volume_mean_20_cs_z: -0.387417, return_mean_20_cs_z: 1.126933, amplitude_mean_20_cs_z: 1.496741, turnover_mean_20_cs_z: -0.23268, MA_5_cs_z: 1.037162, MA_10_cs_z: 1.040372, y_pred_Y_future_5d_return: 0.012422
ETF 515790: 开盘: 0.959, 收盘: 0.912, 最高: 0.965, 最低: 0.907, 成交量: 11188663.0, 成交额: 1036301104.0, 振幅: 5.99, 涨跌幅: -5.79, 涨跌额: -0.056, 换手率: 10.62, momentum_20: 0.009967, volatility_20: 0.023506, volume_mean_20: 9380256.3, return_mean_20: 0.0765, amplitude_mean_20: 3.404, turnover_mean_20: 8.9025, MA_5: 0.9386, MA_10: 0.9435, momentum_20_cs_z: 0.391907, volatility_20_cs_z: 1.237567, volume_mean_20_cs_z: 0.687687, return_mean_20_cs_z: 0.469706, amplitude_mean_20_cs_z: 1.249976, turnover_mean_20_cs_z: 0.294201, MA_5_cs_z: -0.510222, MA_10_cs_z: -0.512475, y_pred_Y_future_5d_return: 0.011179
ETF 513310: 开盘: 2.401, 收盘: 2.35, 最高: 2.409, 最低: 2.342, 成交量: 14029950.0, 成交额: 3329444484.0, 振幅: 2.8, 涨跌幅: -1.88, 涨跌额: -0.045, 换手率: 77.45, momentum_20: 0.164519, volatility_20: 0.026009, volume_mean_20: 22278044.9, return_mean_20: 0.796, amplitude_mean_20: 3.501, turnover_mean_20: 122.9865, MA_5: 2.3706, MA_10: 2.3514, momentum_20_cs_z: 3.393715, volatility_20_cs_z: 1.621475, volume_mean_20_cs_z: 2.380279, return_mean_20_cs_z: 3.276084, amplitude_mean_20_cs_z: 1.352487, turnover_mean_20_cs_z: 5.726533, MA_5_cs_z: 0.713466, MA_10_cs_z: 0.679529, y_pred_Y_future_5d_return: 0.011164
ETF 515700: 开盘: 2.389, 收盘: 2.304, 最高: 2.412, 最低: 2.298, 成交量: 329699.0, 成交额: 77148657.0, 振幅: 4.76, 涨跌幅: -3.72, 涨跌额: -0.089, 换手率: 4.3, momentum_20: 0.042062, volatility_20: 0.026555, volume_mean_20: 482075.35, return_mean_20: 0.24, amplitude_mean_20: 4.009, turnover_mean_20: 6.289, MA_5: 2.3796, MA_10: 2.4284, momentum_20_cs_z: 1.015287, volatility_20_cs_z: 1.705259, volume_mean_20_cs_z: -0.480032, return_mean_20_cs_z: 1.107431, amplitude_mean_20_cs_z: 1.889345, turnover_mean_20_cs_z: -0.03022, MA_5_cs_z: 0.721156, MA_10_cs_z: 0.744721, y_pred_Y_future_5d_return: 0.009467
ETF 520500: 开盘: 1.867, 收盘: 1.815, 最高: 1.879, 最低: 1.811, 成交量: 3014175.0, 成交额: 555385780.0, 振幅: 3.65, 涨跌幅: -2.47, 涨跌额: -0.046, 换手率: 22.05, momentum_20: -0.110294, volatility_20: 0.01848, volume_mean_20: 4044335.55, return_mean_20: -0.566, amplitude_mean_20: 3.016, turnover_mean_20: 29.589, MA_5: 1.8316, MA_10: 1.8908, momentum_20_cs_z: -1.592416, volatility_20_cs_z: 0.466424, volume_mean_20_cs_z: -0.012552, return_mean_20_cs_z: -1.654053, amplitude_mean_20_cs_z: 0.839935, turnover_mean_20_cs_z: 2.862071, MA_5_cs_z: 0.252874, MA_10_cs_z: 0.28956, y_pred_Y_future_5d_return: 0.00876
ETF 515220: 开盘: 1.137, 收盘: 1.129, 最高: 1.157, 最低: 1.127, 成交量: 12122503.0, 成交额: 1429870875.0, 振幅: 2.63, 涨跌幅: -0.88, 涨跌额: -0.01, 换手率: 14.15, momentum_20: 0.11122, volatility_20: 0.015795, volume_mean_20: 8566453.15, return_mean_20: 0.54, amplitude_mean_20: 2.3115, turnover_mean_20: 10.0005, MA_5: 1.1112, MA_10: 1.0797, momentum_20_cs_z: 2.358514, volatility_20_cs_z: 0.054562, volume_mean_20_cs_z: 0.580891, return_mean_20_cs_z: 2.277567, amplitude_mean_20_cs_z: 0.095415, turnover_mean_20_cs_z: 0.430499, MA_5_cs_z: -0.36273, MA_10_cs_z: -0.39716, y_pred_Y_future_5d_return: 0.007861
ETF 159871: 开盘: 0.873, 收盘: 0.849, 最高: 0.884, 最低: 0.845, 成交量: 385913.0, 成交额: 66611639.9, 振幅: 4.5, 涨跌幅: -1.96, 涨跌额: -0.017, 换手率: 3.76, momentum_20: 0.109804, volatility_20: 0.03064, volume_mean_20: 504807.05, return_mean_20: 0.566, amplitude_mean_20: 3.6815, turnover_mean_20: 4.9205, MA_5: 0.877, MA_10: 0.8588, momentum_20_cs_z: 2.331001, volatility_20_cs_z: 2.332083, volume_mean_20_cs_z: -0.477049, return_mean_20_cs_z: 2.378979, amplitude_mean_20_cs_z: 1.54324, turnover_mean_20_cs_z: -0.200095, MA_5_cs_z: -0.562861, MA_10_cs_z: -0.584186, y_pred_Y_future_5d_return: 0.007854
ETF 159529: 开盘: 1.396, 收盘: 1.38, 最高: 1.409, 最低: 1.38, 成交量: 1983275.0, 成交额: 276867107.4, 振幅: 2.07, 涨跌幅: -1.43, 涨跌额: -0.02, 换手率: 28.8, momentum_20: -0.024045, volatility_20: 0.006859, volume_mean_20: 3577227.35, return_mean_20: -0.119, amplitude_mean_20: 1.3895, turnover_mean_20: 51.9545, MA_5: 1.3888, MA_10: 1.4022, momentum_20_cs_z: -0.268695, volatility_20_cs_z: -1.316562, volume_mean_20_cs_z: -0.073851, return_mean_20_cs_z: -0.292833, amplitude_mean_20_cs_z: -0.878962, turnover_mean_20_cs_z: 5.638359, MA_5_cs_z: -0.125512, MA_10_cs_z: -0.124115, y_pred_Y_future_5d_return: 0.006563
ETF 159509: 开盘: 2.11, 收盘: 2.097, 最高: 2.129, 最低: 2.095, 成交量: 5365940.0, 成交额: 1131340895.416, 振幅: 1.6, 涨跌幅: -1.6, 涨跌额: -0.034, 换手率: 8.15, momentum_20: 0.10543, volatility_20: 0.013729, volume_mean_20: 6372816.5, return_mean_20: 0.5115, amplitude_mean_20: 1.6265, turnover_mean_20: 9.68, MA_5: 2.0798, MA_10: 2.0732, momentum_20_cs_z: 2.246041, volatility_20_cs_z: -0.262491, volume_mean_20_cs_z: 0.293017, return_mean_20_cs_z: 2.166405, amplitude_mean_20_cs_z: -0.628498, turnover_mean_20_cs_z: 0.390714, MA_5_cs_z: 0.464968, MA_10_cs_z: 0.44399, y_pred_Y_future_5d_return: 0.005608
ETF 512580: 开盘: 1.276, 收盘: 1.229, 最高: 1.282, 最低: 1.222, 成交量: 147730.0, 成交额: 18407905.0, 振幅: 4.69, 涨跌幅: -3.98, 涨跌额: -0.051, 换手率: 2.05, momentum_20: 0.035383, volatility_20: 0.021562, volume_mean_20: 199235.65, return_mean_20: 0.1965, amplitude_mean_20: 3.251, turnover_mean_20: 2.7675, MA_5: 1.2594, MA_10: 1.2713, momentum_20_cs_z: 0.885561, volatility_20_cs_z: 0.939345, volume_mean_20_cs_z: -0.517149, return_mean_20_cs_z: 0.937761, amplitude_mean_20_cs_z: 1.088285, turnover_mean_20_cs_z: -0.467353, MA_5_cs_z: -0.236089, MA_10_cs_z: -0.234942, y_pred_Y_future_5d_return: 0.005023
