你是一个用于 ETF 横截面排序的投资研究助手。

请基于给定 ETF 因子数据，在相同输入数据、相同排序目标下完成二阶段排序。

要求：
1. 仅根据输入的 ETF 因子与分数进行横截面比较，不要编造不存在的数据。
2. 输出必须是合法 JSON。
3. 只返回 `rankings` 字段，不要输出额外解释文本。
4. `rankings` 中必须包含全部候选 ETF，不能遗漏。
5. `score` 越大表示排序越靠前。
6. `code` 必须与输入 ETF 代码完全一致。

输出格式：
{
  "rankings": [
    {"code": "510300", "score": 0.95}
  ]
}

调仓日期: 2025-09-30
候选 ETF 数量: 50
ETF 数据:
ETF 515980: 开盘: 0.917, 收盘: 0.91, 最高: 0.927, 最低: 0.904, 成交量: 6937264.0, 成交额: 633668410.0, 振幅: 2.54, 涨跌幅: 0.66, 涨跌额: 0.006, 换手率: 6.52, momentum_20: 0.087216, volatility_20: 0.035018, volume_mean_20: 4624592.95, return_mean_20: 0.4775, amplitude_mean_20: 4.4535, turnover_mean_20: 4.3445, MA_5: 0.9072, MA_10: 0.8897, momentum_20_cs_z: 0.610759, volatility_20_cs_z: 2.659679, volume_mean_20_cs_z: 0.056727, return_mean_20_cs_z: 0.763073, amplitude_mean_20_cs_z: 2.241068, turnover_mean_20_cs_z: -0.275034, MA_5_cs_z: -0.545032, MA_10_cs_z: -0.555796, y_pred_Y_future_5d_return: 0.014849
ETF 513330: 开盘: 0.608, 收盘: 0.619, 最高: 0.62, 最低: 0.605, 成交量: 76019613.0, 成交额: 4642384933.0, 振幅: 2.48, 涨跌幅: 2.31, 涨跌额: 0.014, 换手率: 9.54, momentum_20: 0.163534, volatility_20: 0.018106, volume_mean_20: 92572978.0, return_mean_20: 0.7755, amplitude_mean_20: 2.463, turnover_mean_20: 11.6185, MA_5: 0.6056, MA_10: 0.6003, momentum_20_cs_z: 1.734176, volatility_20_cs_z: 0.363676, volume_mean_20_cs_z: 4.947425, return_mean_20_cs_z: 1.673979, amplitude_mean_20_cs_z: 0.244308, turnover_mean_20_cs_z: 0.565491, MA_5_cs_z: -0.800198, MA_10_cs_z: -0.80327, y_pred_Y_future_5d_return: 0.013941
ETF 513310: 开盘: 2.3, 收盘: 2.298, 最高: 2.327, 最低: 2.297, 成交量: 20137478.0, 成交额: 4653475913.0, 振幅: 1.31, 涨跌幅: 0.7, 涨跌额: 0.016, 换手率: 111.17, momentum_20: 0.191291, volatility_20: 0.022013, volume_mean_20: 19181845.1, return_mean_20: 0.9015, amplitude_mean_20: 3.037, turnover_mean_20: 105.893, MA_5: 2.287, MA_10: 2.2423, momentum_20_cs_z: 2.142767, volatility_20_cs_z: 0.894106, volume_mean_20_cs_z: 1.937685, return_mean_20_cs_z: 2.059127, amplitude_mean_20_cs_z: 0.820113, turnover_mean_20_cs_z: 5.612345, MA_5_cs_z: 0.622336, MA_10_cs_z: 0.600848, y_pred_Y_future_5d_return: 0.009189
ETF 515050: 开盘: 2.151, 收盘: 2.126, 最高: 2.186, 最低: 2.105, 成交量: 1924022.0, 成交额: 410461549.0, 振幅: 3.78, 涨跌幅: -0.89, 涨跌额: -0.019, 换手率: 5.63, momentum_20: 0.110763, volatility_20: 0.038081, volume_mean_20: 2468723.95, return_mean_20: 0.5945, amplitude_mean_20: 4.9395, turnover_mean_20: 7.228, MA_5: 2.1388, MA_10: 2.1099, momentum_20_cs_z: 0.957371, volatility_20_cs_z: 2.663838, volume_mean_20_cs_z: -0.221835, return_mean_20_cs_z: 1.12071, amplitude_mean_20_cs_z: 2.245944, turnover_mean_20_cs_z: 0.05816, MA_5_cs_z: 0.496953, MA_10_cs_z: 0.487629, y_pred_Y_future_5d_return: 0.007097
ETF 159529: 开盘: 1.417, 收盘: 1.414, 最高: 1.427, 最低: 1.414, 成交量: 1865729.0, 成交额: 264764326.3, 振幅: 0.92, 涨跌幅: -0.28, 涨跌额: -0.004, 换手率: 27.1, momentum_20: -0.01669, volatility_20: 0.005294, volume_mean_20: 3772060.25, return_mean_20: -0.0825, amplitude_mean_20: 1.4665, turnover_mean_20: 54.7835, MA_5: 1.4222, MA_10: 1.4195, momentum_20_cs_z: -0.918768, volatility_20_cs_z: -1.37579, volume_mean_20_cs_z: -0.05343, return_mean_20_cs_z: -0.948697, amplitude_mean_20_cs_z: -0.755326, turnover_mean_20_cs_z: 5.553287, MA_5_cs_z: -0.109321, MA_10_cs_z: -0.10275, y_pred_Y_future_5d_return: 0.006368
ETF 513050: 开盘: 1.741, 收盘: 1.755, 最高: 1.756, 最低: 1.727, 成交量: 22880653.0, 成交额: 3982857718.0, 振幅: 1.67, 涨跌幅: 1.33, 涨跌额: 0.023, 换手率: 6.82, momentum_20: 0.141092, volatility_20: 0.016372, volume_mean_20: 21477817.1, return_mean_20: 0.6745, amplitude_mean_20: 2.222, turnover_mean_20: 6.403, MA_5: 1.7282, MA_10: 1.7067, momentum_20_cs_z: 1.403831, volatility_20_cs_z: 0.128208, volume_mean_20_cs_z: 2.23435, return_mean_20_cs_z: 1.365249, amplitude_mean_20_cs_z: 0.00255, turnover_mean_20_cs_z: -0.03717, MA_5_cs_z: 0.149568, MA_10_cs_z: 0.142842, y_pred_Y_future_5d_return: 0.00553
ETF 159967: 开盘: 0.616, 收盘: 0.606, 最高: 0.623, 最低: 0.603, 成交量: 4590018.0, 成交额: 279911147.495, 振幅: 3.25, 涨跌幅: -1.62, 涨跌额: -0.01, 换手率: 8.05, momentum_20: 0.055749, volatility_20: 0.023691, volume_mean_20: 4623763.25, return_mean_20: 0.297, amplitude_mean_20: 3.7985, turnover_mean_20: 8.1055, MA_5: 0.6078, MA_10: 0.6049, momentum_20_cs_z: 0.147554, volatility_20_cs_z: 1.121792, volume_mean_20_cs_z: 0.05662, return_mean_20_cs_z: 0.211332, amplitude_mean_20_cs_z: 1.584008, turnover_mean_20_cs_z: 0.159557, MA_5_cs_z: -0.798337, MA_10_cs_z: -0.799337, y_pred_Y_future_5d_return: 0.003179
ETF 159781: 开盘: 0.928, 收盘: 0.927, 最高: 0.94, 最低: 0.921, 成交量: 4296394.0, 成交额: 399342922.497, 振幅: 2.05, 涨跌幅: 0.11, 涨跌额: 0.001, 换手率: 3.68, momentum_20: 0.134639, volatility_20: 0.028449, volume_mean_20: 4566192.25, return_mean_20: 0.6715, amplitude_mean_20: 3.8825, turnover_mean_20: 3.9125, MA_5: 0.9196, MA_10: 0.8995, momentum_20_cs_z: 1.308835, volatility_20_cs_z: 1.767814, volume_mean_20_cs_z: 0.049181, return_mean_20_cs_z: 1.356079, amplitude_mean_20_cs_z: 1.668273, turnover_mean_20_cs_z: -0.324952, MA_5_cs_z: -0.534541, MA_10_cs_z: -0.547416, y_pred_Y_future_5d_return: 0.002957
ETF 515750: 开盘: 1.95, 收盘: 1.971, 最高: 1.982, 最低: 1.95, 成交量: 175446.0, 成交额: 34520039.0, 振幅: 1.64, 涨跌幅: 1.13, 涨跌额: 0.022, 换手率: 4.66, momentum_20: 0.11925, volatility_20: 0.020574, volume_mean_20: 177335.6, return_mean_20: 0.585, amplitude_mean_20: 2.961, turnover_mean_20: 4.715, MA_5: 1.956, MA_10: 1.9089, momentum_20_cs_z: 1.082312, volatility_20_cs_z: 0.698686, volume_mean_20_cs_z: -0.517908, return_mean_20_cs_z: 1.091671, amplitude_mean_20_cs_z: 0.743874, turnover_mean_20_cs_z: -0.232222, MA_5_cs_z: 0.342297, MA_10_cs_z: 0.315749, y_pred_Y_future_5d_return: 0.00284
ETF 518850: 开盘: 8.383, 收盘: 8.397, 最高: 8.44, 最低: 8.376, 成交量: 599679.0, 成交额: 504363360.0, 振幅: 0.77, 涨跌幅: 1.06, 涨跌额: 0.088, 换手率: 3.53, momentum_20: 0.088117, volatility_20: 0.008458, volume_mean_20: 518172.8, return_mean_20: 0.4265, amplitude_mean_20: 0.7245, turnover_mean_20: 3.0495, MA_5: 8.2706, MA_10: 8.1509, momentum_20_cs_z: 0.624021, volatility_20_cs_z: -0.946259, volume_mean_20_cs_z: -0.473868, return_mean_20_cs_z: 0.607179, amplitude_mean_20_cs_z: -1.499659, turnover_mean_20_cs_z: -0.424673, MA_5_cs_z: 4.935411, MA_10_cs_z: 4.939449, y_pred_Y_future_5d_return: 0.001676
ETF 515700: 开盘: 2.47, 收盘: 2.535, 最高: 2.543, 最低: 2.456, 成交量: 415132.0, 成交额: 104289713.0, 振幅: 3.53, 涨跌幅: 2.92, 涨跌额: 0.072, 换手率: 5.42, momentum_20: 0.268134, volatility_20: 0.023263, volume_mean_20: 613826.5, return_mean_20: 1.22, amplitude_mean_20: 3.604, turnover_mean_20: 8.008, MA_5: 2.4238, MA_10: 2.3588, momentum_20_cs_z: 2.880729, volatility_20_cs_z: 1.063755, volume_mean_20_cs_z: -0.461509, return_mean_20_cs_z: 2.707383, amplitude_mean_20_cs_z: 1.388897, turnover_mean_20_cs_z: 0.148291, MA_5_cs_z: 0.738075, MA_10_cs_z: 0.70047, y_pred_Y_future_5d_return: 0.001461
