date,code,name,llm_score,traditional_score,second_stage_llm
2025-11-14,520500,恒生创新药ETF,0.015969,0.0159688594045979,deepseek-chat
2025-11-14,159871,有色金属ETF,0.01073,0.0107295764999517,deepseek-chat
2025-11-14,513310,中韩半导体ETF,0.006036,0.0060361429306796,deepseek-chat
2025-11-14,516050,科技龙头ETF,0.003237,0.0032372546455371,deepseek-chat
2025-11-14,515980,人工智能ETF,0.002029,0.0020293727410747,deepseek-chat
2025-11-14,513290,纳指生物科技ETF,0.001578,0.0015783255163892,deepseek-chat
2025-11-14,562320,沪深300价值ETF,0.000985,0.000984949895844,deepseek-chat
2025-11-14,159628,国证2000ETF,-0.000437,-0.0004365624940065,deepseek-chat
2025-11-14,560500,500质量成长ETF,-0.000462,-0.0004624878794687,deepseek-chat
2025-11-14,513630,港股红利指数ETF,-0.000807,-0.0008065137343677,deepseek-chat
