target,date,sample_count,top10_count,top50_count,ic,rank_ic,universe_mean_target,top10_mean_target,top50_mean_target,top10_excess_target,top50_excess_target
Y_future_5d_return,2025-04-10,100,10,50,-0.007531317897443565,0.01919712917015765,0.009103143915499186,0.00235423486204524,0.009338640210998103,-0.006748909053453946,0.00023549629549891697
Y_future_5d_return,2025-04-11,100,10,50,-0.20555566473790973,-0.2536897408736886,0.00399109301333678,0.006281422791774291,0.00036135941027824986,0.0022903297784375113,-0.0036297336030585298
Y_future_5d_return,2025-04-14,100,10,50,0.18638232527631768,0.17626868448372845,0.003114597926125054,0.01010893756170925,0.005278609691394134,0.006994339635584197,0.00216401176526908
Y_future_5d_return,2025-04-15,100,10,50,-0.011617212964941856,0.09087417791447008,0.0062020801162039115,0.013016873974550088,0.004551235154658114,0.006814793858346177,-0.0016508449615457972
Y_future_5d_return,2025-04-16,100,10,50,0.038607808334610146,-0.19523786665512405,0.015814906159739715,0.025632235678434638,0.012643794728516898,0.009817329518694923,-0.003171111431222817
Y_future_5d_return,2025-04-17,100,10,50,0.06744872426458216,-0.01767882864441009,0.009111480750704525,0.01782216683449716,0.008614554483497947,0.008710686083792635,-0.000496926267206578
Y_future_5d_return,2025-04-18,100,10,50,-0.06756536169583059,-0.13736614871393574,0.012725721531149007,0.00478417858412567,0.01247820710587371,-0.007941542947023338,-0.00024751442527529664
Y_future_5d_return,2025-04-21,100,10,50,-0.08861471809910743,0.11806255770068583,0.0015933847131173644,-0.010906899063791947,0.0038737497291883123,-0.012500283776909312,0.002280365016070948
Y_future_5d_return,2025-04-22,100,10,50,0.26916640267538433,0.09780671491695796,0.0005529514818994586,-0.00106265640761254,0.0019045746226733923,-0.0016156078895119986,0.0013516231407739337
Y_future_5d_return,2025-04-23,100,10,50,-0.0428682291688684,-0.2464206420642064,0.00037046344345181793,-0.004816927866521521,-0.001978760755396402,-0.005187391309973338,-0.00234922419884822
Y_future_5d_return,2025-04-24,100,10,50,-0.3242864566330582,-0.43769576957695766,0.019679291121393126,0.0015629951600492,0.012565252567031433,-0.018116295961343926,-0.007114038554361693
Y_future_5d_return,2025-04-25,100,10,50,-0.16437690782119652,-0.41188613127636203,0.016633535837435015,0.010893750471848292,0.011349140779751965,-0.005739785365586723,-0.00528439505768305
Y_future_5d_return,2025-04-28,100,10,50,-0.41792498712875004,-0.5601276931549157,0.02483259064225626,0.006327407459160229,0.01437017541005503,-0.018505183183096033,-0.01046241523220123
Y_future_5d_return,2025-04-29,100,10,50,-0.11026200637704676,-0.20690069006900685,0.019604075862440805,0.011647040162225458,0.01649011227957068,-0.007957035700215347,-0.0031139635828701245
Y_future_5d_return,2025-04-30,100,10,50,0.040066791523895175,-0.05452210647985177,0.025149981532645617,0.02958512108240526,0.02518740957140956,0.004435139549759642,3.742803876394252e-05
Y_future_5d_return,2025-05-06,100,10,50,0.18696860202073415,0.2712099346244869,0.012573789360755523,0.0239575666117755,0.016412350561854007,0.011383777251019979,0.003838561201098484
Y_future_5d_return,2025-05-07,100,10,50,0.05362227105960076,0.11458745874587459,0.020777982830438108,0.01850339549406551,0.020968057391770312,-0.002274587336372598,0.00019007456133220482
Y_future_5d_return,2025-05-08,100,10,50,0.3411174284061819,0.36255134278993895,0.00458265127473762,0.01852085124927001,0.011207544804897203,0.013938199974532389,0.006624893530159583
Y_future_5d_return,2025-05-09,100,10,50,0.003390241637163847,-0.010531716690724188,0.007448802063325332,0.004434621470456149,0.00675309606086412,-0.0030141805928691826,-0.0006957060024612117
Y_future_5d_return,2025-05-12,100,10,50,-0.04155834536257992,0.27417423994794854,-0.0020034850863258065,-0.00286898166920192,0.00047321695155131153,-0.0008654965828761136,0.002476702037877118
Y_future_5d_return,2025-05-13,100,10,50,0.022328473402550918,0.030423955127859184,0.0036995880890138776,0.003878002916007339,0.00440175358513803,0.00017841482699346156,0.000702165496124152
Y_future_5d_return,2025-05-14,100,10,50,-0.14670351015264196,0.06654685432629509,-0.001639941003197442,-0.00293422439138993,-0.001664503204708096,-0.001294283388192488,-2.4562201510653974e-05
Y_future_5d_return,2025-05-15,100,10,50,-0.2666644539136156,-0.11817723585892592,0.0037547711298588564,0.008101269174109551,0.0010435744983114882,0.004346498044250694,-0.002711196631547368
Y_future_5d_return,2025-05-16,100,10,50,-0.08128961047792421,-0.048671013114569846,-0.001323022882367793,-0.00487926678296223,-0.00402349784384229,-0.003556243900594437,-0.0027004749614744973
Y_future_5d_return,2025-05-19,100,10,50,-0.10422909241866893,0.06659465946594659,-0.003493538520056626,-0.00542837151620901,-0.003942388978628642,-0.0019348329961523841,-0.0004488504585720165
Y_future_5d_return,2025-05-20,100,10,50,0.06058024903291818,0.16292718060680567,-0.013538120494697062,-0.01276538764823256,-0.012244611505157522,0.0007727328464645026,0.0012935089895395394
Y_future_5d_return,2025-05-21,100,10,50,-0.04549436865493385,0.1643324332433243,-0.017895079013014844,-0.01514261774263396,-0.01632404858662855,0.002752461270380884,0.0015710304263862954
Y_future_5d_return,2025-05-22,99,10,50,0.04481880689661818,-0.041465805398483324,-0.0007808335915544193,0.007619760328521191,-0.001685452155623588,0.00840059392007561,-0.0009046185640691688
Y_future_5d_return,2025-05-23,100,10,50,-0.08030862150302442,-0.12126976512404461,-0.0005842306544227171,-0.00693230387349319,-0.0031909307346675397,-0.006348073219070473,-0.0026067000802448225
