code,name,llm_score,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,momentum_20,volatility_20,volume_mean_20,return_mean_20,amplitude_mean_20,turnover_mean_20,MA_5,MA_10,y_pred_Y_next_day_return,y_pred_Y_future_5d_return,y_pred_Y_future_10d_return,y_pred_Y_future_5d_vol_change,y_pred_Y_future_10d_vol_change
515050,5G通信ETF,0.95,2.06,2.069,2.104,2.051,2291133,475713196.0,2.59,1.27,0.026,6.92,0.2337507453786522,0.0435080296384541,2384772.2,1.146,5.383,7.202,2.028,1.9696,-0.0015835826162165,0.014677453818779,0.0324660558954673,0.0428053488774383,-0.2245451315083679
159509,纳指科技ETF,0.94,1.965,1.984,1.985,1.958,8488328,1678538355.341,1.39,2.01,0.039,12.93,0.0794341675734493,0.0126200901700598,7001718.55,0.3905,1.2440000000000002,10.6645,1.94,1.9122,6.471543471097148e-05,0.0016114779434931,0.0054991548892173,0.0426035733662958,-0.0427779633889311
513290,纳指生物科技ETF,0.93,1.258,1.261,1.267,1.254,1044582,131714491.0,1.05,1.37,0.017,10.09,0.0235389610389609,0.0082908020946966,455488.2,0.1189999999999998,0.5715,4.401,1.2484,1.2508,0.0004027164092255,0.0018584136914367,0.0218954750229362,0.263753753224812,0.3444322636383209
515220,煤炭ETE,0.92,1.033,1.06,1.061,1.032,8849265,966124721.0,2.81,2.61,0.027,10.61,0.0056925996204932,0.014312488161761,6507777.4,0.0384999999999999,1.8485,7.801,1.0446,1.0315,0.0001843700853406,0.0005622578901082,0.0028080941468742,-0.2044720615467737,-0.0370642295306032
159930,能源ETF,0.91,1.321,1.35,1.351,1.318,411318,55079469.4,2.5,2.2,0.029,4.48,-0.0095377842993396,0.011123035147594,261032.85,-0.0424999999999999,1.56,2.842,1.34,1.3344999999999998,-0.0003932408386379,-0.0009092528929047,0.0017823219223912,-0.2052882150788541,-0.0805897528877988
159502,标普生物科技ETF,0.9,1.017,1.021,1.024,1.017,2409058,245910431.782,0.71,2.92,0.029,15.93,0.0679916317991631,0.0126826854115313,1222788.7,0.3365,0.5655,8.0855,0.9984,0.9995,0.0011235985810532,-0.0002800971282852,-0.0074440937597554,0.1965775983261016,0.0465419193588207
513330,恒生互联网ETF,0.89,0.598,0.596,0.607,0.592,121666098,7289214162.0,2.52,0.17,0.001,15.47,0.1287878787878786,0.0201659853347566,89281335.5,0.628,2.3705,11.354,0.5892,0.5721,0.0032389686731712,0.0246042543702265,-0.0121029994801833,0.1591098227213216,0.1493641282084257
515980,人工智能ETF,0.88,0.866,0.857,0.878,0.85,3282493,567197875.0,3.23,-1.04,-0.009,2.99,0.1534320323014804,0.0404888067777233,5285045.5,0.7944999999999997,4.9555,4.815,0.8587999999999999,0.8349,0.0015087048184177,0.0306184608520732,0.0578441338769734,0.0705297885310281,-0.1947053240853288
159781,科创创业ETF,0.87,0.878,0.87,0.886,0.865,3741631,327955507.194,2.39,-0.8,-0.007,3.05,0.1885245901639345,0.0332476998819592,6281087.3,0.9185,4.241,5.121,0.8686,0.8462,-8.04277726742611e-05,0.0109873684337851,-0.0082841917201946,-0.0456811306222544,-0.3470353282196934
159995,芯片ETF,0.86,1.741,1.703,1.762,1.701,7455388,1292973933.892,3.52,-1.79,-0.031,5.24,0.1036941023979263,0.0336648703875147,8576926.85,0.5475000000000001,4.5525,6.0265,1.6944,1.6291,0.0057103415224288,0.0084063738926425,0.0184091699080207,-0.1413552611106128,-0.2189647733681586
