code,name,llm_score,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,momentum_20,volatility_20,volume_mean_20,return_mean_20,amplitude_mean_20,turnover_mean_20,MA_5,MA_10,y_pred_Y_next_day_return,y_pred_Y_future_5d_return,y_pred_Y_future_10d_return,y_pred_Y_future_5d_vol_change,y_pred_Y_future_10d_vol_change
513060,恒生医疗ETF,0.95,0.608,0.62,0.624,0.608,14924570,921239122.0,2.64,2.14,0.013,14.27,-0.0251572327044025,0.0131780207145832,11387066.2,-0.1185000000000001,1.9565,10.888000000000002,0.609,0.6193,-0.0004385906517094,0.0057239055308904,0.0036842281696163,-0.0368612395047207,0.1267511350690454
159871,有色金属ETF,0.92,0.891,0.908,0.91,0.882,486030,87827185.5,3.14,1.91,0.017,5.47,0.0822407628128725,0.0168949198987005,244597.65,0.4099999999999998,2.3895,2.7510000000000003,0.8888,0.8903000000000001,0.0012502067197729,0.0039998438289947,0.0027185424525755,0.0402980348367868,0.0764270804193071
159715,稀土ETF易方达,0.89,1.115,1.138,1.142,1.115,544415,61685749.66,2.42,2.06,0.023,9.73,0.0440366972477062,0.0147642387921848,509801.55,0.2259999999999998,2.1275,9.112,1.1232,1.1339,-0.0004956145444868,-0.0001712430617719,0.0042799859757389,-0.1117745274495425,0.0209131752426615
159502,标普生物科技ETF,0.86,1.258,1.277,1.288,1.258,4728441,601596694.016,2.38,1.27,0.016,31.27,0.0606312292358803,0.0201717436736753,4423108.1,0.3144999999999999,1.9215,29.2475,1.2916,1.3078,0.0002220223700226,-0.0003408100028495,0.0021147477381392,0.124992332146332,-0.1050822973997443
513310,中韩半导体ETF,0.83,2.399,2.379,2.409,2.377,8967299,2147090296.0,1.35,0.51,0.012,53.71,0.0356987374836743,0.0185201264450497,10957540.9,0.1915000000000002,2.3665000000000003,65.637,2.3886,2.4582,0.0008181650114873,0.0109500196343739,0.052673303010794,0.2059454758421524,0.2160148568311562
159509,纳指科技ETF,0.8,2.318,2.287,2.326,2.278,3852828,890755272.323,2.1,-0.04,-0.001,5.87,0.0777568331762488,0.0148187034472822,4252794.25,0.3855,1.398,6.477500000000001,2.2914,2.3256,0.0004092473255151,0.0014979000565599,-0.0019869073738956,0.1031680409707302,-0.0066480928501893
512010,医药ETF,0.77,0.384,0.388,0.39,0.382,10488471,405816012.0,2.09,1.31,0.005,2.22,0.0025839793281654,0.0086118752895875,10897346.05,0.017,1.4815,2.3045,0.3832,0.3871,-0.0006122457474328,0.0003355000604356,0.0003886914518727,0.0338959004424795,0.2227292411434064
515650,消费50ETF,0.74,1.193,1.204,1.204,1.189,902694,108169598.0,1.26,1.01,0.012,2.87,0.0058479532163742,0.0055368467543405,699832.25,0.031,0.931,2.228,1.1938,1.1875,2.035675711254849e-05,0.0007404195369914,0.0062875849706914,0.0332343191366157,0.3767961131276399
159920,恒生ETF,0.71,1.564,1.57,1.572,1.561,2787496,436897656.8,0.71,1.09,0.017,3.5,0.0070558050032072,0.00946634156781,3172669.7,0.0385000000000001,1.129,3.9815,1.5581999999999998,1.5659,-0.0002925701748761,-0.0010610295435882,0.0026432656252747,0.0482903533992987,0.2387753183048166
560500,500质量成长ETF,0.68,1.173,1.182,1.186,1.168,42566,5022756.0,1.54,1.03,0.012,1.18,0.0667870036101081,0.0092318232804632,47670.5,0.3294999999999999,1.7100000000000002,1.327,1.1698,1.1681,-0.0001203825548885,-0.000141775907253,0.0020831801760899,0.2790033451535398,0.1944967191431726
159201,自由现金流FTE,0.65,1.189,1.196,1.198,1.184,2677819,319266230.988,1.18,0.93,0.011,2.32,0.0381944444444444,0.0086611506147875,3333717.7,0.1919999999999999,1.1585,2.8905,1.1844,1.1846,6.253056103822898e-05,-0.0012515332472683,-0.001087476662633,0.2938286076773261,0.2784136342729751
510300,沪深300ETF,0.62,4.557,4.565,4.591,4.543,8317889,3901916782.0,1.06,0.44,0.02,1.86,0.0279216392704346,0.0074248041531568,7050929.8,0.1405,1.265,1.5755,4.5454,4.5616,-6.278909807400284e-05,-0.0015266432022161,-0.0069599049013843,0.5241308323486102,0.231241192703911
