date,code,name,llm_score,traditional_score,second_stage_llm
2025-10-17,159871,有色金属ETF,0.9999,0.0112474533202195,gemini-2.5-flash-lite
2025-10-17,159715,稀土ETF易方达,0.9998,0.0115015318466906,gemini-2.5-flash-lite
2025-10-17,512480,半导体ETF,0.9997,0.006478556164228,gemini-2.5-flash-lite
2025-10-17,515700,新能车ETF,0.9996,0.0065734036967855,gemini-2.5-flash-lite
2025-10-17,512580,环保ETF,0.9995,0.0063828505048303,gemini-2.5-flash-lite
2025-10-17,159995,芯片ETF,0.9994,0.0057779507372943,gemini-2.5-flash-lite
2025-10-17,515790,光伏ETF,0.9993,0.0097556232665637,gemini-2.5-flash-lite
2025-10-17,512660,军工ETF,0.9992,0.0055002126950592,gemini-2.5-flash-lite
2025-10-17,159852,软件ETF,0.9991,0.0055640687095952,gemini-2.5-flash-lite
2025-10-17,562500,机器人ETF,0.999,0.0055209797354012,gemini-2.5-flash-lite
