date,code,name,llm_score,traditional_score,second_stage_llm
2025-09-12,512480,半导体ETF,0.987961,0.0025799515412818,gemini-2.5-flash-lite
2025-09-12,159871,有色金属ETF,0.967852,0.0020296307315577,gemini-2.5-flash-lite
2025-09-12,159995,芯片ETF,0.953272,0.0019534744073632,gemini-2.5-flash-lite
2025-09-12,517520,黄金股ETF,0.924718,0.0017819363891297,gemini-2.5-flash-lite
2025-09-12,515790,光伏ETF,0.89983,-0.0017566263731024,gemini-2.5-flash-lite
2025-09-12,159939,信息技术ETF,0.881474,0.0005029987719309,gemini-2.5-flash-lite
2025-09-12,159715,稀土ETF易方达,0.881474,1.6978840566956276e-05,gemini-2.5-flash-lite
2025-09-12,515980,人工智能ETF,0.870991,-0.0015886514184601,gemini-2.5-flash-lite
2025-09-12,159807,科技ETF,0.865797,-1.989052462199846e-05,gemini-2.5-flash-lite
2025-09-12,159967,创业板成长ETF,0.741383,-0.0012854100897767,gemini-2.5-flash-lite
