date,code,name,llm_score,traditional_score,second_stage_llm
2025-07-11,159715,稀土ETF易方达,0.007117,0.0071171925894215,gemini-2.5-flash-lite
2025-07-11,510180,上证180ETF,0.004632,0.0046322992278522,gemini-2.5-flash-lite
2025-07-11,515010,券商ETF基金,0.002973,0.0029734415456733,gemini-2.5-flash-lite
2025-07-11,510300,沪深300ETF,0.001877,0.001877069304847,gemini-2.5-flash-lite
2025-07-11,510050,上证50ETF,0.001874,0.0018739954254088,gemini-2.5-flash-lite
2025-07-11,510500,中证500ETF,-0.00078,-0.0007803843084978,gemini-2.5-flash-lite
2025-07-11,159920,恒生ETF,-0.000932,-0.0009322430122929,gemini-2.5-flash-lite
2025-07-11,512750,基本面50ETF,-0.000943,-0.0009431804939947,gemini-2.5-flash-lite
2025-07-11,510760,上证综指ETF,-0.00098,-0.0009797547243361,gemini-2.5-flash-lite
2025-07-11,510880,红利ETF,-0.000985,-0.0009850680731943,gemini-2.5-flash-lite
