你是一名专业的量化投资分析助手。
任务：基于同一交易日的 ETF 横截面因子数据，对候选 ETF 做排序。

要求：
1. 只能依据输入的数值型信息比较，不得引入外部知识。
2. 不做时间序列外推，只做同日横截面排序。
3. 综合考虑收益潜力与风险约束。
4. 输出必须是合法 JSON，且只能输出 JSON。
5. 不要输出任何自然语言解释。

输出格式：
{
  "rankings": [
    {"code": "ETF代码", "score": 0.95}
  ]
}

当前交易日：2025-10-10
ETF 因子数据：
ETF代码 520500: 开盘: 1.954, 收盘: 1.915, 最高: 1.98, 最低: 1.911, 成交量: 3712082.0, 成交额: 723167058.0, 振幅: 3.51, 涨跌幅: -2.49, 涨跌额: -0.049, 换手率: 27.28, momentum_20: -0.047737, volatility_20: 0.017777, volume_mean_20: 4680255.15, return_mean_20: -0.2295, amplitude_mean_20: 3.042, turnover_mean_20: 34.393, MA_5: 1.95, MA_10: 1.9622, y_pred_Y_next_day_return: -0.003548, y_pred_Y_future_5d_return: 0.011818, y_pred_Y_future_10d_return: 0.004984, y_pred_Y_future_5d_vol_change: 0.178514, y_pred_Y_future_10d_vol_change: 0.126578
ETF代码 513330: 开盘: 0.608, 收盘: 0.595, 最高: 0.609, 最低: 0.593, 成交量: 90068632.0, 成交额: 5427297471.0, 振幅: 2.6, 涨跌幅: -3.25, 涨跌额: -0.02, 换手率: 11.45, momentum_20: 0.142035, volatility_20: 0.019647, volume_mean_20: 96536259.8, return_mean_20: 0.684, amplitude_mean_20: 2.504, turnover_mean_20: 12.2765, MA_5: 0.6058, MA_10: 0.6013, y_pred_Y_next_day_return: 0.002347, y_pred_Y_future_5d_return: 0.010689, y_pred_Y_future_10d_return: -0.013948, y_pred_Y_future_5d_vol_change: -0.153576, y_pred_Y_future_10d_vol_change: 0.04188
ETF代码 159915: 开盘: 3.201, 收盘: 3.095, 最高: 3.217, 最低: 3.072, 成交量: 22276431.0, 成交额: 6981652423.033, 振幅: 4.48, 涨跌幅: -4.33, 涨跌额: -0.14, 换手率: 12.56, momentum_20: 0.125045, volatility_20: 0.02583, volume_mean_20: 19491224.4, return_mean_20: 0.6215, amplitude_mean_20: 3.1735, turnover_mean_20: 10.9895, MA_5: 3.1778, MA_10: 3.1497, y_pred_Y_next_day_return: -0.000556, y_pred_Y_future_5d_return: 0.007755, y_pred_Y_future_10d_return: -0.012246, y_pred_Y_future_5d_vol_change: -0.148185, y_pred_Y_future_10d_vol_change: -0.156486
ETF代码 515220: 开盘: 1.054, 收盘: 1.08, 最高: 1.09, 最低: 1.049, 成交量: 11674968.0, 成交额: 1303388051.0, 振幅: 3.87, 涨跌幅: 1.98, 涨跌额: 0.021, 换手率: 14.0, momentum_20: 0.07677, volatility_20: 0.013749, volume_mean_20: 7043099.9, return_mean_20: 0.3795, amplitude_mean_20: 1.9655, turnover_mean_20: 8.443, MA_5: 1.0482, MA_10: 1.0508, y_pred_Y_next_day_return: 0.002535, y_pred_Y_future_5d_return: 0.006027, y_pred_Y_future_10d_return: 0.007767, y_pred_Y_future_5d_vol_change: 0.192161, y_pred_Y_future_10d_vol_change: 0.158981
ETF代码 159807: 开盘: 0.751, 收盘: 0.722, 最高: 0.751, 最低: 0.718, 成交量: 1030800.0, 成交额: 75224252.31, 振幅: 4.39, 涨跌幅: -3.99, 涨跌额: -0.03, 换手率: 9.7, momentum_20: 0.131661, volatility_20: 0.022662, volume_mean_20: 975914.6, return_mean_20: 0.6445, amplitude_mean_20: 3.1635, turnover_mean_20: 9.181, MA_5: 0.7318, MA_10: 0.7267, y_pred_Y_next_day_return: 0.000215, y_pred_Y_future_5d_return: 0.005811, y_pred_Y_future_10d_return: -0.01101, y_pred_Y_future_5d_vol_change: -0.051791, y_pred_Y_future_10d_vol_change: 0.013128
ETF代码 513730: 开盘: 1.448, 收盘: 1.428, 最高: 1.448, 最低: 1.426, 成交量: 424068.0, 成交额: 60881072.0, 振幅: 1.51, 涨跌幅: -1.72, 涨跌额: -0.025, 换手率: 4.82, momentum_20: 0.070465, volatility_20: 0.014927, volume_mean_20: 482339.15, return_mean_20: 0.351, amplitude_mean_20: 0.994, turnover_mean_20: 5.484, MA_5: 1.4062, MA_10: 1.4074, y_pred_Y_next_day_return: 0.001501, y_pred_Y_future_5d_return: 0.005556, y_pred_Y_future_10d_return: 0.013624, y_pred_Y_future_5d_vol_change: -0.187692, y_pred_Y_future_10d_vol_change: -0.145065
ETF代码 515580: 开盘: 1.28, 收盘: 1.239, 最高: 1.28, 最低: 1.231, 成交量: 176103.0, 成交额: 22085950.0, 振幅: 3.81, 涨跌幅: -3.73, 涨跌额: -0.048, 换手率: 4.34, momentum_20: 0.152558, volatility_20: 0.022165, volume_mean_20: 110646.95, return_mean_20: 0.7345, amplitude_mean_20: 2.8895, turnover_mean_20: 2.726, MA_5: 1.2502, MA_10: 1.2344, y_pred_Y_next_day_return: -0.00113, y_pred_Y_future_5d_return: 0.004767, y_pred_Y_future_10d_return: -0.007265, y_pred_Y_future_5d_vol_change: -0.16436, y_pred_Y_future_10d_vol_change: -0.183097
ETF代码 159715: 开盘: 1.259, 收盘: 1.195, 最高: 1.26, 最低: 1.19, 成交量: 1002104.0, 成交额: 122077108.281, 振幅: 5.65, 涨跌幅: -3.55, 涨跌额: -0.044, 换手率: 17.91, momentum_20: 0.12312, volatility_20: 0.026276, volume_mean_20: 622719.8, return_mean_20: 0.6135, amplitude_mean_20: 3.209, turnover_mean_20: 11.1285, MA_5: 1.1644, MA_10: 1.1369, y_pred_Y_next_day_return: 0.006244, y_pred_Y_future_5d_return: 0.004608, y_pred_Y_future_10d_return: -0.005777, y_pred_Y_future_5d_vol_change: -0.201662, y_pred_Y_future_10d_vol_change: -0.15032
ETF代码 562310: 开盘: 1.034, 收盘: 1.006, 最高: 1.034, 最低: 1.001, 成交量: 716082.0, 成交额: 72852020.0, 振幅: 3.19, 涨跌幅: -2.9, 涨跌额: -0.03, 换手率: 10.08, momentum_20: 0.10307, volatility_20: 0.016064, volume_mean_20: 576875.5, return_mean_20: 0.5035, amplitude_mean_20: 2.2265, turnover_mean_20: 8.119, MA_5: 1.0178, MA_10: 1.0066, y_pred_Y_next_day_return: 0.000449, y_pred_Y_future_5d_return: 0.004565, y_pred_Y_future_10d_return: 0.003251, y_pred_Y_future_5d_vol_change: -0.126906, y_pred_Y_future_10d_vol_change: 0.017307
ETF代码 513050: 开盘: 1.719, 收盘: 1.687, 最高: 1.722, 最低: 1.68, 成交量: 23223695.0, 成交额: 3955532206.0, 振幅: 2.41, 涨跌幅: -3.16, 涨跌额: -0.055, 换手率: 7.12, momentum_20: 0.120186, volatility_20: 0.017995, volume_mean_20: 22712102.5, return_mean_20: 0.5845, amplitude_mean_20: 2.2125, turnover_mean_20: 6.965, MA_5: 1.7234, MA_10: 1.7087, y_pred_Y_next_day_return: 0.002047, y_pred_Y_future_5d_return: 0.004557, y_pred_Y_future_10d_return: 0.003809, y_pred_Y_future_5d_vol_change: -0.175133, y_pred_Y_future_10d_vol_change: 0.02146
ETF代码 515400: 开盘: 1.071, 收盘: 1.034, 最高: 1.076, 最低: 1.028, 成交量: 1313184.0, 成交额: 137331934.0, 振幅: 4.41, 涨跌幅: -4.96, 涨跌额: -0.054, 换手率: 7.85, momentum_20: 0.103522, volatility_20: 0.025456, volume_mean_20: 1635420.75, return_mean_20: 0.5255, amplitude_mean_20: 3.2495, turnover_mean_20: 9.777, MA_5: 1.058, MA_10: 1.0545, y_pred_Y_next_day_return: -0.00199, y_pred_Y_future_5d_return: 0.004428, y_pred_Y_future_10d_return: -0.014456, y_pred_Y_future_5d_vol_change: -0.179178, y_pred_Y_future_10d_vol_change: -0.210482
ETF代码 159966: 开盘: 0.624, 收盘: 0.601, 最高: 0.624, 最低: 0.597, 成交量: 195614.0, 成交额: 11877684.6, 振幅: 4.32, 涨跌幅: -3.84, 涨跌额: -0.024, 换手率: 2.99, momentum_20: 0.119181, volatility_20: 0.019825, volume_mean_20: 188587.6, return_mean_20: 0.5835, amplitude_mean_20: 2.829, turnover_mean_20: 2.88, MA_5: 0.6098, MA_10: 0.6029, y_pred_Y_next_day_return: -6.1e-05, y_pred_Y_future_5d_return: 0.004163, y_pred_Y_future_10d_return: -0.001755, y_pred_Y_future_5d_vol_change: -0.071756, y_pred_Y_future_10d_vol_change: -0.124557
ETF代码 588000: 开盘: 1.585, 收盘: 1.528, 最高: 1.592, 最低: 1.516, 成交量: 56901910.0, 成交额: 8808071627.0, 振幅: 4.7, 涨跌幅: -5.56, 涨跌额: -0.09, 换手率: 11.65, momentum_20: 0.191888, volatility_20: 0.023853, volume_mean_20: 41901523.1, return_mean_20: 0.9085, amplitude_mean_20: 3.702, turnover_mean_20: 8.5775, MA_5: 1.5566, MA_10: 1.5246, y_pred_Y_next_day_return: -0.005318, y_pred_Y_future_5d_return: 0.003424, y_pred_Y_future_10d_return: -0.012195, y_pred_Y_future_5d_vol_change: -0.397482, y_pred_Y_future_10d_vol_change: 0.064814
ETF代码 517520: 开盘: 2.111, 收盘: 2.084, 最高: 2.134, 最低: 2.056, 成交量: 4233687.0, 成交额: 882250813.0, 振幅: 3.59, 涨跌幅: -3.96, 涨跌额: -0.086, 换手率: 6.78, momentum_20: 0.19977, volatility_20: 0.030909, volume_mean_20: 3556988.15, return_mean_20: 0.9595, amplitude_mean_20: 3.4055, turnover_mean_20: 5.6975, MA_5: 2.0166, MA_10: 1.9434, y_pred_Y_next_day_return: 0.003584, y_pred_Y_future_5d_return: 0.003091, y_pred_Y_future_10d_return: -0.009808, y_pred_Y_future_5d_vol_change: -0.286569, y_pred_Y_future_10d_vol_change: -0.389413
ETF代码 515860: 开盘: 1.789, 收盘: 1.758, 最高: 1.797, 最低: 1.753, 成交量: 26693.0, 成交额: 4722285.0, 振幅: 2.45, 涨跌幅: -2.22, 涨跌额: -0.04, 换手率: 2.41, momentum_20: 0.156579, volatility_20: 0.021705, volume_mean_20: 39923.65, return_mean_20: 0.7525, amplitude_mean_20: 3.172, turnover_mean_20: 3.6005, MA_5: 1.7616, MA_10: 1.7534, y_pred_Y_next_day_return: 0.003874, y_pred_Y_future_5d_return: 0.002827, y_pred_Y_future_10d_return: -0.013092, y_pred_Y_future_5d_vol_change: -0.147499, y_pred_Y_future_10d_vol_change: -0.167413
ETF代码 515980: 开盘: 0.91, 收盘: 0.874, 最高: 0.912, 最低: 0.866, 成交量: 7766755.0, 成交额: 688439546.0, 振幅: 5.01, 涨跌幅: -4.9, 涨跌额: -0.045, 换手率: 7.07, momentum_20: 0.151515, volatility_20: 0.02977, volume_mean_20: 4677780.75, return_mean_20: 0.749, amplitude_mean_20: 4.0865, turnover_mean_20: 4.26, MA_5: 0.9, MA_10: 0.8963, y_pred_Y_next_day_return: -0.007292, y_pred_Y_future_5d_return: 0.002486, y_pred_Y_future_10d_return: -0.014726, y_pred_Y_future_5d_vol_change: -0.205335, y_pred_Y_future_10d_vol_change: -0.217333
ETF代码 515010: 开盘: 1.449, 收盘: 1.455, 最高: 1.48, 最低: 1.442, 成交量: 656712.0, 成交额: 95719130.0, 振幅: 2.62, 涨跌幅: 0.34, 涨跌额: 0.005, 换手率: 4.79, momentum_20: 0.019622, volatility_20: 0.016906, volume_mean_20: 575140.7, return_mean_20: 0.111, amplitude_mean_20: 2.222, turnover_mean_20: 4.198, MA_5: 1.4418, MA_10: 1.4206, y_pred_Y_next_day_return: 0.000908, y_pred_Y_future_5d_return: 0.002288, y_pred_Y_future_10d_return: -0.003084, y_pred_Y_future_5d_vol_change: 0.256842, y_pred_Y_future_10d_vol_change: 0.109445
ETF代码 562500: 开盘: 1.104, 收盘: 1.075, 最高: 1.11, 最低: 1.07, 成交量: 16798896.0, 成交额: 1828209685.0, 振幅: 3.6, 涨跌幅: -3.33, 涨跌额: -0.037, 换手率: 7.06, momentum_20: 0.116303, volatility_20: 0.023322, volume_mean_20: 18983640.3, return_mean_20: 0.579, amplitude_mean_20: 2.9755, turnover_mean_20: 7.9815, MA_5: 1.0866, MA_10: 1.0863, y_pred_Y_next_day_return: 0.002984, y_pred_Y_future_5d_return: 0.002216, y_pred_Y_future_10d_return: -0.016186, y_pred_Y_future_5d_vol_change: -0.164124, y_pred_Y_future_10d_vol_change: -0.128111
ETF代码 515750: 开盘: 2.011, 收盘: 1.922, 最高: 2.011, 最低: 1.905, 成交量: 262382.0, 成交额: 51147093.0, 振幅: 5.26, 涨跌幅: -4.71, 涨跌额: -0.095, 换手率: 6.9, momentum_20: 0.144729, volatility_20: 0.021985, volume_mean_20: 176571.75, return_mean_20: 0.701, amplitude_mean_20: 2.91, turnover_mean_20: 4.645, MA_5: 1.9568, MA_10: 1.9328, y_pred_Y_next_day_return: 0.007211, y_pred_Y_future_5d_return: 0.001797, y_pred_Y_future_10d_return: -0.011549, y_pred_Y_future_5d_vol_change: -0.171194, y_pred_Y_future_10d_vol_change: 0.026903
ETF代码 159687: 开盘: 1.569, 收盘: 1.55, 最高: 1.575, 最低: 1.547, 成交量: 310155.0, 成交额: 48479700.8, 振幅: 1.78, 涨跌幅: -1.59, 涨跌额: -0.025, 换手率: 2.5, momentum_20: 0.069703, volatility_20: 0.009347, volume_mean_20: 141066.25, return_mean_20: 0.342, amplitude_mean_20: 0.8495, turnover_mean_20: 1.136, MA_5: 1.5402, MA_10: 1.5347, y_pred_Y_next_day_return: 0.00134, y_pred_Y_future_5d_return: 0.001577, y_pred_Y_future_10d_return: 0.009685, y_pred_Y_future_5d_vol_change: -0.169025, y_pred_Y_future_10d_vol_change: 0.115988
ETF代码 159967: 开盘: 0.601, 收盘: 0.579, 最高: 0.602, 最低: 0.577, 成交量: 4618166.0, 成交额: 272714038.163, 振幅: 4.15, 涨跌幅: -3.98, 涨跌额: -0.024, 换手率: 9.94, momentum_20: 0.056569, volatility_20: 0.024056, volume_mean_20: 4593442.65, return_mean_20: 0.3015, amplitude_mean_20: 3.6545, turnover_mean_20: 9.885, MA_5: 0.6002, MA_10: 0.6025, y_pred_Y_next_day_return: -0.00125, y_pred_Y_future_5d_return: 0.001573, y_pred_Y_future_10d_return: -0.011802, y_pred_Y_future_5d_vol_change: -0.118393, y_pred_Y_future_10d_vol_change: -0.115267
ETF代码 159825: 开盘: 0.815, 收盘: 0.824, 最高: 0.832, 最低: 0.813, 成交量: 3845451.0, 成交额: 317224439.124, 振幅: 2.32, 涨跌幅: 0.49, 涨跌额: 0.004, 换手率: 13.26, momentum_20: 0.053708, volatility_20: 0.013608, volume_mean_20: 1797262.15, return_mean_20: 0.2715, amplitude_mean_20: 2.038, turnover_mean_20: 6.199, MA_5: 0.8122, MA_10: 0.8075, y_pred_Y_next_day_return: -0.000786, y_pred_Y_future_5d_return: 0.00154, y_pred_Y_future_10d_return: -0.001513, y_pred_Y_future_5d_vol_change: 0.2233, y_pred_Y_future_10d_vol_change: 0.073931
ETF代码 159307: 开盘: 1.053, 收盘: 1.061, 最高: 1.064, 最低: 1.049, 成交量: 343810.0, 成交额: 36839209.3, 振幅: 1.42, 涨跌幅: 0.76, 涨跌额: 0.008, 换手率: 1.17, momentum_20: 0.007597, volatility_20: 0.006289, volume_mean_20: 191904.25, return_mean_20: 0.04, amplitude_mean_20: 0.9235, turnover_mean_20: 0.655, MA_5: 1.048, MA_10: 1.044, y_pred_Y_next_day_return: 9e-05, y_pred_Y_future_5d_return: 0.001379, y_pred_Y_future_10d_return: 0.006184, y_pred_Y_future_5d_vol_change: 0.159533, y_pred_Y_future_10d_vol_change: 0.191017
ETF代码 516310: 开盘: 1.273, 收盘: 1.287, 最高: 1.294, 最低: 1.273, 成交量: 355839.0, 成交额: 45807032.0, 振幅: 1.64, 涨跌幅: 0.55, 涨跌额: 0.007, 换手率: 1.81, momentum_20: -0.067391, volatility_20: 0.008153, volume_mean_20: 381498.8, return_mean_20: -0.345, amplitude_mean_20: 1.3895, turnover_mean_20: 1.942, MA_5: 1.289, MA_10: 1.2954, y_pred_Y_next_day_return: -6.8e-05, y_pred_Y_future_5d_return: 0.00133, y_pred_Y_future_10d_return: -0.002783, y_pred_Y_future_5d_vol_change: 0.479738, y_pred_Y_future_10d_vol_change: 0.455357
ETF代码 563020: 开盘: 1.159, 收盘: 1.171, 最高: 1.175, 最低: 1.157, 成交量: 547717.0, 成交额: 64668055.0, 振幅: 1.55, 涨跌幅: 0.95, 涨跌额: 0.011, 换手率: 1.03, momentum_20: -0.031431, volatility_20: 0.006346, volume_mean_20: 428342.15, return_mean_20: -0.1575, amplitude_mean_20: 1.0685, turnover_mean_20: 0.8085, MA_5: 1.1652, MA_10: 1.1696, y_pred_Y_next_day_return: -0.00023, y_pred_Y_future_5d_return: 0.001074, y_pred_Y_future_10d_return: 0.001452, y_pred_Y_future_5d_vol_change: 0.113752, y_pred_Y_future_10d_vol_change: 0.259141
ETF代码 159930: 开盘: 1.357, 收盘: 1.364, 最高: 1.378, 最低: 1.342, 成交量: 288465.0, 成交额: 39361288.3, 振幅: 2.66, 涨跌幅: 0.66, 涨跌额: 0.009, 换手率: 3.14, momentum_20: 0.030211, volatility_20: 0.01115, volume_mean_20: 231588.05, return_mean_20: 0.154, amplitude_mean_20: 1.4965, turnover_mean_20: 2.5215, MA_5: 1.343, MA_10: 1.3427, y_pred_Y_next_day_return: 0.000905, y_pred_Y_future_5d_return: 0.00091, y_pred_Y_future_10d_return: 0.00151, y_pred_Y_future_5d_vol_change: 0.396581, y_pred_Y_future_10d_vol_change: 0.205303
ETF代码 518850: 开盘: 8.705, 收盘: 8.656, 最高: 8.711, 最低: 8.641, 成交量: 690590.0, 成交额: 599012943.0, 振幅: 0.8, 涨跌幅: -1.38, 涨跌额: -0.121, 换手率: 4.14, momentum_20: 0.110171, volatility_20: 0.013051, volume_mean_20: 544384.4, return_mean_20: 0.532, amplitude_mean_20: 0.725, turnover_mean_20: 3.2615, MA_5: 8.4702, MA_10: 8.302, y_pred_Y_next_day_return: 0.000406, y_pred_Y_future_5d_return: 0.000885, y_pred_Y_future_10d_return: 0.008446, y_pred_Y_future_5d_vol_change: 0.01094, y_pred_Y_future_10d_vol_change: -0.012904
ETF代码 159847: 开盘: 0.462, 收盘: 0.453, 最高: 0.462, 最低: 0.451, 成交量: 509526.0, 成交额: 23210946.0, 振幅: 2.37, 涨跌幅: -2.37, 涨跌额: -0.011, 换手率: 1.52, momentum_20: 0.029545, volatility_20: 0.016652, volume_mean_20: 492480.95, return_mean_20: 0.157, amplitude_mean_20: 2.4345, turnover_mean_20: 1.4655, MA_5: 0.4544, MA_10: 0.4529, y_pred_Y_next_day_return: -0.000708, y_pred_Y_future_5d_return: 0.000866, y_pred_Y_future_10d_return: 0.003349, y_pred_Y_future_5d_vol_change: -0.078113, y_pred_Y_future_10d_vol_change: -0.008021
ETF代码 515450: 开盘: 1.37, 收盘: 1.388, 最高: 1.393, 最低: 1.366, 成交量: 1673409.0, 成交额: 236246271.0, 振幅: 1.97, 涨跌幅: 1.24, 涨跌额: 0.017, 换手率: 1.55, momentum_20: 0.002166, volatility_20: 0.006611, volume_mean_20: 1083795.95, return_mean_20: 0.0115, amplitude_mean_20: 0.9705, turnover_mean_20: 1.002, MA_5: 1.3694, MA_10: 1.3639, y_pred_Y_next_day_return: -0.000257, y_pred_Y_future_5d_return: 0.000837, y_pred_Y_future_10d_return: 0.006297, y_pred_Y_future_5d_vol_change: 0.035486, y_pred_Y_future_10d_vol_change: 0.222841
ETF代码 520550: 开盘: 1.167, 收盘: 1.166, 最高: 1.172, 最低: 1.158, 成交量: 511407.0, 成交额: 60727846.0, 振幅: 1.2, 涨跌幅: -0.26, 涨跌额: -0.003, 换手率: 5.16, momentum_20: 0.012153, volatility_20: 0.008152, volume_mean_20: 411099.0, return_mean_20: 0.0635, amplitude_mean_20: 1.0835, turnover_mean_20: 4.1505, MA_5: 1.1568, MA_10: 1.1584, y_pred_Y_next_day_return: -0.000308, y_pred_Y_future_5d_return: 0.00074, y_pred_Y_future_10d_return: 0.001119, y_pred_Y_future_5d_vol_change: 0.566778, y_pred_Y_future_10d_vol_change: 0.18395
