你是一名专业的量化投资分析助手。
任务：基于同一交易日的 ETF 横截面因子数据，对候选 ETF 做排序。

要求：
1. 只能依据输入的数值型信息比较，不得引入外部知识。
2. 不做时间序列外推，只做同日横截面排序。
3. 综合考虑收益潜力与风险约束。
4. 输出必须是合法 JSON，且只能输出 JSON。
5. 不要输出任何自然语言解释。

输出格式：
{
  "rankings": [
    {"code": "ETF代码", "score": 0.95}
  ]
}

当前交易日：2025-12-31
ETF 因子数据：
ETF代码 513310: 开盘: 2.636, 收盘: 2.577, 最高: 2.645, 最低: 2.571, 成交量: 7448954.0, 成交额: 1938285377.0, 振幅: 2.83, 涨跌幅: -1.38, 涨跌额: -0.036, 换手率: 44.62, momentum_20: 0.060494, volatility_20: 0.0192, volume_mean_20: 10365091.35, return_mean_20: 0.3115, amplitude_mean_20: 2.1655, turnover_mean_20: 62.088, MA_5: 2.565, MA_10: 2.5022, y_pred_Y_next_day_return: 0.003004, y_pred_Y_future_5d_return: 0.013727, y_pred_Y_future_10d_return: 0.04596, y_pred_Y_future_5d_vol_change: 0.100049, y_pred_Y_future_10d_vol_change: 0.239112
ETF代码 159967: 开盘: 0.652, 收盘: 0.636, 最高: 0.653, 最低: 0.634, 成交量: 6175309.0, 成交额: 394802725.23, 振幅: 2.92, 涨跌幅: -2.3, 涨跌额: -0.015, 换手率: 13.29, momentum_20: 0.085324, volatility_20: 0.022914, volume_mean_20: 4859330.4, return_mean_20: 0.435, amplitude_mean_20: 2.9075, turnover_mean_20: 10.4545, MA_5: 0.6464, MA_10: 0.641, y_pred_Y_next_day_return: 0.001292, y_pred_Y_future_5d_return: 0.004881, y_pred_Y_future_10d_return: -0.011487, y_pred_Y_future_5d_vol_change: -0.028172, y_pred_Y_future_10d_vol_change: -0.076236
ETF代码 512980: 开盘: 0.972, 收盘: 0.998, 最高: 1.005, 最低: 0.97, 成交量: 2471023.0, 成交额: 245374557.0, 振幅: 3.6, 涨跌幅: 2.67, 涨跌额: 0.026, 换手率: 3.11, momentum_20: 0.045026, volatility_20: 0.012716, volume_mean_20: 934325.8, return_mean_20: 0.228, amplitude_mean_20: 1.8185, turnover_mean_20: 1.1755, MA_5: 0.973, MA_10: 0.9659, y_pred_Y_next_day_return: 0.002376, y_pred_Y_future_5d_return: 0.004143, y_pred_Y_future_10d_return: 0.001008, y_pred_Y_future_5d_vol_change: 0.047781, y_pred_Y_future_10d_vol_change: 0.070275
ETF代码 562060: 开盘: 0.615, 收盘: 0.616, 最高: 0.618, 最低: 0.615, 成交量: 531165.0, 成交额: 32757164.0, 振幅: 0.49, 涨跌幅: -0.16, 涨跌额: -0.001, 换手率: 0.99, momentum_20: 0.006536, volatility_20: 0.0063, volume_mean_20: 905661.2, return_mean_20: 0.035, amplitude_mean_20: 0.952, turnover_mean_20: 1.6835, MA_5: 0.6166, MA_10: 0.6138, y_pred_Y_next_day_return: -0.000254, y_pred_Y_future_5d_return: 0.003833, y_pred_Y_future_10d_return: 0.011077, y_pred_Y_future_5d_vol_change: 0.469786, y_pred_Y_future_10d_vol_change: 0.293394
ETF代码 159883: 开盘: 0.492, 收盘: 0.487, 最高: 0.492, 最低: 0.487, 成交量: 4632635.0, 成交额: 226092372.462, 振幅: 1.02, 涨跌幅: -0.81, 涨跌额: -0.004, 换手率: 3.65, momentum_20: -0.031809, volatility_20: 0.007922, volume_mean_20: 1834758.15, return_mean_20: -0.1585, amplitude_mean_20: 1.247, turnover_mean_20: 1.446, MA_5: 0.4952, MA_10: 0.4963, y_pred_Y_next_day_return: -0.000831, y_pred_Y_future_5d_return: 0.00212, y_pred_Y_future_10d_return: -0.000691, y_pred_Y_future_5d_vol_change: 0.553403, y_pred_Y_future_10d_vol_change: 0.284954
ETF代码 159687: 开盘: 1.548, 收盘: 1.54, 最高: 1.548, 最低: 1.54, 成交量: 80595.0, 成交额: 12439098.66, 振幅: 0.52, 涨跌幅: -0.52, 涨跌额: -0.008, 换手率: 0.65, momentum_20: 0.007194, volatility_20: 0.007629, volume_mean_20: 133899.75, return_mean_20: 0.038, amplitude_mean_20: 0.728, turnover_mean_20: 1.0775, MA_5: 1.5466, MA_10: 1.5396, y_pred_Y_next_day_return: -3e-05, y_pred_Y_future_5d_return: 0.002073, y_pred_Y_future_10d_return: 0.007075, y_pred_Y_future_5d_vol_change: 0.332773, y_pred_Y_future_10d_vol_change: 0.256943
ETF代码 159871: 开盘: 0.96, 收盘: 0.972, 最高: 0.988, 最低: 0.96, 成交量: 455389.0, 成交额: 88331571.2, 振幅: 2.92, 涨跌幅: 1.25, 涨跌额: 0.012, 换手率: 5.12, momentum_20: 0.102041, volatility_20: 0.017955, volume_mean_20: 368932.9, return_mean_20: 0.503, amplitude_mean_20: 2.7115, turnover_mean_20: 4.149, MA_5: 0.9544, MA_10: 0.9375, y_pred_Y_next_day_return: 0.002597, y_pred_Y_future_5d_return: 0.001706, y_pred_Y_future_10d_return: 0.000276, y_pred_Y_future_5d_vol_change: 0.220009, y_pred_Y_future_10d_vol_change: 0.130605
ETF代码 518850: 开盘: 9.426, 收盘: 9.378, 最高: 9.459, 最低: 9.26, 成交量: 1286705.0, 成交额: 1205591072.0, 振幅: 2.11, 涨跌幅: -0.63, 涨跌额: -0.059, 换手率: 7.71, momentum_20: 0.023687, volatility_20: 0.01017, volume_mean_20: 616379.0, return_mean_20: 0.122, amplitude_mean_20: 0.8345, turnover_mean_20: 3.6935, MA_5: 9.5616, MA_10: 9.5564, y_pred_Y_next_day_return: -0.000768, y_pred_Y_future_5d_return: 0.001522, y_pred_Y_future_10d_return: 0.007521, y_pred_Y_future_5d_vol_change: 0.858953, y_pred_Y_future_10d_vol_change: 0.242142
ETF代码 159916: 开盘: 5.162, 收盘: 5.15, 最高: 5.162, 最低: 5.15, 成交量: 11.0, 成交额: 5677.0, 振幅: 0.23, 涨跌幅: -0.44, 涨跌额: -0.023, 换手率: 0.0, momentum_20: -0.001164, volatility_20: 0.006231, volume_mean_20: 117.3, return_mean_20: -0.003, amplitude_mean_20: 0.8195, turnover_mean_20: 0.024, MA_5: 5.158, MA_10: 5.1427, y_pred_Y_next_day_return: -3.7e-05, y_pred_Y_future_5d_return: 0.001492, y_pred_Y_future_10d_return: 0.002424, y_pred_Y_future_5d_vol_change: 0.450543, y_pred_Y_future_10d_vol_change: 0.25269
ETF代码 515220: 开盘: 1.033, 收盘: 1.028, 最高: 1.036, 最低: 1.024, 成交量: 2295563.0, 成交额: 236071107.0, 振幅: 1.16, 涨跌幅: -0.68, 涨跌额: -0.007, 换手率: 2.75, momentum_20: -0.069683, volatility_20: 0.008501, volume_mean_20: 3551849.15, return_mean_20: -0.3575, amplitude_mean_20: 1.289, turnover_mean_20: 4.259, MA_5: 1.0362, MA_10: 1.0417, y_pred_Y_next_day_return: -9.3e-05, y_pred_Y_future_5d_return: 0.001452, y_pred_Y_future_10d_return: -0.001249, y_pred_Y_future_5d_vol_change: 0.3998, y_pred_Y_future_10d_vol_change: 0.257687
ETF代码 563020: 开盘: 1.192, 收盘: 1.192, 最高: 1.197, 最低: 1.191, 成交量: 809087.0, 成交额: 96548057.0, 振幅: 0.5, 涨跌幅: 0.0, 涨跌额: 0.0, 换手率: 1.53, momentum_20: -0.027732, volatility_20: 0.003849, volume_mean_20: 912783.15, return_mean_20: -0.1405, amplitude_mean_20: 0.788, turnover_mean_20: 1.7235, MA_5: 1.1932, MA_10: 1.1938, y_pred_Y_next_day_return: -0.000207, y_pred_Y_future_5d_return: 0.00114, y_pred_Y_future_10d_return: 0.00731, y_pred_Y_future_5d_vol_change: 0.626805, y_pred_Y_future_10d_vol_change: 0.506765
