code,name,llm_score,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,momentum_20,volatility_20,volume_mean_20,return_mean_20,amplitude_mean_20,turnover_mean_20,MA_5,MA_10,y_pred_Y_next_day_return,y_pred_Y_future_5d_return,y_pred_Y_future_10d_return,y_pred_Y_future_5d_vol_change,y_pred_Y_future_10d_vol_change
520500,恒生创新药ETF,0.95,1.734,1.691,1.734,1.676,4208785,717528936.0,3.32,-3.21,-0.056,30.93,-0.0253602305475504,0.0236129727364111,5027667.95,-0.1019999999999998,2.8765,36.9465,1.745,1.7569000000000004,0.0015396554298429,0.0451024828835189,0.058572034091664,-0.0787256633563233,0.0630329126085336
515860,科技ETF基金,0.9,1.58,1.504,1.58,1.501,46479,7049675.0,5.09,-3.09,-0.048,4.19,-0.1276102088167053,0.0148946866810959,25204.75,-0.6695,2.423,2.2735,1.5488,1.5782,-0.0029570972255331,0.0385282969628938,0.0612040441314472,0.4218276097517382,0.2901606223228608
159915,创业板ETF,0.85,2.99,2.904,2.99,2.903,23813254,7001980046.896,2.88,-4.03,-0.122,13.43,-0.0772163965681601,0.0180484312190871,13441664.6,-0.3849999999999999,2.405,7.578,3.0244,3.0776,-0.0023545461220699,0.0203008872211387,0.0102548814499877,0.1707615991480766,0.039022924975307
513330,恒生互联网ETF,0.8,0.517,0.515,0.521,0.508,108282330,5577808320.0,2.47,-2.09,-0.011,13.77,-0.0996503496503495,0.0154447736588573,64367719.5,-0.5129999999999999,1.899,8.186,0.528,0.5432,-0.0027262596377055,0.0196040445390702,0.0030902359321068,0.3579908005152374,0.3843071736740842
515050,5G通信ETF,0.75,1.936,1.874,1.936,1.867,3003365,569584098.0,3.48,-5.5,-0.109,9.07,-0.1279664960446719,0.0251602609167626,2087018.3,-0.6519999999999999,3.3095,6.303,1.9562,1.9896,-0.0052499724905398,0.0193332873355122,0.0238560847027038,-0.008266835953999,0.0106259118953087
513310,中韩半导体ETF,0.7,2.391,2.297,2.42,2.275,14712242,3430774074.0,5.89,-6.63,-0.163,88.13,-0.0775100401606425,0.0305853467192302,13067978.9,-0.3574999999999997,3.9715,78.2775,2.4412,2.5524,0.0131556631925413,0.0192436627197419,-0.0050648391970688,-0.1857523601714213,-0.043842588434449
159916,深F60ETF,0.65,5.158,5.124,5.34,5.101,364,187711.6,4.6,-1.46,-0.076,0.07,-0.0230695900857961,0.0079930479945115,1227.7,-0.114,1.809,0.248,5.1978,5.2604,-0.0024780923981526,0.0164868915528633,-0.0018348414852618,0.7533573614517043,0.6594462722113191
515800,800FTE,0.6,1.218,1.191,1.229,1.186,1485421,178000774.0,3.51,-2.7,-0.033,3.35,-0.0418342719227675,0.0109167695563009,510126.15,-0.2074999999999999,1.4025,1.1505,1.221,1.2349,-0.0031982593121941,0.0120209629355758,0.0131878271599554,-0.1330481596140095,0.1016162047962426
515700,新能车ETF,0.55,2.446,2.352,2.452,2.351,424975,101198292.0,4.05,-5.77,-0.144,5.54,-0.0232558139534884,0.0262886090221843,409014.6,-0.085,3.436,5.336,2.5026,2.5159,-0.0047320991121886,0.0109172971875025,0.0019175466427153,-0.4376268712697496,-0.1362357510645225
159871,有色金属ETF,0.5,0.862,0.839,0.89,0.838,226504,38526015.3,5.86,-5.41,-0.048,2.55,-0.0244186046511628,0.0255510195828931,319862.5,-0.0920000000000001,3.236,3.5965000000000003,0.875,0.8822000000000001,0.0109979901913633,0.0064368812990845,0.0115853340767996,-0.2800812863890087,-0.1644602455356288
159847,医疗ETF易方达,0.45,0.408,0.404,0.413,0.401,694156,28166886.0,2.92,-1.7,-0.007,2.06,-0.0755148741418764,0.0101500725991186,484117.95,-0.3859999999999999,1.6375,1.4410000000000005,0.4144,0.422,-0.0010246822498771,0.0049208620391384,0.0138145808065936,0.508463082979381,0.3757586537594635
588000,科创50ETF,0.4,1.371,1.351,1.378,1.347,43616303,5943377660.0,2.22,-3.22,-0.045,8.93,-0.1198697068403908,0.0163031507970722,28128566.1,-0.624,2.371,5.758,1.4018,1.4293,-0.0085315775988504,0.0048923295945498,0.0109237310918074,0.2048822492669974,0.342343090369077
516160,新能源ETF,0.35,2.881,2.76,2.883,2.756,1131800,317065439.0,4.32,-6.15,-0.181,5.16,-0.001085776330076,0.0283950922682423,1112587.65,0.0334999999999999,3.5335,5.0705,2.9450000000000003,2.9938,-0.0052848947796177,0.00488727136338,-0.0027347248433554,-0.4404125862012552,-0.1572331397466396
510180,上证180ETF,0.3,3.966,3.916,3.983,3.915,295067,117715392.0,1.7,-2.32,-0.093,0.53,-0.0439453125,0.0099849040953043,215493.3,-0.219,1.246,0.3855,4.001399999999999,4.0508,-0.0015968947930676,0.0047526007476405,0.0154079306712663,-0.1637051531768053,-0.0492586810316315
560500,500质量成长ETF,0.25,1.133,1.108,1.133,1.105,61288,6840670.0,2.46,-2.64,-0.03,1.71,-0.0657672849915681,0.012196386770528,31950.85,-0.3325,1.574,0.889,1.1398,1.1622,-0.0011192809212784,0.0035971540761324,0.0076146223970753,0.1234674228949331,0.1986325916849133
513050,中概互联网ETF,0.2,1.51,1.503,1.515,1.492,23390996,3520667232.0,1.5,-2.21,-0.034,7.17,-0.092391304347826,0.0150898332116982,14960992.55,-0.474,1.7579999999999998,4.5865,1.5458,1.5886,-0.0046010026998431,0.0028255606779395,0.0063142802949398,0.2622198255496297,0.2419886208170789
517520,黄金股ETF,0.15,1.905,1.869,1.906,1.863,2244193,422642306.0,2.23,-2.91,-0.056,3.59,-0.036101083032491,0.0248423122782078,2242228.45,-0.154,2.709,3.5905,1.9028,1.9329,0.0039769671069286,0.002699407984067,0.0044015590248363,-0.0566455065613234,0.0070237598233663
512100,中证1000ETF,0.1,2.903,2.821,2.913,2.821,9746233,2827531118.0,3.14,-3.79,-0.111,11.85,-0.0492079541624536,0.0117701061369085,3801339.35,-0.2455,1.5515,4.6195,2.9364,2.9733,-0.0029471654624101,0.0024720361309474,0.0058403520889248,0.1197322607332044,0.1780370252009624
159966,创业板价值ETF,0.05,0.548,0.544,0.559,0.543,130116,7140196.894,2.86,-2.68,-0.015,1.99,-0.0764006791171475,0.0140988802879829,83313.1,-0.3870000000000001,2.0175,1.2725,0.5618,0.5734,4.75380720971138e-05,0.0023064609094267,0.0006519809404612,0.24946616621877,0.2170521201428123
159967,创业板成长ETF,0.0,0.564,0.547,0.565,0.545,4309208,238880131.9,3.48,-4.87,-0.028,9.27,-0.1105691056910568,0.0226378968964176,3845867.2,-0.5599999999999998,3.134,8.2735,0.5692,0.5772999999999999,0.0007187533465664,0.0022773653876296,0.0181071455434273,0.0257359757095952,-0.0673113961021453
159518,标普油气ETF,-0.05,0.908,0.905,0.909,0.902,1760510,159166518.5,0.75,-2.58,-0.024,11.88,-0.0065861690450055,0.0142617742285077,2047908.45,-0.0224999999999999,0.8195,13.8255,0.9234,0.9253,-0.001666231503454,0.0022472941038238,-0.0016219427524466,-0.152137410692656,0.0781819852623103
159687,亚太精选ETF,-0.1,1.507,1.498,1.508,1.496,360146,54038500.4,0.78,-2.28,-0.035,2.9,-0.0506970849176172,0.0185339549827236,1414317.0,-0.2439999999999998,1.7515,11.384,1.524,1.5523,-0.0011911800662106,0.0021311341642398,3.715054700219303e-06,0.2894235259555889,-0.3028972601785565
512580,环保ETF,-0.15,1.288,1.245,1.311,1.242,201170,25455485.0,5.26,-5.11,-0.067,2.08,-0.0150316455696202,0.0239105412588285,197966.5,-0.0489999999999998,3.105,2.048,1.3176,1.346,0.0036410766309865,0.0020635966318061,0.0033457783354789,-0.1795687562235648,-0.122623033227167
159531,中证2000ETF,-0.2,1.323,1.278,1.328,1.278,1455352,188690734.956,3.75,-4.13,-0.055,22.16,-0.0419790104947526,0.0129672985585487,777343.35,-0.2059999999999999,1.539,11.8385,1.339,1.3550999999999995,-0.0051603253240089,0.0019149301485915,-0.0019694669776278,-0.1216502532987235,0.3620351307427096
512980,传媒ETF,-0.25,0.948,0.958,0.973,0.945,1252347,120083199.0,2.93,0.1,0.001,1.57,-0.0174358974358974,0.0147251294872961,1271481.15,-0.0784999999999998,2.022,1.5985,0.9688,0.9728,0.0021729373115559,0.0017059914744277,-0.0019033031406241,0.2606721379521127,0.1667303294186544
562500,机器人ETF,-0.3,0.937,0.931,0.945,0.917,19558464,1825813548.0,2.96,-1.48,-0.014,8.22,-0.0908203125,0.0109366853171807,11102144.65,-0.4685000000000002,1.7769999999999997,4.6675,0.952,0.9642,-0.0009592762146133,0.0015920150712934,0.0080701655205881,1.0223878247794418,0.6615960795723714
563020,红利低波动ETF,-0.35,1.242,1.23,1.248,1.228,980118,122284104.0,1.6,-1.36,-0.017,1.85,0.0090237899917964,0.00672585212186,624053.75,0.0465,1.112,1.1785,1.2406,1.2487,-0.0006410817941184,0.0013995429938415,0.0032137835800757,0.0519172275772537,0.5161269039146368
510500,中证500ETF,-0.4,7.036,6.86,7.069,6.856,7553568,5290499089.0,3.0,-3.49,-0.248,7.68,-0.0611742165047215,0.0131907405101079,2291674.6,-0.309,1.6805,2.329,7.1214,7.2298,-0.0040578388920675,0.0011555948503663,0.001809001955714,-0.1220013461392147,0.2441203288813011
159901,深证100ETF,-0.45,3.331,3.272,3.34,3.269,1198159,395188100.106,2.11,-2.71,-0.091,6.52,-0.060849598163031,0.0132069487319911,589140.65,-0.3055,1.752,3.204,3.3598,3.4097,-0.0028137250096549,0.0009523127905952,0.0011025012108615,0.0381336714966655,0.0840041379969536
159307,红利低波100ETF,-0.5,1.094,1.077,1.095,1.075,312691,34237602.0,1.82,-1.73,-0.019,1.07,0.0,0.0062497303633473,204915.0,0.0019999999999999,0.906,0.701,1.0918,1.1017,-0.0009975873871547,0.0009119830656784,0.00540025642203,-0.1483285793602674,0.175324588005298
159509,纳指科技ETF,-0.55,2.111,2.122,2.132,2.093,6519409,1378951336.152,1.76,-4.07,-0.09,9.93,-0.0518319928507596,0.0220260713650655,5295660.95,-0.2434999999999999,1.8615,8.0655,2.1506,2.1954,0.0031016169402987,0.0008405118274616,0.0059957867049121,0.0142662679765596,-0.0472949281068892
159529,标普消费ETF,-0.6,1.333,1.313,1.335,1.312,516677,68228572.2,1.71,-2.38,-0.032,7.5,-0.0567528735632183,0.0073557477995659,572653.75,-0.2895000000000001,0.73,8.317,1.348,1.3666999999999998,-0.0031430401237625,0.0006551506152633,0.0012191602884914,0.5815278056683013,0.8569985045127081
