你是一名专业的量化投资分析助手。
任务：基于同一交易日的 ETF 横截面因子数据，对候选 ETF 做排序。

要求：
1. 只能依据输入的数值型信息比较，不得引入外部知识。
2. 不做时间序列外推，只做同日横截面排序。
3. 综合考虑收益潜力与风险约束。
4. 输出必须是合法 JSON，且只能输出 JSON。
5. 不要输出任何自然语言解释。

输出格式：
{
  "rankings": [
    {"code": "ETF代码", "score": 0.95}
  ]
}

当前交易日：2026-01-23
ETF 因子数据：
ETF代码 516160: 开盘: 3.033, 收盘: 3.164, 最高: 3.165, 最低: 3.033, 成交量: 1659392.0, 成交额: 518771309.0, 振幅: 4.38, 涨跌幅: 4.94, 涨跌额: 0.149, 换手率: 7.56, momentum_20: 0.108231, volatility_20: 0.015083, volume_mean_20: 1049913.1, return_mean_20: 0.526, amplitude_mean_20: 2.3625, turnover_mean_20: 4.7855, MA_5: 3.05, MA_10: 3.0347, y_pred_Y_next_day_return: 0.004493, y_pred_Y_future_5d_return: 0.114321, y_pred_Y_future_10d_return: 0.056477, y_pred_Y_future_5d_vol_change: 0.659608, y_pred_Y_future_10d_vol_change: 0.757669
ETF代码 512580: 开盘: 1.318, 收盘: 1.37, 最高: 1.37, 最低: 1.318, 成交量: 229212.0, 成交额: 31034349.0, 振幅: 3.95, 涨跌幅: 4.1, 涨跌额: 0.054, 换手率: 2.37, momentum_20: 0.07451, volatility_20: 0.012382, volume_mean_20: 114166.05, return_mean_20: 0.3675, amplitude_mean_20: 2.0245, turnover_mean_20: 1.182, MA_5: 1.3314, MA_10: 1.3268, y_pred_Y_next_day_return: 0.005316, y_pred_Y_future_5d_return: 0.062233, y_pred_Y_future_10d_return: 0.025363, y_pred_Y_future_5d_vol_change: 0.101991, y_pred_Y_future_10d_vol_change: 0.246339
ETF代码 510300: 开盘: 4.732, 收盘: 4.704, 最高: 4.742, 最低: 4.687, 成交量: 67693781.0, 成交额: 31834663643.0, 振幅: 1.16, 涨跌幅: -0.49, 涨跌额: -0.023, 换手率: 15.12, momentum_20: 0.015106, volatility_20: 0.006974, volume_mean_20: 22564746.25, return_mean_20: 0.077, amplitude_mean_20: 1.2675, turnover_mean_20: 5.0405, MA_5: 4.7246, MA_10: 4.7417, y_pred_Y_next_day_return: 0.001583, y_pred_Y_future_5d_return: 0.031082, y_pred_Y_future_10d_return: 0.00418, y_pred_Y_future_5d_vol_change: 1.428433, y_pred_Y_future_10d_vol_change: 1.140102
ETF代码 510050: 开盘: 3.135, 收盘: 3.106, 最高: 3.141, 最低: 3.094, 成交量: 39699812.0, 成交额: 12351771835.0, 振幅: 1.5, 涨跌幅: -0.8, 涨跌额: -0.025, 换手率: 17.3, momentum_20: 0.002259, volatility_20: 0.007936, volume_mean_20: 16463499.35, return_mean_20: 0.014, amplitude_mean_20: 1.275, turnover_mean_20: 7.173, MA_5: 3.137, MA_10: 3.1644, y_pred_Y_next_day_return: -0.000164, y_pred_Y_future_5d_return: 0.023678, y_pred_Y_future_10d_return: 5.4e-05, y_pred_Y_future_5d_vol_change: 1.22546, y_pred_Y_future_10d_vol_change: 0.712198
ETF代码 515790: 开盘: 1.067, 收盘: 1.155, 最高: 1.16, 最低: 1.067, 成交量: 17799552.0, 成交额: 2013211824.0, 振幅: 8.79, 涨跌幅: 9.17, 涨跌额: 0.097, 换手率: 17.37, momentum_20: 0.198133, volatility_20: 0.023352, volume_mean_20: 6647882.6, return_mean_20: 0.9325, amplitude_mean_20: 2.772, turnover_mean_20: 6.487, MA_5: 1.0774, MA_10: 1.0595, y_pred_Y_next_day_return: 0.064629, y_pred_Y_future_5d_return: 0.010668, y_pred_Y_future_10d_return: 0.022473, y_pred_Y_future_5d_vol_change: 0.810225, y_pred_Y_future_10d_vol_change: 0.569426
ETF代码 513050: 开盘: 1.523, 收盘: 1.52, 最高: 1.53, 最低: 1.517, 成交量: 13668352.0, 成交额: 2080651192.0, 振幅: 0.86, 涨跌幅: 1.0, 涨跌额: 0.015, 换手率: 4.19, momentum_20: 0.024949, volatility_20: 0.015309, volume_mean_20: 12701823.85, return_mean_20: 0.1335, amplitude_mean_20: 1.4355, turnover_mean_20: 3.895, MA_5: 1.5072, MA_10: 1.5257, y_pred_Y_next_day_return: -0.00014, y_pred_Y_future_5d_return: 0.007044, y_pred_Y_future_10d_return: 0.024628, y_pred_Y_future_5d_vol_change: 0.096419, y_pred_Y_future_10d_vol_change: 0.018569
ETF代码 518850: 开盘: 10.666, 收盘: 10.706, 最高: 10.719, 最低: 10.651, 成交量: 921967.0, 成交额: 985647186.0, 振幅: 0.65, 涨跌幅: 2.8, 涨跌额: 0.292, 换手率: 5.52, momentum_20: 0.102461, volatility_20: 0.013245, volume_mean_20: 737914.75, return_mean_20: 0.4975, amplitude_mean_20: 0.906, turnover_mean_20: 4.421, MA_5: 10.3628, MA_10: 10.1382, y_pred_Y_next_day_return: 0.000255, y_pred_Y_future_5d_return: 0.002806, y_pred_Y_future_10d_return: 0.003601, y_pred_Y_future_5d_vol_change: 0.175492, y_pred_Y_future_10d_vol_change: 0.009045
ETF代码 159307: 开盘: 1.062, 收盘: 1.062, 最高: 1.066, 最低: 1.06, 成交量: 301550.0, 成交额: 32066091.2, 振幅: 0.56, 涨跌幅: 0.0, 涨跌额: 0.0, 换手率: 1.03, momentum_20: -0.005618, volatility_20: 0.005103, volume_mean_20: 475094.65, return_mean_20: -0.027, amplitude_mean_20: 0.722, turnover_mean_20: 1.624, MA_5: 1.059, MA_10: 1.0588, y_pred_Y_next_day_return: -4.8e-05, y_pred_Y_future_5d_return: 0.00238, y_pred_Y_future_10d_return: 0.007286, y_pred_Y_future_5d_vol_change: 0.366455, y_pred_Y_future_10d_vol_change: 0.210584
ETF代码 159807: 开盘: 0.786, 收盘: 0.771, 最高: 0.786, 最低: 0.768, 成交量: 1061863.0, 成交额: 82014737.579, 振幅: 2.3, 涨跌幅: -1.53, 涨跌额: -0.012, 换手率: 9.99, momentum_20: 0.060523, volatility_20: 0.012575, volume_mean_20: 627167.75, return_mean_20: 0.302, amplitude_mean_20: 2.288, turnover_mean_20: 5.8995, MA_5: 0.7714, MA_10: 0.7674, y_pred_Y_next_day_return: 0.000241, y_pred_Y_future_5d_return: 0.001368, y_pred_Y_future_10d_return: -0.00282, y_pred_Y_future_5d_vol_change: 0.178912, y_pred_Y_future_10d_vol_change: 0.325782
ETF代码 159687: 开盘: 1.65, 收盘: 1.641, 最高: 1.652, 最低: 1.64, 成交量: 169501.0, 成交额: 27896638.4, 振幅: 0.73, 涨跌幅: 0.18, 涨跌额: 0.003, 换手率: 1.36, momentum_20: 0.061449, volatility_20: 0.010627, volume_mean_20: 222317.5, return_mean_20: 0.304, amplitude_mean_20: 0.964, turnover_mean_20: 1.79, MA_5: 1.6296, MA_10: 1.6298, y_pred_Y_next_day_return: 0.000307, y_pred_Y_future_5d_return: 0.001365, y_pred_Y_future_10d_return: 0.010939, y_pred_Y_future_5d_vol_change: 0.139004, y_pred_Y_future_10d_vol_change: 0.035517
ETF代码 512100: 开盘: 3.343, 收盘: 3.402, 最高: 3.411, 最低: 3.33, 成交量: 34122752.0, 成交额: 11508716134.0, 振幅: 2.43, 涨跌幅: 2.16, 涨跌额: 0.072, 换手率: 41.48, momentum_20: 0.13249, volatility_20: 0.012004, volume_mean_20: 13107220.15, return_mean_20: 0.631, amplitude_mean_20: 1.858, turnover_mean_20: 15.931, MA_5: 3.3236, MA_10: 3.3182, y_pred_Y_next_day_return: 0.001367, y_pred_Y_future_5d_return: 0.001132, y_pred_Y_future_10d_return: -0.006647, y_pred_Y_future_5d_vol_change: 0.454673, y_pred_Y_future_10d_vol_change: 0.534724
