code,name,llm_score,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,momentum_20,volatility_20,volume_mean_20,return_mean_20,amplitude_mean_20,turnover_mean_20,MA_5,MA_10,y_pred_Y_next_day_return,y_pred_Y_future_5d_return,y_pred_Y_future_10d_return,y_pred_Y_future_5d_vol_change,y_pred_Y_future_10d_vol_change
513310,中韩半导体ETF,0.95,3.438,3.405,3.621,3.372,14509957,5049858410.0,7.29,-0.29,-0.01,86.92,0.1437688948605979,0.0418453833304307,12070673.9,0.7585000000000002,5.672,72.3045,3.4904,3.5037,0.0298537004700247,0.0219699288584446,-0.0087659019259579,0.3348403198133935,-0.0962500194142533
517520,黄金股ETF,0.9,2.373,2.489,2.531,2.355,4334937,1068271583.0,7.06,-0.2,-0.005,6.94,0.1375685557586836,0.0498239163833399,4365024.55,0.7665,4.922499999999999,6.9925,2.558,2.7483,0.0101945621870914,0.0289786841357734,0.0443638563656963,0.1053910159750604,-0.2359103844713054
159871,有色金属ETF,0.85,1.034,1.082,1.098,1.033,418846,89480100.4,6.01,0.09,0.001,4.71,0.0246212121212121,0.0432075726180295,792078.55,0.2114999999999998,4.209999999999999,8.907,1.0994,1.1702,0.0114687064742515,0.0209980798088549,0.0414112573223099,0.2536486134713853,-0.0849867123792898
518850,黄金ETF华夏,0.8,10.18,10.446,10.603,10.16,1958349,2041262438.0,4.17,-1.57,-0.167,11.73,0.0813664596273291,0.0373966418077584,1265724.65,0.4600000000000001,1.6865,7.582499999999999,10.5126,10.9097,0.0092423253729492,0.0211608210693373,0.0327233850127642,-0.2601751957141607,-0.2330387475962523
159715,稀土ETF易方达,0.75,1.263,1.293,1.308,1.248,553881,71260786.4,4.71,1.41,0.018,9.9,-0.0372300819061802,0.029599964712856,802215.85,-0.1470000000000002,3.623,14.3355,1.299,1.3437,0.0055030145190901,0.0122851358668243,0.0258472109206875,-0.0111636627104999,-0.1836952987180974
512660,军工ETF,0.7,1.45,1.44,1.467,1.435,2412542,349736698.0,2.18,-1.77,-0.026,3.05,-0.0810465858328015,0.0340807130714395,4705821.7,-0.3659999999999996,3.6755,5.945500000000001,1.4588,1.4744,0.0045348591657887,0.0190520745485897,0.0229010269898207,-0.046800807077349,-0.2731183032531599
159518,标普油气ETF,0.65,0.968,0.981,0.995,0.965,5244663,515512059.352,3.04,-0.71,-0.007,35.41,0.0936454849498327,0.0318038442275007,7430041.35,0.497,2.35,50.1585,0.959,0.9625,0.0020848583579728,0.0160600599243813,0.0136369168698556,0.2288195758860769,-0.3514507620409069
512980,传媒ETF,0.6,1.16,1.159,1.183,1.133,5568844,644226871.0,4.25,-1.45,-0.017,7.0,-0.0060034305317323,0.0355722911066829,13653713.95,0.0280000000000002,4.5535000000000005,17.168,1.1858,1.1945,0.007524171750311,0.0156908194519533,0.0073690885374922,-0.0100976753197088,-0.2314598009301903
515400,大数据ETF,0.55,1.01,1.013,1.03,0.998,766961,77820606.0,3.14,-0.59,-0.006,4.59,-0.0222007722007723,0.0338051667341456,1869712.45,-0.0584999999999999,3.8385,11.1775,1.0323999999999998,1.0554,0.0048380791768987,0.0086637233066381,-0.0024225022403898,0.0648104603596856,-0.232113286074062
159852,软件ETF,0.5,0.902,0.894,0.91,0.89,8367053,752562018.259,2.2,-1.65,-0.015,6.15,-0.054968287526427,0.0324717073285667,17518885.2,-0.2340000000000002,3.8985,12.8695,0.9164,0.9437,0.0040583127899152,0.0080895154189881,-0.000203695524198,-0.0831462953525978,-0.3031375876936582
517300,沪港深300ETF,0.45,0.94,0.943,0.949,0.93,1599512,151073909.0,2.01,-0.42,-0.004,8.25,-0.0187304890738814,0.0065564343248604,111510.6,-0.0934999999999998,1.364,0.575,0.945,0.9528,-0.0006514640878289,0.0071746453638976,0.0063379476098341,1.407323059596877,0.6641034548719331
159995,芯片ETF,0.4,1.839,1.85,1.874,1.83,3995057,740608636.428,2.35,-1.07,-0.02,2.81,-0.0273396424815982,0.0244084107147359,5454283.5,-0.1099999999999998,3.2605000000000004,3.833,1.893,1.9563,0.0029650789065685,0.0069178067267546,0.0011791834660316,0.0642119276427853,0.0212316158928598
513060,恒生医疗ETF,0.35,0.61,0.619,0.624,0.606,12711213,784089265.0,2.91,0.16,0.001,12.15,-0.0535168195718654,0.0144136351226567,13722522.55,-0.2645000000000001,2.3445,13.122,0.616,0.6269,0.0012523386808168,0.006522311581747,0.0117330707005722,0.4460032256751247,0.4849078320391321
512580,环保ETF,0.3,1.299,1.331,1.346,1.298,95072,12619956.0,3.64,0.99,0.013,0.98,0.005287009063444,0.0169503220197833,115731.95,0.0405000000000002,2.633,1.1969999999999998,1.3274,1.3305,0.0031859842768124,0.0053782140793444,0.0047705038689694,0.3849935886087244,0.1950095122266723
515980,人工智能ETF,0.25,0.892,0.889,0.904,0.88,4480522,398943401.0,2.66,-1.44,-0.013,4.08,-0.055260361317747,0.0254759736814889,7378718.55,-0.2535000000000004,3.5080000000000005,6.719499999999999,0.9266,0.9542,0.0024553837773352,0.0053317921053927,0.001739483859897,0.0071035820066764,-0.1302345308461739
159572,创业板200ETF易方达,0.2,1.523,1.525,1.545,1.501,190661,29105068.952,2.88,-0.2,-0.003,6.77,-0.0438871473354232,0.0204297003324766,160465.6,-0.2050000000000001,2.9015,5.694999999999999,1.5422,1.5684,0.0029037820776709,0.0050847668143355,0.0018077299483123,0.1486336209534114,-0.0818858195994381
513290,纳指生物科技ETF,0.15,1.461,1.469,1.472,1.459,531655,78002595.0,0.87,-1.87,-0.028,5.14,-0.051033591731266,0.0154955039165299,677212.8,-0.2500000000000001,1.16,6.5435,1.48,1.4949,-0.0006235609497906,0.0039242106857913,-0.0005179189349479,0.0667718348036273,0.1010981996515156
560080,中药ETF,0.1,1.089,1.074,1.1,1.072,2617659,284620133.0,2.62,0.66,0.007,10.66,0.0028011204481794,0.0092341159987859,829168.15,0.019,1.4520000000000002,3.3755,1.0554,1.0572,7.057072101220843e-05,0.0036540590510927,0.0016831103271694,0.523865190151318,0.2714462965838156
