rebalance_date,second_stage_llm,llm_ranking_used,llm_fallback_used,explanation_requested,explanation_generated,simple_rule_benchmark_factor,strategy_a_codes,strategy_a_count,strategy_a_return,strategy_a_turnover,strategy_a_transaction_cost,strategy_a_slippage,strategy_a_net_return,strategy_b_codes,strategy_b_count,strategy_b_return,strategy_b_turnover,strategy_b_transaction_cost,strategy_b_slippage,strategy_b_net_return,benchmark_market_codes,benchmark_market_count,benchmark_market_return,benchmark_market_turnover,benchmark_market_transaction_cost,benchmark_market_slippage,benchmark_market_net_return,benchmark_equal_weight_codes,benchmark_equal_weight_count,benchmark_equal_weight_return,benchmark_equal_weight_turnover,benchmark_equal_weight_transaction_cost,benchmark_equal_weight_slippage,benchmark_equal_weight_net_return,benchmark_simple_rule_codes,benchmark_simple_rule_count,benchmark_simple_rule_return,benchmark_simple_rule_turnover,benchmark_simple_rule_transaction_cost,benchmark_simple_rule_slippage,benchmark_simple_rule_net_return
2025-04-11,deepseek-chat,True,False,False,False,momentum_20,"['159502', '159518', '513730', '159509', '513060', '159966', '513330', '512480', '159939', '588030']",10,0.0048468963373685505,1.0,0.001,0.0005,0.0033468963373685504,"['159502', '159518', '513730', '159509', '513060', '159966', '513330', '512480', '159939', '588030']",10,0.0048468963373685505,1.0,0.001,0.0005,0.0033468963373685504,['510300'],1,0.0090934141636813,1.0,0.001,0.0005,0.007593414163681301,"['159201', '159307', '159399', '159502', '159509', '159518', '159520', '159529', '159531', '159572', '159628', '159682', '159687', '159691', '159715', '159781', '159807', '159825', '159837', '159847', '159852', '159871', '159883', '159901', '159903', '159905', '159910', '159915', '159916', '159920', '159928', '159930', '159938', '159939', '159966', '159967', '159995', '159996', '510050', '510180', '510300', '510500', '510760', '510880', '510900', '512010', '512100', '512260', '512290', '512480', '512580', '512660', '512690', '512750', '512980', '513050', '513060', '513290', '513310', '513330', '513630', '513730', '513970', '515010', '515050', '515080', '515170', '515220', '515400', '515450', '515580', '515650', '515700', '515750', '515790', '515800', '515860', '515980', '516050', '516080', '516160', '516310', '516670', '517300', '517520', '518850', '520500', '520550', '560080', '560500', '560610', '562000', '562060', '562310', '562320', '562500', '563000', '563020', '588000', '588030']",100,0.00399109301333678,1.0,0.001,0.0005,0.00249109301333678,"['518850', '517520', '516670', '159825', '520500', '159928', '515170', '515650', '515450', '516080']",10,0.006436449568935511,1.0,0.001,0.0005,0.0049364495689355106
2025-04-18,deepseek-chat,True,False,False,False,momentum_20,"['513330', '159967', '159518', '159847', '513730', '159502', '159509', '562500', '159682', '159572']",10,0.03170710090069064,0.49999999999999994,0.0004999999999999999,0.00024999999999999995,0.03095710090069064,"['513330', '159967', '159518', '159847', '513730', '159502', '159509', '562500', '159682', '159572']",10,0.03170710090069064,0.49999999999999994,0.0004999999999999999,0.00024999999999999995,0.03095710090069064,['510300'],1,0.0024576734025123,0.0,0.0,0.0,0.0024576734025123,"['159201', '159307', '159399', '159502', '159509', '159518', '159520', '159529', '159531', '159572', '159628', '159682', '159687', '159691', '159715', '159781', '159807', '159825', '159837', '159847', '159852', '159871', '159883', '159901', '159903', '159905', '159910', '159915', '159916', '159920', '159928', '159930', '159938', '159939', '159966', '159967', '159995', '159996', '510050', '510180', '510300', '510500', '510760', '510880', '510900', '512010', '512100', '512260', '512290', '512480', '512580', '512660', '512690', '512750', '512980', '513050', '513060', '513290', '513310', '513330', '513630', '513730', '513970', '515010', '515050', '515080', '515170', '515220', '515400', '515450', '515580', '515650', '515700', '515750', '515790', '515800', '515860', '515980', '516050', '516080', '516160', '516310', '516670', '517300', '517520', '518850', '520500', '520550', '560080', '560500', '560610', '562000', '562060', '562310', '562320', '562500', '563000', '563020', '588000', '588030']",100,0.012725721531149007,0.0,0.0,0.0,0.012725721531149007,"['518850', '517520', '516670', '159825', '515450', '563020', '159928', '516310', '510880', '159307']",10,-0.00280191096709649,0.39999999999999997,0.00039999999999999996,0.00019999999999999998,-0.0034019109670964903
2025-04-25,deepseek-chat,True,False,False,False,momentum_20,"['159518', '159967', '159847', '159966', '159529', '513730', '159502', '159682', '515050', '159572']",10,0.017936042559516897,0.3,0.0003,0.00015,0.017486042559516895,"['159518', '159967', '159847', '159966', '159529', '513730', '159502', '159682', '515050', '159572']",10,0.017936042559516897,0.3,0.0003,0.00015,0.017486042559516895,['510300'],1,0.0122582402615092,0.0,0.0,0.0,0.0122582402615092,"['159201', '159307', '159399', '159502', '159509', '159518', '159520', '159529', '159531', '159572', '159628', '159682', '159687', '159691', '159715', '159781', '159807', '159825', '159837', '159847', '159852', '159871', '159883', '159901', '159903', '159905', '159910', '159915', '159916', '159920', '159928', '159930', '159938', '159939', '159966', '159967', '159995', '159996', '510050', '510180', '510300', '510500', '510760', '510880', '510900', '512010', '512100', '512260', '512290', '512480', '512580', '512660', '512690', '512750', '512980', '513050', '513060', '513290', '513310', '513330', '513630', '513730', '513970', '515010', '515050', '515080', '515170', '515220', '515400', '515450', '515580', '515650', '515700', '515750', '515790', '515800', '515860', '515980', '516050', '516080', '516160', '516310', '516670', '517300', '517520', '518850', '520500', '520550', '560080', '560500', '560610', '562000', '562060', '562310', '562320', '562500', '563000', '563020', '588000', '588030']",100,0.016633535837435015,0.0,0.0,0.0,0.016633535837435015,"['518850', '517520', '520500', '513060', '516670', '516310', '563020', '159825', '515450', '513630']",10,-0.0014202130888920788,0.3,0.0003,0.00015,-0.0018702130888920787
2025-04-30,deepseek-chat,True,False,False,False,momentum_20,"['159518', '159967', '515050', '159847', '159966', '159682', '562500', '512010', '159529', '513730']",10,0.0403488201273567,0.2,0.0002,0.0001,0.0400488201273567,"['159518', '159967', '515050', '159847', '159966', '159682', '562500', '512010', '159529', '513730']",10,0.0403488201273567,0.2,0.0002,0.0001,0.0400488201273567,['510300'],1,0.0339261285909713,0.0,0.0,0.0,0.0339261285909713,"['159201', '159307', '159399', '159502', '159509', '159518', '159520', '159529', '159531', '159572', '159628', '159682', '159687', '159691', '159715', '159781', '159807', '159825', '159837', '159847', '159852', '159871', '159883', '159901', '159903', '159905', '159910', '159915', '159916', '159920', '159928', '159930', '159938', '159939', '159966', '159967', '159995', '159996', '510050', '510180', '510300', '510500', '510760', '510880', '510900', '512010', '512100', '512260', '512290', '512480', '512580', '512660', '512690', '512750', '512980', '513050', '513060', '513290', '513310', '513330', '513630', '513730', '513970', '515010', '515050', '515080', '515170', '515220', '515400', '515450', '515580', '515650', '515700', '515750', '515790', '515800', '515860', '515980', '516050', '516080', '516160', '516310', '516670', '517300', '517520', '518850', '520500', '520550', '560080', '560500', '560610', '562000', '562060', '562310', '562320', '562500', '563000', '563020', '588000', '588030']",100,0.025149981532645617,0.0,0.0,0.0,0.025149981532645617,"['518850', '513730', '516670', '517520', '159825', '159995', '159687', '512480', '516310', '159509']",10,0.011628061728922782,0.49999999999999994,0.0004999999999999999,0.00024999999999999995,0.010878061728922781
2025-05-09,deepseek-chat,True,False,False,False,momentum_20,"['159509', '516310', '159847', '513730', '516160', '512660', '159502', '563000', '515800', '517300']",10,0.014771933103625479,0.8000000000000002,0.0008000000000000001,0.0004000000000000001,0.01357193310362548,"['159509', '516310', '159847', '513730', '516160', '512660', '159502', '563000', '515800', '517300']",10,0.014771933103625479,0.8000000000000002,0.0008000000000000001,0.0004000000000000001,0.01357193310362548,['510300'],1,0.0117836100696304,0.0,0.0,0.0,0.0117836100696304,"['159201', '159307', '159399', '159502', '159509', '159518', '159520', '159529', '159531', '159572', '159628', '159682', '159687', '159691', '159715', '159781', '159807', '159825', '159837', '159847', '159852', '159871', '159883', '159901', '159903', '159905', '159910', '159915', '159916', '159920', '159928', '159930', '159938', '159939', '159966', '159967', '159995', '159996', '510050', '510180', '510300', '510500', '510760', '510880', '510900', '512010', '512100', '512260', '512290', '512480', '512580', '512660', '512690', '512750', '512980', '513050', '513060', '513290', '513310', '513330', '513630', '513730', '513970', '515010', '515050', '515080', '515170', '515220', '515400', '515450', '515580', '515650', '515700', '515750', '515790', '515800', '515860', '515980', '516050', '516080', '516160', '516310', '516670', '517300', '517520', '518850', '520500', '520550', '560080', '560500', '560610', '562000', '562060', '562310', '562320', '562500', '563000', '563020', '588000', '588030']",100,0.007448802063325332,0.0,0.0,0.0,0.007448802063325332,"['513730', '520500', '513060', '562500', '159531', '515050', '517520', '159509', '515980', '159687']",10,0.008201235909033369,0.6,0.0006,0.0003,0.007301235909033369
2025-05-16,deepseek-chat,True,False,False,False,momentum_20,"['159529', '159509', '159847', '159871', '520550', '515450', '159307', '159905', '515010', '512260']",10,-0.00120645065107671,0.8000000000000002,0.0008000000000000001,0.0004000000000000001,-0.0024064506510767104,"['159529', '159509', '513730', '513050', '159687', '515050', '159715', '516310', '512010', '159847']",10,-0.006902616828947749,0.6,0.0006,0.0003,-0.007802616828947749,['510300'],1,-0.0002646903123345,0.0,0.0,0.0,-0.0002646903123345,"['159201', '159307', '159399', '159502', '159509', '159518', '159520', '159529', '159531', '159572', '159628', '159682', '159687', '159691', '159715', '159781', '159807', '159825', '159837', '159847', '159852', '159871', '159883', '159901', '159903', '159905', '159910', '159915', '159916', '159920', '159928', '159930', '159938', '159939', '159966', '159967', '159995', '159996', '510050', '510180', '510300', '510500', '510760', '510880', '510900', '512010', '512100', '512260', '512290', '512480', '512580', '512660', '512690', '512750', '512980', '513050', '513060', '513290', '513310', '513330', '513630', '513730', '513970', '515010', '515050', '515080', '515170', '515220', '515400', '515450', '515580', '515650', '515700', '515750', '515790', '515800', '515860', '515980', '516050', '516080', '516160', '516310', '516670', '517300', '517520', '518850', '520500', '520550', '560080', '560500', '560610', '562000', '562060', '562310', '562320', '562500', '563000', '563020', '588000', '588030']",100,-0.001323022882367793,0.0,0.0,0.0,-0.001323022882367793,"['513730', '159518', '159509', '159529', '513050', '159682', '159687', '562500', '515700', '515050']",10,-0.014774794484756442,0.49999999999999994,0.0004999999999999999,0.00024999999999999995,-0.015524794484756443
2025-05-23,deepseek-chat,True,False,False,False,momentum_20,"['159847', '159509', '520550', '515450', '159687', '510180', '159572', '512260', '159307', '515010']",10,0.006780761339361299,0.3,0.0003,0.00015,0.006330761339361299,"['159847', '159509', '520550', '515450', '159687', '510180', '159572', '512260', '159307', '515010']",10,0.006780761339361299,0.7000000000000001,0.0007000000000000001,0.00035000000000000005,0.005730761339361299,['510300'],1,-0.0076780513635159,0.0,0.0,0.0,-0.0076780513635159,"['159201', '159307', '159399', '159502', '159509', '159518', '159520', '159529', '159531', '159572', '159628', '159682', '159687', '159691', '159715', '159781', '159807', '159825', '159837', '159847', '159852', '159871', '159883', '159901', '159903', '159905', '159910', '159915', '159916', '159920', '159928', '159930', '159938', '159939', '159966', '159967', '159995', '159996', '510050', '510180', '510300', '510500', '510760', '510880', '510900', '512010', '512100', '512260', '512290', '512480', '512580', '512660', '512690', '512750', '512980', '513050', '513060', '513290', '513310', '513330', '513630', '513730', '513970', '515010', '515050', '515080', '515170', '515220', '515400', '515450', '515580', '515650', '515700', '515750', '515790', '515800', '515860', '515980', '516050', '516080', '516160', '516310', '516670', '517300', '517520', '518850', '520500', '520550', '560080', '560500', '560610', '562000', '562060', '562310', '562320', '562500', '563000', '563020', '588000', '588030']",100,-0.0005842306544227171,0.0,0.0,0.0,-0.0005842306544227171,"['159509', '513730', '159529', '513050', '515700', '159687', '159518', '159682', '159920', '520550']",10,-0.009478823483965712,0.2,0.0002,0.0001,-0.009778823483965712
2025-05-30,deepseek-chat,True,False,False,False,momentum_20,"['159847', '159509', '159572', '510180', '562060', '520550', '515450', '512260', '159307', '562000']",10,0.015628233359407842,0.2,0.0002,0.0001,0.015328233359407842,"['159847', '159509', '159572', '510180', '562060', '520550', '515450', '512260', '159307', '562000']",10,0.015628233359407842,0.2,0.0002,0.0001,0.015328233359407842,['510300'],1,0.0096051227321236,0.0,0.0,0.0,0.0096051227321236,"['159201', '159307', '159399', '159502', '159509', '159518', '159520', '159529', '159531', '159572', '159628', '159682', '159687', '159691', '159715', '159781', '159807', '159825', '159837', '159847', '159852', '159871', '159883', '159901', '159903', '159905', '159910', '159915', '159916', '159920', '159928', '159930', '159938', '159939', '159966', '159967', '159995', '159996', '510050', '510180', '510300', '510500', '510760', '510880', '510900', '512010', '512100', '512260', '512290', '512480', '512580', '512660', '512690', '512750', '512980', '513050', '513060', '513290', '513310', '513330', '513630', '513730', '513970', '515010', '515050', '515080', '515170', '515220', '515400', '515450', '515580', '515650', '515700', '515750', '515790', '515800', '515860', '515980', '516050', '516080', '516160', '516310', '516670', '517300', '517520', '518850', '520500', '520550', '560080', '560500', '560610', '562000', '562060', '562310', '562320', '562500', '563000', '563020', '588000', '588030']",100,0.02261062589677528,0.0,0.0,0.0,0.02261062589677528,"['159529', '159509', '516080', '512290', '513060', '159837', '512010', '159938', '159691', '520500']",10,0.03301222191081282,0.8000000000000002,0.0008000000000000001,0.0004000000000000001,0.03181222191081282
2025-06-06,deepseek-chat,True,False,False,False,momentum_20,"['159847', '510180', '159307', '515450', '512260', '159910', '159916', '159520', '520550', '515080']",10,0.00034368436269293945,0.39999999999999997,0.00039999999999999996,0.00019999999999999998,-0.0002563156373070605,"['159847', '510180', '159307', '515450', '512260', '159910', '159916', '159520', '520550', '515080']",10,0.00034368436269293945,0.39999999999999997,0.00039999999999999996,0.00019999999999999998,-0.0002563156373070605,['510300'],1,-0.0015894039735099,0.0,0.0,0.0,-0.0015894039735099,"['159201', '159307', '159399', '159502', '159509', '159518', '159520', '159529', '159531', '159572', '159628', '159682', '159687', '159691', '159715', '159781', '159807', '159825', '159837', '159847', '159852', '159871', '159883', '159901', '159903', '159905', '159910', '159915', '159916', '159920', '159928', '159930', '159938', '159939', '159966', '159967', '159995', '159996', '510050', '510180', '510300', '510500', '510760', '510880', '510900', '512010', '512100', '512260', '512290', '512480', '512580', '512660', '512690', '512750', '512980', '513050', '513060', '513290', '513310', '513330', '513630', '513730', '513970', '515010', '515050', '515080', '515170', '515220', '515400', '515450', '515580', '515650', '515700', '515750', '515790', '515800', '515860', '515980', '516050', '516080', '516160', '516310', '516670', '517300', '517520', '518850', '520500', '520550', '560080', '560500', '560610', '562000', '562060', '562310', '562320', '562500', '563000', '563020', '588000', '588030']",100,0.001161440337237282,0.0,0.0,0.0,0.001161440337237282,"['520500', '513060', '159529', '516080', '159509', '512290', '159691', '159837', '520550', '516310']",10,0.0264489439400189,0.2,0.0002,0.0001,0.0261489439400189
2025-06-13,deepseek-chat,True,False,False,False,momentum_20,"['159518', '517520', '159837', '510880', '520550', '516080', '510180', '515450', '515080', '512290']",10,-0.020127354945524513,0.6,0.0006,0.0003,-0.021027354945524514,"['159518', '517520', '513060', '159837', '516080', '159502', '512290', '513290', '518850', '159847']",10,-0.03498839865340698,0.9000000000000002,0.0009000000000000003,0.00045000000000000015,-0.036338398653406975,['510300'],1,-0.0037145131334571,0.0,0.0,0.0,-0.0037145131334571,"['159201', '159307', '159399', '159502', '159509', '159518', '159520', '159529', '159531', '159572', '159628', '159682', '159687', '159691', '159715', '159781', '159807', '159825', '159837', '159847', '159852', '159871', '159883', '159901', '159903', '159905', '159910', '159915', '159916', '159920', '159928', '159930', '159938', '159939', '159966', '159967', '159995', '159996', '510050', '510180', '510300', '510500', '510760', '510880', '510900', '512010', '512100', '512260', '512290', '512480', '512580', '512660', '512690', '512750', '512980', '513050', '513060', '513290', '513310', '513330', '513630', '513730', '513970', '515010', '515050', '515080', '515170', '515220', '515400', '515450', '515580', '515650', '515700', '515750', '515790', '515800', '515860', '515980', '516050', '516080', '516160', '516310', '516670', '517300', '517520', '518850', '520500', '520550', '560080', '560500', '560610', '562000', '562060', '562310', '562320', '562500', '563000', '563020', '588000', '588030']",100,-0.01267010617895308,0.0,0.0,0.0,-0.01267010617895308,"['520500', '513060', '517520', '516080', '159518', '159502', '518850', '159837', '513290', '512290']",10,-0.039659438208167454,0.49999999999999994,0.0004999999999999999,0.00024999999999999995,-0.040409438208167454
