rebalance_date,strategy_a_turnover,strategy_a_transaction_cost,strategy_a_slippage,strategy_a_net_return,strategy_b_turnover,strategy_b_transaction_cost,strategy_b_slippage,strategy_b_net_return,benchmark_market_turnover,benchmark_market_transaction_cost,benchmark_market_slippage,benchmark_market_net_return,benchmark_equal_weight_turnover,benchmark_equal_weight_transaction_cost,benchmark_equal_weight_slippage,benchmark_equal_weight_net_return,benchmark_simple_rule_turnover,benchmark_simple_rule_transaction_cost,benchmark_simple_rule_slippage,benchmark_simple_rule_net_return
2025-04-11,1.0,0.001,0.0005,0.021148288217922563,1.0,0.001,0.0005,0.021148288217922563,1.0,0.001,0.0005,0.007593414163681301,1.0,0.001,0.0005,0.00249109301333678,1.0,0.001,0.0005,0.007696701711368999
2025-04-18,0.2,0.0002,0.0001,0.02952077089690672,0.2,0.0002,0.0001,0.02952077089690672,0.0,0.0,0.0,0.0024576734025123,0.0,0.0,0.0,0.012725721531149007,0.2,0.0002,0.0001,-0.00439182077838772
2025-04-25,0.4,0.0004,0.0002,0.0275948108721086,0.4,0.0004,0.0002,0.0275948108721086,0.0,0.0,0.0,0.0122582402615092,0.0,0.0,0.0,0.016633535837435015,0.4,0.0004,0.0002,-0.004831502065385378
2025-04-30,0.2,0.0002,0.0001,0.05763371592357336,0.2,0.0002,0.0001,0.05763371592357336,0.0,0.0,0.0,0.0339261285909713,0.0,0.0,0.0,0.025149981532645617,0.4,0.0004,0.0002,0.00303159688126644
2025-05-09,0.6,0.0006,0.0003,0.025736416433994096,0.6,0.0006,0.0003,0.025736416433994096,0.0,0.0,0.0,0.0117836100696304,0.0,0.0,0.0,0.007448802063325332,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,0.00612108307552598
2025-05-16,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,-0.010693492559516498,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,-0.010693492559516498,0.0,0.0,0.0,-0.0002646903123345,0.0,0.0,0.0,-0.001323022882367793,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,-0.02019095665450656
2025-05-23,0.6,0.0006,0.0003,0.007369903515199,0.6,0.0006,0.0003,-0.00399398653937432,0.0,0.0,0.0,-0.0076780513635159,0.0,0.0,0.0,-0.0005842306544227171,0.2,0.0002,0.0001,-0.014884874461693797
2025-05-30,0.2,0.0002,0.0001,0.016341794327403823,0.6,0.0006,0.0003,0.018817544409489177,0.0,0.0,0.0,0.0096051227321236,0.0,0.0,0.0,0.02261062589677528,0.6,0.0006,0.0003,0.028576324355619902
2025-06-06,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,0.0011907622034578993,0.4,0.0004,0.0002,0.004649331884551119,0.0,0.0,0.0,-0.0015894039735099,0.0,0.0,0.0,0.001161440337237282,0.2,0.0002,0.0001,0.0342387496374064
2025-06-13,0.6,0.0006,0.0003,-0.017476578964322566,0.6,0.0006,0.0003,-0.029128580412251304,0.0,0.0,0.0,-0.0037145131334571,0.0,0.0,0.0,-0.01267010617895308,0.4,0.0004,0.0002,-0.05634364493852855
2025-06-20,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,0.0151800832270674,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,0.0151800832270674,0.0,0.0,0.0,0.0226364846870839,0.0,0.0,0.0,0.02753382669054287,0.4,0.0004,0.0002,0.020275661656415662
2025-06-27,0.6,0.0006,0.0003,0.005334815426220102,0.6,0.0006,0.0003,0.005334815426220102,0.0,0.0,0.0,0.01796875,0.0,0.0,0.0,0.012202132521943774,0.4,0.0004,0.0002,0.01613765165217466
2025-07-04,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,0.015370681235732682,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,0.015370681235732682,0.0,0.0,0.0,0.0120235354310564,0.0,0.0,0.0,0.01604932045020982,0.6,0.0006,0.0003,0.0070898535780469
2025-07-11,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,0.018556928837817663,0.9999999999999999,0.0009999999999999998,0.0004999999999999999,0.0182533531411151,0.0,0.0,0.0,0.013397371081901,0.0,0.0,0.0,0.01866608693867891,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,0.0196222457567595
2025-07-18,0.9999999999999999,0.0009999999999999998,0.0004999999999999999,0.006746976232485959,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,0.007046976232485958,0.0,0.0,0.0,0.0177101521576452,0.0,0.0,0.0,0.022031395001035504,0.6,0.0006,0.0003,0.025391229041045398
2025-07-25,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,-0.00630303434643324,0.9999999999999999,0.0009999999999999998,0.0004999999999999999,0.007552521104626161,0.0,0.0,0.0,-0.017156862745098,0.0,0.0,0.0,-0.01148122807576328,0.2,0.0002,0.0001,0.01896385422253942
2025-08-01,0.9999999999999999,0.0009999999999999998,0.0004999999999999999,-0.00903808370974918,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,-0.008738083709749178,0.0,0.0,0.0,0.0124688279301745,0.0,0.0,0.0,0.012966581304516632,0.2,0.0002,0.0001,0.00851370687969896
2025-08-08,0.6,0.0006,0.0003,0.0286799825584546,0.6,0.0006,0.0003,0.0286799825584546,0.0,0.0,0.0,0.0275862068965517,0.0,0.0,0.0,0.03282166827677287,0.0,0.0,0.0,0.07626652076451243
2025-08-15,0.4,0.0004,0.0002,0.0349628415346207,0.4,0.0004,0.0002,0.0349628415346207,0.0,0.0,0.0,0.0441035474592521,0.0,0.0,0.0,0.03559788340588946,0.4,0.0004,0.0002,0.08622875801670815
2025-08-22,0.9999999999999999,0.0009999999999999998,0.0004999999999999999,0.062367274854807406,0.9999999999999999,0.0009999999999999998,0.0004999999999999999,0.062367274854807406,0.0,0.0,0.0,0.0280073461891643,0.0,0.0,0.0,0.024429838442043227,0.6,0.0006,0.0003,0.10624255153520078
2025-08-29,0.9999999999999999,0.0009999999999999998,0.0004999999999999999,0.0120795425809424,0.9999999999999999,0.0009999999999999998,0.0004999999999999999,0.0120795425809424,0.0,0.0,0.0,-0.0104957570343903,0.0,0.0,0.0,-0.0037431823231532896,0.2,0.0002,0.0001,-0.0419468912703291
2025-09-05,0.6,0.0006,0.0003,0.015763591556647038,0.6,0.0006,0.0003,0.015763591556647038,0.0,0.0,0.0,0.0151207402392237,0.0,0.0,0.0,0.021110032257954575,0.4,0.0004,0.0002,0.038367098948965984
2025-09-12,0.9999999999999999,0.0009999999999999998,0.0004999999999999999,0.018460997937682338,0.9999999999999999,0.0009999999999999998,0.0004999999999999999,0.018460997937682338,0.0,0.0,0.0,-0.003779457536683,0.0,0.0,0.0,0.0007077603238849514,0.2,0.0002,0.0001,0.023158466806833002
2025-09-19,0.4,0.0004,0.0002,0.01234063732721366,0.4,0.0004,0.0002,0.01234063732721366,0.0,0.0,0.0,0.0104887301941529,0.0,0.0,0.0,0.005807320104548197,0.4,0.0004,0.0002,0.030801121702877677
2025-09-26,0.6,0.0006,0.0003,0.00656142814518872,0.6,0.0006,0.0003,0.00656142814518872,0.0,0.0,0.0,0.0090547703180212,0.0,0.0,0.0,0.008729229309421788,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,0.02502909172594164
2025-09-30,0.2,0.0002,0.0001,-0.041031093474284235,0.2,0.0002,0.0001,-0.041031093474284235,0.0,0.0,0.0,-0.0075790385448246,0.0,0.0,0.0,-0.012034480401298998,0.2,0.0002,0.0001,-0.01071912117593508
2025-10-10,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,-0.04306134081220682,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,-0.04306134081220682,0.0,0.0,0.0,-0.0206701479547432,0.0,0.0,0.0,-0.029273278221825415,0.6,0.0006,0.0003,-0.047831644043746104
2025-10-17,0.6,0.0006,0.0003,0.01899091944590438,0.6,0.0006,0.0003,0.01899091944590438,0.0,0.0,0.0,0.03243723616974,0.0,0.0,0.0,0.030114869056323813,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,-0.01078548194104976
2025-10-24,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,0.009091065768652122,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,0.009091065768652122,0.0,0.0,0.0,-0.0030126963632451,0.0,0.0,0.0,0.002407388176316674,0.4,0.0004,0.0002,0.030222042206065926
2025-10-31,0.6,0.0006,0.0003,-0.00664669323441476,0.6,0.0006,0.0003,-0.00664669323441476,0.0,0.0,0.0,0.0084178717893372,0.0,0.0,0.0,0.001866992810504563,0.2,0.0002,0.0001,-0.007774376712959941
2025-11-07,0.6,0.0006,0.0003,0.012093758286051099,0.6,0.0006,0.0003,0.012093758286051099,0.0,0.0,0.0,-0.011558219178082,0.0,0.0,0.0,-0.004465756747918481,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,-0.02448287055347724
2025-11-14,0.4,0.0004,0.0002,-0.062019635272127234,0.4,0.0004,0.0002,-0.062019635272127234,0.0,0.0,0.0,-0.0383282806409702,0.0,0.0,0.0,-0.04428228666706271,0.4,0.0004,0.0002,-0.08001451300354383
2025-11-21,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,0.030293237729209777,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,0.030293237729209777,0.0,0.0,0.0,0.0159873902274261,0.0,0.0,0.0,0.025513513312963212,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,0.03903244590411726
2025-11-28,0.9999999999999999,0.0009999999999999998,0.0004999999999999999,0.002406291462651079,0.9999999999999999,0.0009999999999999998,0.0004999999999999999,0.002406291462651079,0.0,0.0,0.0,0.013962765957447,0.0,0.0,0.0,0.007447249220718207,0.4,0.0004,0.0002,0.00567367981990256
2025-12-05,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,-0.012170671159840078,0.6,0.0006,0.0003,-0.015956803135373683,0.0,0.0,0.0,-0.0008743169398908,0.0,0.0,0.0,-0.0021912406369357477,0.4,0.0004,0.0002,-0.01341668659436688
2025-12-12,0.9999999999999999,0.0009999999999999998,0.0004999999999999999,-0.014407468311811781,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,-0.014107468311811781,0.0,0.0,0.0,-0.0013126230584116,0.0,0.0,0.0,-0.006100580887920402,0.4,0.0004,0.0002,-0.02931007451383558
2025-12-19,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,0.015125716987851038,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,0.015125716987851038,0.0,0.0,0.0,0.0210295728368015,0.0,0.0,0.0,0.01953608948028165,0.6,0.0006,0.0003,0.05224535738745521
2025-12-26,0.6,0.0006,0.0003,0.01883051133096686,0.9999999999999999,0.0009999999999999998,0.0004999999999999999,0.04106372182117123,0.0,0.0,0.0,0.0289637416863335,0.0,0.0,0.0,0.028795560821819412,0.2,0.0002,0.0001,0.042203833756434994
2025-12-31,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,0.06768056427943289,0.9999999999999999,0.0009999999999999998,0.0004999999999999999,0.06738056427943288,0.0,0.0,0.0,0.0285097192224621,0.0,0.0,0.0,0.04649495195344185,0.2,0.0002,0.0001,0.07121295739731869
2026-01-09,0.4,0.0004,0.0002,0.02416519496788772,0.4,0.0004,0.0002,0.02416519496788772,0.0,0.0,0.0,-0.0054598908021838,0.0,0.0,0.0,0.0054748255545645046,0.6,0.0006,0.0003,0.010856422429622122
2026-01-16,0.9999999999999999,0.0009999999999999998,0.0004999999999999999,-0.005728818315876599,0.9999999999999999,0.0009999999999999998,0.0004999999999999999,-0.005728818315876599,0.0,0.0,0.0,-0.0067567567567567,0.0,0.0,0.0,0.009340275181513825,0.2,0.0002,0.0001,0.0330565273248873
2026-01-23,0.9999999999999999,0.0009999999999999998,0.0004999999999999999,-0.03425870449923412,0.9999999999999999,0.0009999999999999998,0.0004999999999999999,-0.03425870449923412,0.0,0.0,0.0,0.0014880952380953,0.0,0.0,0.0,-0.005105686053035062,0.2,0.0002,0.0001,0.036124341856922655
2026-01-30,0.9999999999999999,0.0009999999999999998,0.0004999999999999999,-0.019969791411588646,0.9999999999999999,0.0009999999999999998,0.0004999999999999999,-0.019969791411588646,0.0,0.0,0.0,-0.0131606877520696,0.0,0.0,0.0,-0.019708518149813874,0.2,0.0002,0.0001,-0.08161545595227425
2026-02-06,0.6,0.0006,0.0003,0.02687569532106706,0.6,0.0006,0.0003,0.02687569532106706,0.0,0.0,0.0,0.0047322004732202,0.0,0.0,0.0,0.009163716798591326,0.4,0.0004,0.0002,0.01782107638849992
2026-02-13,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,0.04929029918504998,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,0.04929029918504998,0.0,0.0,0.0,0.0145579105116675,0.0,0.0,0.0,0.012636221647188655,0.4,0.0004,0.0002,0.11649383627051903
2026-02-27,0.6,0.0006,0.0003,-0.003864047799074215,0.4,0.0004,0.0002,0.010957560745466798,0.0,0.0,0.0,-0.0122751322751322,0.0,0.0,0.0,-0.02034301434227402,0.2,0.0002,0.0001,0.024649219372563622
2026-03-06,0.6,0.0006,0.0003,-0.0007388627489477008,0.7999999999999999,0.0007999999999999999,0.00039999999999999996,-0.0010388627489477007,0.0,0.0,0.0,0.0021427040925647,0.0,0.0,0.0,-0.0019886770438093428,0.2,0.0002,0.0001,0.011808283716259919
2026-03-13,0.9999999999999999,0.0009999999999999998,0.0004999999999999999,-0.06360279141351871,0.9999999999999999,0.0009999999999999998,0.0004999999999999999,-0.06360279141351871,0.0,0.0,0.0,-0.0215950395552704,0.0,0.0,0.0,-0.02722449589440044,0.2,0.0002,0.0001,-0.00479192398442328
2026-03-16,0.6,0.0006,0.0003,-0.06899857186929048,0.6,0.0006,0.0003,-0.06899857186929048,0.0,0.0,0.0,-0.0534188034188034,0.0,0.0,0.0,-0.06435713024543809,0.0,0.0,0.0,-0.0030402922190271415
