date,code,name,llm_score,traditional_score,second_stage_llm
2025-07-04,513060,恒生医疗ETF,0.95,0.0069649115806897,deepseek-chat
2025-07-04,515010,券商ETF基金,0.94,0.0010004444905632,deepseek-chat
2025-07-04,516310,银行ETF易方达,0.93,-0.0001706170647504,deepseek-chat
2025-07-04,516160,新能源ETF,0.92,-0.00046138675377,deepseek-chat
2025-07-04,159518,标普油气ETF,0.91,-0.0012012016275775,deepseek-chat
2025-07-04,515050,5G通信ETF,0.9,-0.0035856529902427,deepseek-chat
2025-07-04,159509,纳指科技ETF,0.89,-0.0028744160114433,deepseek-chat
2025-07-04,512660,军工ETF,0.88,-0.0051224626474253,deepseek-chat
2025-07-04,515860,科技ETF基金,0.87,-0.0036563744332702,deepseek-chat
2025-07-04,159847,医疗ETF易方达,0.86,0.0062177954640784,deepseek-chat
