你是一个用于 ETF 横截面排序的投资研究助手。

请基于给定 ETF 因子数据，在相同输入数据、相同排序目标下完成二阶段排序。

要求：
1. 仅根据输入的 ETF 因子与分数进行横截面比较，不要编造不存在的数据。
2. 输出必须是合法 JSON。
3. 只返回 `rankings` 字段，不要输出额外解释文本。
4. `rankings` 中必须包含全部候选 ETF，不能遗漏。
5. `score` 越大表示排序越靠前。
6. `code` 必须与输入 ETF 代码完全一致。

输出格式：
{
  "rankings": [
    {"code": "510300", "score": 0.95}
  ]
}

调仓日期: 2025-10-24
候选 ETF 数量: 50
ETF 数据:
ETF 513310: 开盘: 2.431, 收盘: 2.49, 最高: 2.504, 最低: 2.423, 成交量: 29582240.0, 成交额: 7301740270.0, 振幅: 3.39, 涨跌幅: 4.36, 涨跌额: 0.104, 换手率: 163.31, momentum_20: 0.138026, volatility_20: 0.026313, volume_mean_20: 21527761.65, return_mean_20: 0.681, amplitude_mean_20: 3.227, turnover_mean_20: 118.8445, MA_5: 2.4158, MA_10: 2.3932, momentum_20_cs_z: 2.322011, volatility_20_cs_z: 1.404252, volume_mean_20_cs_z: 2.488091, return_mean_20_cs_z: 2.274898, amplitude_mean_20_cs_z: 1.155817, turnover_mean_20_cs_z: 5.735325, MA_5_cs_z: 0.751595, MA_10_cs_z: 0.732562, y_pred_Y_future_5d_return: 0.009169
ETF 159967: 开盘: 0.593, 收盘: 0.615, 最高: 0.616, 最低: 0.587, 成交量: 5152303.0, 成交额: 310817373.761, 振幅: 4.97, 涨跌幅: 5.31, 涨跌额: 0.031, 换手率: 9.03, momentum_20: 0.030151, volatility_20: 0.026645, volume_mean_20: 4924303.0, return_mean_20: 0.1815, amplitude_mean_20: 3.9115, turnover_mean_20: 8.632, MA_5: 0.5888, MA_10: 0.5728, momentum_20_cs_z: 0.21815, volatility_20_cs_z: 1.449193, volume_mean_20_cs_z: 0.143057, return_mean_20_cs_z: 0.310924, amplitude_mean_20_cs_z: 1.891988, turnover_mean_20_cs_z: 0.321319, MA_5_cs_z: -0.815166, MA_10_cs_z: -0.825917, y_pred_Y_future_5d_return: 0.007535
ETF 159847: 开盘: 0.435, 收盘: 0.437, 最高: 0.441, 最低: 0.435, 成交量: 254608.0, 成交额: 11131640.5, 振幅: 1.38, 涨跌幅: 0.69, 涨跌额: 0.003, 换手率: 0.7, momentum_20: -0.045852, volatility_20: 0.013862, volume_mean_20: 417643.15, return_mean_20: -0.226, amplitude_mean_20: 2.0455, turnover_mean_20: 1.1415, MA_5: 0.4348, MA_10: 0.4373, momentum_20_cs_z: -1.264106, volatility_20_cs_z: -0.28461, volume_mean_20_cs_z: -0.493453, return_mean_20_cs_z: -1.291316, amplitude_mean_20_cs_z: -0.114871, turnover_mean_20_cs_z: -0.671927, MA_5_cs_z: -0.94723, MA_10_cs_z: -0.941921, y_pred_Y_future_5d_return: 0.007399
ETF 159509: 开盘: 2.23, 收盘: 2.238, 最高: 2.244, 最低: 2.223, 成交量: 4389976.0, 成交额: 981269896.892, 振幅: 0.95, 涨跌幅: 1.59, 涨跌额: 0.035, 换手率: 6.67, momentum_20: 0.150643, volatility_20: 0.014628, volume_mean_20: 5925562.35, return_mean_20: 0.7145, amplitude_mean_20: 1.759, turnover_mean_20: 9.0005, MA_5: 2.201, MA_10: 2.1404, momentum_20_cs_z: 2.568079, volatility_20_cs_z: -0.180819, volume_mean_20_cs_z: 0.284473, return_mean_20_cs_z: 2.406615, amplitude_mean_20_cs_z: -0.422998, turnover_mean_20_cs_z: 0.370183, MA_5_cs_z: 0.567391, MA_10_cs_z: 0.516135, y_pred_Y_future_5d_return: 0.005914
ETF 515220: 开盘: 1.154, 收盘: 1.148, 最高: 1.158, 最低: 1.139, 成交量: 12179344.0, 成交额: 1443181318.0, 振幅: 1.62, 涨跌幅: -1.88, 涨跌额: -0.022, 换手率: 14.22, momentum_20: 0.111326, volatility_20: 0.018915, volume_mean_20: 9854620.1, return_mean_20: 0.546, amplitude_mean_20: 2.3975, turnover_mean_20: 11.5045, MA_5: 1.16, MA_10: 1.1356, momentum_20_cs_z: 1.801299, volatility_20_cs_z: 0.40077, volume_mean_20_cs_z: 0.839404, return_mean_20_cs_z: 1.744094, amplitude_mean_20_cs_z: 0.2637, turnover_mean_20_cs_z: 0.702215, MA_5_cs_z: -0.325328, MA_10_cs_z: -0.344093, y_pred_Y_future_5d_return: 0.004284
ETF 517520: 开盘: 1.948, 收盘: 1.939, 最高: 1.955, 最低: 1.925, 成交量: 1668102.0, 成交额: 323050351.0, 振幅: 1.55, 涨跌幅: 0.0, 涨跌额: 0.0, 换手率: 3.06, momentum_20: 0.090551, volatility_20: 0.030693, volume_mean_20: 3275619.25, return_mean_20: 0.4785, amplitude_mean_20: 3.6135, turnover_mean_20: 6.0095, MA_5: 1.9624, MA_10: 2.0319, momentum_20_cs_z: 1.396127, volatility_20_cs_z: 1.998333, volume_mean_20_cs_z: -0.089799, return_mean_20_cs_z: 1.478692, amplitude_mean_20_cs_z: 1.571493, turnover_mean_20_cs_z: -0.026426, MA_5_cs_z: 0.362778, MA_10_cs_z: 0.423247, y_pred_Y_future_5d_return: 0.002907
ETF 159915: 开盘: 3.069, 收盘: 3.147, 最高: 3.147, 最低: 3.058, 成交量: 14948805.0, 成交额: 4637974087.124, 振幅: 2.93, 涨跌幅: 3.59, 涨跌额: 0.109, 换手率: 9.57, momentum_20: 0.026084, volatility_20: 0.022981, volume_mean_20: 17003963.85, return_mean_20: 0.1545, amplitude_mean_20: 3.0735, turnover_mean_20: 10.8865, MA_5: 3.0514, MA_10: 3.0177, momentum_20_cs_z: 0.13884, volatility_20_cs_z: 0.952284, volume_mean_20_cs_z: 1.84916, return_mean_20_cs_z: 0.204764, amplitude_mean_20_cs_z: 0.99073, turnover_mean_20_cs_z: 0.620268, MA_5_cs_z: 1.296659, MA_10_cs_z: 1.267209, y_pred_Y_future_5d_return: 0.002509
ETF 159871: 开盘: 0.855, 收盘: 0.86, 最高: 0.864, 最低: 0.848, 成交量: 231648.0, 成交额: 39637699.3, 振幅: 1.89, 涨跌幅: 1.53, 涨跌额: 0.013, 换手率: 2.26, momentum_20: 0.162162, volatility_20: 0.028999, volume_mean_20: 454734.05, return_mean_20: 0.793, amplitude_mean_20: 3.541, turnover_mean_20: 4.4325, MA_5: 0.8452, MA_10: 0.8611, momentum_20_cs_z: 2.581273, volatility_20_cs_z: 1.768519, volume_mean_20_cs_z: -0.488214, return_mean_20_cs_z: 2.454466, amplitude_mean_20_cs_z: 1.49352, turnover_mean_20_cs_z: -0.235538, MA_5_cs_z: -0.595287, MA_10_cs_z: -0.579098, y_pred_Y_future_5d_return: 0.001934
ETF 516050: 开盘: 1.05, 收盘: 1.078, 最高: 1.079, 最低: 1.042, 成交量: 163188.0, 成交额: 17358166.0, 振幅: 3.58, 涨跌幅: 4.26, 涨跌额: 0.044, 换手率: 7.03, momentum_20: 0.033557, volatility_20: 0.023549, volume_mean_20: 166654.3, return_mean_20: 0.1915, amplitude_mean_20: 3.5545, turnover_mean_20: 7.1765, MA_5: 1.0418, MA_10: 1.0343, momentum_20_cs_z: 0.284583, volatility_20_cs_z: 1.029286, volume_mean_20_cs_z: -0.528902, return_mean_20_cs_z: 0.350243, amplitude_mean_20_cs_z: 1.508039, turnover_mean_20_cs_z: 0.128319, MA_5_cs_z: -0.426691, MA_10_cs_z: -0.430818, y_pred_Y_future_5d_return: 0.001743
ETF 515980: 开盘: 0.863, 收盘: 0.9, 最高: 0.902, 最低: 0.859, 成交量: 7796536.0, 成交额: 689304705.0, 振幅: 5.04, 涨跌幅: 5.51, 涨跌额: 0.047, 换手率: 7.32, momentum_20: 0.039261, volatility_20: 0.028822, volume_mean_20: 4942605.45, return_mean_20: 0.2315, amplitude_mean_20: 3.883, turnover_mean_20: 4.6425, MA_5: 0.86, MA_10: 0.847, momentum_20_cs_z: 0.395825, volatility_20_cs_z: 1.744552, volume_mean_20_cs_z: 0.145642, return_mean_20_cs_z: 0.507518, amplitude_mean_20_cs_z: 1.861337, turnover_mean_20_cs_z: -0.207692, MA_5_cs_z: -0.582596, MA_10_cs_z: -0.591169, y_pred_Y_future_5d_return: 0.001717
ETF 513290: 开盘: 1.355, 收盘: 1.356, 最高: 1.358, 最低: 1.351, 成交量: 490237.0, 成交额: 66390719.0, 振幅: 0.52, 涨跌幅: 0.0, 涨跌额: 0.0, 换手率: 4.76, momentum_20: 0.090032, volatility_20: 0.017081, volume_mean_20: 584617.7, return_mean_20: 0.4455, amplitude_mean_20: 0.684, turnover_mean_20: 5.6815, MA_5: 1.3632, MA_10: 1.3482, momentum_20_cs_z: 1.386005, volatility_20_cs_z: 0.151906, volume_mean_20_cs_z: -0.46987, return_mean_20_cs_z: 1.34894, amplitude_mean_20_cs_z: -1.539752, turnover_mean_20_cs_z: -0.069919, MA_5_cs_z: -0.151072, MA_10_cs_z: -0.162082, y_pred_Y_future_5d_return: 0.001479
