code,name,llm_score,second_stage_llm,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,momentum_20,volatility_20,volume_mean_20,return_mean_20,amplitude_mean_20,turnover_mean_20,MA_5,MA_10,momentum_20_cs_z,volatility_20_cs_z,volume_mean_20_cs_z,return_mean_20_cs_z,amplitude_mean_20_cs_z,turnover_mean_20_cs_z,MA_5_cs_z,MA_10_cs_z,y_pred_Y_future_5d_return
159871,有色金属ETF,0.022806,deepseek-chat,0.901,0.886,0.906,0.884,296158,52927408.6,2.44,-1.88,-0.017,2.89,0.1432258064516129,0.0317036783237958,450439.0,0.7184999999999999,3.695,4.391,0.8836,0.8644000000000001,2.6458739052718543,1.9916123224442377,-0.4985182207859533,2.678285069909374,1.8816885167845336,-0.2557195171844294,-0.5762285338691646,-0.5856843802291656,0.0228059432809739
517520,黄金股ETF,0.020116,deepseek-chat,1.986,1.951,1.99,1.948,1576910,310070734.0,2.14,-0.61,-0.012,2.89,0.0350132625994694,0.0318633882798867,3128406.15,0.2199999999999999,3.6265,5.7395000000000005,1.9546,1.9585,0.5795840610408801,2.012357500011167,-0.1024197539699551,0.7324789169289471,1.802180795686808,0.0035044738363389,0.3141204890014336,0.3381141038219437,0.0201158282349112
515050,5G通信ETF,0.01989,deepseek-chat,2.209,2.113,2.215,2.103,4056749,867353466.0,5.04,-4.86,-0.108,11.88,-0.0302891234511243,0.0357401733270052,2213921.25,-0.0930000000000001,4.2700000000000005,6.481999999999999,2.2298,2.1473000000000004,-0.6673476928670512,2.019090440012346,-0.2376813335663969,-0.4892609544509398,2.0182096577409534,0.146236259771022,0.5429011156064651,0.497526546732875,0.0198897418535352
159715,稀土ETF易方达,0.016119,deepseek-chat,1.24,1.214,1.243,1.213,1025333,125834729.304,2.4,-2.88,-0.036,23.04,0.0868397493285586,0.0318765869958883,1062182.75,0.4650000000000001,3.5849999999999995,23.868,1.2274,1.2040000000000002,1.569197089053687,2.0140719185346616,-0.4080351237624258,1.68879287375985,1.7540118843648271,3.4883707113001856,-0.2904190156031406,-0.2989446259253936,0.0161187320814368
159938,医药卫生ETF,0.014927,deepseek-chat,0.695,0.706,0.709,0.693,376572,26464152.3,2.31,1.73,0.012,0.46,-0.0472334682860998,0.0132078061463575,635216.75,-0.2325,1.856,0.776,0.705,0.7051999999999999,-0.990895466565968,-0.410868787486132,-0.4711877199332039,-1.0337744115036367,-0.2528326379412827,-0.9506358891088472,-0.7247031701760638,-0.7201041943786372,0.0149273974560789
159847,医疗ETF易方达,0.01264,deepseek-chat,0.431,0.435,0.437,0.428,449170,19479501.1,2.09,0.93,0.004,1.23,-0.043956043956044,0.0136748299080577,492991.25,-0.2155,1.885,1.347,0.4362,0.4355,-0.928313917631282,-0.3502057511821715,-0.4922243119960075,-0.9674179328663904,-0.2191724348488148,-0.8408717816762489,-0.9481633170926062,-0.9478241936004488,0.0126402061511309
520500,恒生创新药ETF,0.01182,deepseek-chat,1.681,1.767,1.77,1.681,9484577,1654329949.0,5.31,5.43,0.091,69.39,-0.1012207527975584,0.0239053599033152,3683009.4,-0.5054999999999998,3.152,26.9455,1.7242000000000002,1.7527,-1.746467652724468,0.9786667032979044,-0.0203883156768566,-1.81535614679358,1.2514302312945296,4.0799627264032,0.1225832202158261,0.1643477862844989,0.0118199068799572
562060,标普红利ETF,0.01068,deepseek-chat,0.598,0.598,0.599,0.594,343834,20518463.0,0.84,0.34,0.002,0.5,0.0418118466898955,0.0057330811634525,376757.0,0.2075000000000001,1.0905,0.553,0.596,0.5948999999999999,0.7094012223525302,-1.3817819404900396,-0.5094165349164819,0.683687388519208,-1.1413459299166024,-0.9935034827296342,-0.8153175898706438,-0.8132355103377245,0.0106798806124236
563020,红利低波动ETF,0.010021,deepseek-chat,1.194,1.196,1.198,1.189,479413,58350388.0,0.75,0.0,0.0,0.76,0.0354978354978354,0.0061959654611762,474990.7,0.176,1.156,0.7495,1.2,1.2024,0.5888368521040984,-1.321656590860888,-0.4948867756699344,0.560732736926663,-1.0653202987939592,-0.9557300201893442,-0.3131973192694847,-0.3002955788314187,0.0100210551602304
159967,创业板成长ETF,0.00924,deepseek-chat,0.622,0.6,0.627,0.599,5457519,332760341.662,4.47,-4.15,-0.026,9.57,-0.024390243902439,0.0309272441986622,4770749.25,-0.0779999999999997,3.808,8.3625,0.6308,0.6098,-0.5547101513224737,1.8907590995822088,0.1404994259370253,-0.4307111203592504,2.012847239179323,0.5077273351247893,-0.7863874815644842,-0.800654761400368,0.0092395422176997
159307,红利低波100ETF,0.006129,deepseek-chat,1.06,1.06,1.061,1.056,112689,12207298.1,0.47,-0.09,-0.001,0.25,0.0321324245374878,0.0047565318478625,193495.9,0.1604999999999999,0.8855000000000001,0.4309999999999999,1.0616,1.0619999999999998,0.5245752217839448,-1.4737927717297512,-0.5365227078719692,0.5002312416985852,-1.3792887448806006,-1.0169557088360737,-0.4282526925330614,-0.4188416963350983,0.0061293304241194
159781,科创创业ETF,0.005512,deepseek-chat,0.946,0.91,0.947,0.908,4941676,455439401.276,4.11,-4.21,-0.04,4.23,-0.0193965517241379,0.0292645005146417,4430904.0,-0.0569999999999998,3.5160000000000005,3.796,0.9458,0.9165,-0.459356922704747,1.6747806232393558,0.0902328711438869,-0.3487413526308878,1.6739238149379216,-0.3700971772937043,-0.5245201218966613,-0.5416939762267319,0.005512180812478
