date,code,name,llm_score,traditional_score,second_stage_llm
2025-10-17,517520,黄金股ETF,0.010898,0.0108981091820248,deepseek-chat
2025-10-17,159847,医疗ETF易方达,0.009087,0.0090873407770952,deepseek-chat
2025-10-17,515790,光伏ETF,0.008967,0.0089673319258875,deepseek-chat
2025-10-17,516160,新能源ETF,0.00633,0.0063296218026214,deepseek-chat
2025-10-17,159509,纳指科技ETF,0.005248,0.0052475356271449,deepseek-chat
2025-10-17,159966,创业板价值ETF,0.004398,0.0043984258107834,deepseek-chat
2025-10-17,159939,信息技术ETF,0.004297,0.0042969736016774,deepseek-chat
2025-10-17,515700,新能车ETF,0.003841,0.0038409184138097,deepseek-chat
2025-10-17,159715,稀土ETF易方达,0.003715,0.0037153499040767,deepseek-chat
2025-10-17,515220,煤炭ETE,0.00331,0.0033101419341865,deepseek-chat
