date,code,name,llm_score,traditional_score,second_stage_llm
2025-07-11,159715,稀土ETF易方达,0.95,0.0426879524966292,deepseek-chat
2025-07-11,515010,券商ETF基金,0.94,0.006825704688552,deepseek-chat
2025-07-11,159967,创业板成长ETF,0.93,0.0045135758279525,deepseek-chat
2025-07-11,159852,软件ETF,0.92,0.0067140108449276,deepseek-chat
2025-07-11,515790,光伏ETF,0.91,-0.0018028617304488,deepseek-chat
2025-07-11,515050,5G通信ETF,0.9,-0.0019055100119921,deepseek-chat
2025-07-11,159509,纳指科技ETF,0.89,-0.0024943156940621,deepseek-chat
2025-07-11,512660,军工ETF,0.88,-0.0049356500194969,deepseek-chat
2025-07-11,159628,国证2000ETF,0.87,-0.0029809472004688,deepseek-chat
2025-07-11,159531,中证2000ETF,0.86,-0.0037669731065066,deepseek-chat
