date,code,name,llm_score,traditional_score,second_stage_llm
2025-12-12,159847,医疗ETF易方达,0.010663,0.0106625784546387,deepseek-chat
2025-12-12,159509,纳指科技ETF,0.007757,0.0077570168427643,deepseek-chat
2025-12-12,516050,科技龙头ETF,0.001989,0.0019892755344853,deepseek-chat
2025-12-12,518850,黄金ETF华夏,0.001119,0.0011193426783391,deepseek-chat
2025-12-12,515450,红利低波50ETF,0.000433,0.000432822558065,deepseek-chat
2025-12-12,159307,红利低波100ETF,0.000244,0.0002436665344729,deepseek-chat
2025-12-12,159502,标普生物科技ETF,0.000234,0.0002343134983335,deepseek-chat
2025-12-12,159520,消费龙头ETF,0.0002,0.0002000545870572,deepseek-chat
2025-12-12,513730,东南亚科技ETF,9.6e-05,9.629040641867164e-05,deepseek-chat
2025-12-12,159939,信息技术ETF,6.7e-05,6.705229952869214e-05,deepseek-chat
