date,code,name,llm_score,traditional_score,second_stage_llm
2025-11-21,516160,新能源ETF,0.021856,0.0218555881686393,gemini-2.5-flash-lite
2025-11-21,159915,创业板ETF,0.017686,0.0176861023204318,gemini-2.5-flash-lite
2025-11-21,159715,稀土ETF易方达,0.01206,0.0120602502992486,gemini-2.5-flash-lite
2025-11-21,159871,有色金属ETF,0.011564,0.011564241116048,gemini-2.5-flash-lite
2025-11-21,512580,环保ETF,0.011334,0.0113336732389443,gemini-2.5-flash-lite
2025-11-21,520500,恒生创新药ETF,0.00986,0.0098602132538485,gemini-2.5-flash-lite
2025-11-21,515050,5G通信ETF,0.009466,0.0094659766056401,gemini-2.5-flash-lite
2025-11-21,515700,新能车ETF,0.008423,0.0084225346375523,gemini-2.5-flash-lite
2025-11-21,159847,医疗ETF易方达,0.007095,0.0070954247443752,gemini-2.5-flash-lite
2025-11-21,159916,深F60ETF,0.006178,0.0061776641982158,gemini-2.5-flash-lite
