date,code,name,llm_score,traditional_score,second_stage_llm,traditional_model,target,scenario_name,top_n_first,top_n_final,candidate_pool_fingerprint,cache_hit
2025-09-12,515980,人工智能ETF,1.0,0.0238617161936118,gemini-2.5-flash-lite,lightgbm,Y_future_5d_return,default,50,10,4ba774d9df860226c6e2d23d53af024bf12efc6d51c047be517b86c0422dedbf,False
2025-09-12,159781,科创创业ETF,0.9999999999999998,0.0455017437894103,gemini-2.5-flash-lite,lightgbm,Y_future_5d_return,default,50,10,4ba774d9df860226c6e2d23d53af024bf12efc6d51c047be517b86c0422dedbf,False
2025-09-12,513330,恒生互联网ETF,0.9999999999999996,0.0091298399937823,gemini-2.5-flash-lite,lightgbm,Y_future_5d_return,default,50,10,4ba774d9df860226c6e2d23d53af024bf12efc6d51c047be517b86c0422dedbf,False
2025-09-12,515860,科技ETF基金,0.9999999999999996,0.0041993567549337,gemini-2.5-flash-lite,lightgbm,Y_future_5d_return,default,50,10,4ba774d9df860226c6e2d23d53af024bf12efc6d51c047be517b86c0422dedbf,False
2025-09-12,516050,科技龙头ETF,0.9999999999999994,0.011325588369558,gemini-2.5-flash-lite,lightgbm,Y_future_5d_return,default,50,10,4ba774d9df860226c6e2d23d53af024bf12efc6d51c047be517b86c0422dedbf,False
2025-09-12,159939,信息技术ETF,0.9999999999999994,0.0025742244873936,gemini-2.5-flash-lite,lightgbm,Y_future_5d_return,default,50,10,4ba774d9df860226c6e2d23d53af024bf12efc6d51c047be517b86c0422dedbf,False
2025-09-12,515580,科技100ETF,0.9999999999999992,0.0007837061489924,gemini-2.5-flash-lite,lightgbm,Y_future_5d_return,default,50,10,4ba774d9df860226c6e2d23d53af024bf12efc6d51c047be517b86c0422dedbf,False
2025-09-12,159682,创业50ETF,0.9999999999999992,0.0013032476495069,gemini-2.5-flash-lite,lightgbm,Y_future_5d_return,default,50,10,4ba774d9df860226c6e2d23d53af024bf12efc6d51c047be517b86c0422dedbf,False
2025-09-12,513050,中概互联网ETF,0.9999999999999992,0.001369200538515,gemini-2.5-flash-lite,lightgbm,Y_future_5d_return,default,50,10,4ba774d9df860226c6e2d23d53af024bf12efc6d51c047be517b86c0422dedbf,False
2025-09-12,562310,沪深300成长ETF,0.999999999999999,0.0014757373423895,gemini-2.5-flash-lite,lightgbm,Y_future_5d_return,default,50,10,4ba774d9df860226c6e2d23d53af024bf12efc6d51c047be517b86c0422dedbf,False
