date,code,name,llm_score,traditional_score,second_stage_llm
2025-06-06,159691,港股红利ETF,0.95,-0.001199046199097,gemini-2.5-flash-lite
2025-06-06,520550,港股红利低波ETF,0.94,-0.0023656616754705,gemini-2.5-flash-lite
2025-06-06,510180,上证180ETF,0.93,-0.0012758377685112,gemini-2.5-flash-lite
2025-06-06,159307,红利低波100ETF,0.92,-0.0019203837820654,gemini-2.5-flash-lite
2025-06-06,515080,中证红利ETF,0.91,-0.0014639224231961,gemini-2.5-flash-lite
2025-06-06,510760,上证综指ETF,0.9,-0.0033059500341432,gemini-2.5-flash-lite
2025-06-06,159847,医疗ETF易方达,0.89,-0.0017863510990175,gemini-2.5-flash-lite
2025-06-06,515450,红利低波50ETF,0.88,-0.0035456835364157,gemini-2.5-flash-lite
2025-06-06,513290,纳指生物科技ETF,0.87,-0.0036556199400874,gemini-2.5-flash-lite
2025-06-06,510880,红利ETF,0.86,-0.0038422928709881,gemini-2.5-flash-lite
