date,code,name,llm_score,traditional_score,second_stage_llm
2026-03-06,516670,畜牧养殖ETF,0.95,0.1014905396750281,gemini-2.5-flash-lite
2026-03-06,159825,农业ETF,0.94,0.0460358733722504,gemini-2.5-flash-lite
2026-03-06,513330,恒生互联网ETF,0.93,0.0265267082125565,gemini-2.5-flash-lite
2026-03-06,517520,黄金股ETF,0.92,0.0199814155760619,gemini-2.5-flash-lite
2026-03-06,518850,黄金ETF华夏,0.91,0.0183627755528165,gemini-2.5-flash-lite
2026-03-06,159715,稀土ETF易方达,0.9,0.0064595567757369,gemini-2.5-flash-lite
2026-03-06,159930,能源ETF,0.89,0.0061895917688212,gemini-2.5-flash-lite
2026-03-06,159871,有色金属ETF,0.88,0.0059916458188032,gemini-2.5-flash-lite
2026-03-06,513050,中概互联网ETF,0.87,0.0034050001051784,gemini-2.5-flash-lite
2026-03-06,515010,券商ETF基金,0.86,0.0028079043208083,gemini-2.5-flash-lite
