date,code,name,llm_score,traditional_score,second_stage_llm
2025-12-31,512660,军工ETF,0.9999999999999999,-0.0042412822819286,gemini-2.5-flash-lite
2025-12-31,159967,创业板成长ETF,0.9999999999999998,-0.0048240074469948,gemini-2.5-flash-lite
2025-12-31,512480,半导体ETF,0.9999999999999997,-0.0041028277862988,gemini-2.5-flash-lite
2025-12-31,515700,新能车ETF,0.9999999999999996,-0.0041981691493104,gemini-2.5-flash-lite
2025-12-31,562500,机器人ETF,0.9999999999999994,-0.0060305041508973,gemini-2.5-flash-lite
2025-12-31,159715,稀土ETF易方达,0.9999999999999994,-0.005469174449411,gemini-2.5-flash-lite
2025-12-31,159807,科技ETF,0.9999999999999993,-0.0061331547821082,gemini-2.5-flash-lite
2025-12-31,159939,信息技术ETF,0.9999999999999992,-0.0062578769410704,gemini-2.5-flash-lite
2025-12-31,515220,煤炭ETE,0.9999999999999991,-0.0066376187174417,gemini-2.5-flash-lite
2025-12-31,513970,恒生消费ETF,0.999999999999999,-0.006675634779551,gemini-2.5-flash-lite
