date,code,name,llm_score,traditional_score,second_stage_llm
2025-12-12,518850,黄金ETF华夏,0.95,0.012534015,deepseek-chat
2025-12-12,516050,科技龙头ETF,0.94,0.01037686,deepseek-chat
2025-12-12,159509,纳指科技ETF,0.93,0.0046608206,deepseek-chat
2025-12-12,159502,标普生物科技ETF,0.92,0.00444902,deepseek-chat
2025-12-12,515700,新能车ETF,0.91,0.0043025375,deepseek-chat
2025-12-12,515170,食品饮料ETF,0.9,0.0038293803,deepseek-chat
2025-12-12,159910,基本面120ETE,0.89,0.0034417326,deepseek-chat
2025-12-12,515450,红利低波50ETF,0.88,0.00259885,deepseek-chat
2025-12-12,512260,中证500低波动ETF,0.87,0.0025251862,deepseek-chat
2025-12-12,159905,深红利FTE,0.86,0.0015203818,deepseek-chat
