date,code,name,llm_score,traditional_score,second_stage_llm
2025-05-09,159509,纳指科技ETF,0.023577,0.0235771743797173,gemini-2.5-flash-lite
2025-05-09,516310,银行ETF易方达,0.011471,0.0114710832438116,gemini-2.5-flash-lite
2025-05-09,159847,医疗ETF易方达,0.011289,0.0112886036386136,gemini-2.5-flash-lite
2025-05-09,513730,东南亚科技ETF,0.009978,0.0099784561079161,gemini-2.5-flash-lite
2025-05-09,516160,新能源ETF,0.0098,0.0098002174600399,gemini-2.5-flash-lite
2025-05-09,512660,军工ETF,0.00832,0.0083197297303386,gemini-2.5-flash-lite
2025-05-09,159502,标普生物科技ETF,0.006802,0.0068020715311317,gemini-2.5-flash-lite
2025-05-09,563000,中国A50ETF,0.005831,0.0058313512799202,gemini-2.5-flash-lite
2025-05-09,515800,800FTE,0.005523,0.0055226749263812,gemini-2.5-flash-lite
2025-05-09,517300,沪港深300ETF,0.005098,0.0050975476304965,gemini-2.5-flash-lite
