你是一个用于 ETF 横截面排序的投资研究助手。

请基于给定 ETF 因子数据，在相同输入数据、相同排序目标下完成二阶段排序。

要求：
1. 仅根据输入的 ETF 因子与分数进行横截面比较，不要编造不存在的数据。
2. 输出必须是合法 JSON。
3. 只返回 `rankings` 字段，不要输出额外解释文本。
4. `rankings` 中必须包含全部候选 ETF，不能遗漏。
5. `score` 越大表示排序越靠前。
6. `code` 必须与输入 ETF 代码完全一致。

输出格式：
{
  "rankings": [
    {"code": "510300", "score": 0.95}
  ]
}

调仓日期: 2025-04-11
候选 ETF 数量: 50
ETF 数据:
ETF 159502: 开盘: 0.782, 收盘: 0.794, 最高: 0.796, 最低: 0.778, 成交量: 2230935.0, 成交额: 175404449.7, 振幅: 2.21, 涨跌幅: -2.7, 涨跌额: -0.022, 换手率: 16.47, momentum_20: -0.159788, volatility_20: 0.03182, volume_mean_20: 1530633.45, return_mean_20: -0.819, amplitude_mean_20: 1.198, turnover_mean_20: 11.302, MA_5: 0.7928, MA_10: 0.8409, momentum_20_cs_z: -1.87535, volatility_20_cs_z: 1.09786, volume_mean_20_cs_z: -0.315623, return_mean_20_cs_z: -1.900621, amplitude_mean_20_cs_z: -1.475089, turnover_mean_20_cs_z: 0.63417, MA_5_cs_z: -0.422281, MA_10_cs_z: -0.40495, y_pred_Y_future_5d_return: 0.028729
ETF 159518: 开盘: 0.745, 收盘: 0.761, 最高: 0.764, 最低: 0.739, 成交量: 12168770.0, 成交额: 915523394.2, 振幅: 3.13, 涨跌幅: -4.76, 涨跌额: -0.038, 换手率: 72.38, momentum_20: -0.157254, volatility_20: 0.040934, volume_mean_20: 3191973.85, return_mean_20: -0.772, amplitude_mean_20: 1.134, turnover_mean_20: 18.985, MA_5: 0.7782, MA_10: 0.8556, momentum_20_cs_z: -1.874865, volatility_20_cs_z: 2.536683, volume_mean_20_cs_z: -0.126511, return_mean_20_cs_z: -1.827344, amplitude_mean_20_cs_z: -1.571236, turnover_mean_20_cs_z: 1.624896, MA_5_cs_z: -0.43865, MA_10_cs_z: -0.389046, y_pred_Y_future_5d_return: 0.024177
ETF 513730: 开盘: 1.035, 收盘: 1.063, 最高: 1.069, 最低: 1.033, 成交量: 2832293.0, 成交额: 298515587.0, 振幅: 3.34, 涨跌幅: -1.48, 涨跌额: -0.016, 换手率: 31.92, momentum_20: -0.058459, volatility_20: 0.035486, volume_mean_20: 1463071.15, return_mean_20: -0.2405, amplitude_mean_20: 1.5615, turnover_mean_20: 16.489, MA_5: 1.0286, MA_10: 1.0841, momentum_20_cs_z: 0.013696, volatility_20_cs_z: 1.676606, volume_mean_20_cs_z: -0.323313, return_mean_20_cs_z: 0.142143, amplitude_mean_20_cs_z: -0.929008, turnover_mean_20_cs_z: 1.303036, MA_5_cs_z: -0.157919, MA_10_cs_z: -0.141829, y_pred_Y_future_5d_return: 0.022357
ETF 159509: 开盘: 1.324, 收盘: 1.36, 最高: 1.374, 最低: 1.324, 成交量: 12280819.0, 成交额: 1651203195.934, 振幅: 3.64, 涨跌幅: -1.09, 涨跌额: -0.015, 换手率: 18.65, momentum_20: -0.017341, volatility_20: 0.037449, volume_mean_20: 7921467.8, return_mean_20: -0.0205, amplitude_mean_20: 1.721, turnover_mean_20: 12.0315, MA_5: 1.2942, MA_10: 1.34, momentum_20_cs_z: 0.799703, volatility_20_cs_z: 1.986402, volume_mean_20_cs_z: 0.411852, return_mean_20_cs_z: 0.957359, amplitude_mean_20_cs_z: -0.689393, turnover_mean_20_cs_z: 0.728239, MA_5_cs_z: 0.139852, MA_10_cs_z: 0.135033, y_pred_Y_future_5d_return: 0.021914
ETF 513060: 开盘: 0.426, 收盘: 0.444, 最高: 0.447, 最低: 0.425, 成交量: 58198735.0, 成交额: 2552414256.0, 振幅: 5.12, 涨跌幅: 3.26, 涨跌额: 0.014, 换手率: 53.23, momentum_20: -0.004484, volatility_20: 0.036791, volume_mean_20: 48744614.65, return_mean_20: 0.043, amplitude_mean_20: 3.7835, turnover_mean_20: 44.585, MA_5: 0.4274, MA_10: 0.4561, momentum_20_cs_z: 1.045472, volatility_20_cs_z: 1.882554, volume_mean_20_cs_z: 5.05879, return_mean_20_cs_z: 1.19266, amplitude_mean_20_cs_z: 2.409076, turnover_mean_20_cs_z: 4.926026, MA_5_cs_z: -0.831941, MA_10_cs_z: -0.82127, y_pred_Y_future_5d_return: 0.020703
ETF 159966: 开盘: 0.428, 收盘: 0.439, 最高: 0.443, 最低: 0.427, 成交量: 176206.0, 成交额: 7678840.005, 振幅: 3.71, 涨跌幅: 1.86, 涨跌额: 0.008, 换手率: 2.79, momentum_20: -0.105906, volatility_20: 0.033622, volume_mean_20: 122193.75, return_mean_20: -0.5, amplitude_mean_20: 2.582, turnover_mean_20: 1.933, MA_5: 0.4238, MA_10: 0.449, momentum_20_cs_z: -0.893311, volatility_20_cs_z: 1.38234, volume_mean_20_cs_z: -0.475947, return_mean_20_cs_z: -0.819441, amplitude_mean_20_cs_z: 0.604077, turnover_mean_20_cs_z: -0.573966, MA_5_cs_z: -0.835977, MA_10_cs_z: -0.828952, y_pred_Y_future_5d_return: 0.017831
ETF 513330: 开盘: 0.449, 收盘: 0.456, 最高: 0.462, 最低: 0.444, 成交量: 129213433.0, 成交额: 5864770281.0, 振幅: 3.98, 涨跌幅: 0.88, 涨跌额: 0.004, 换手率: 16.22, momentum_20: -0.131429, volatility_20: 0.031297, volume_mean_20: 87584689.75, return_mean_20: -0.6545, amplitude_mean_20: 3.007, turnover_mean_20: 10.992, MA_5: 0.4454, MA_10: 0.4746, momentum_20_cs_z: -1.381194, volatility_20_cs_z: 1.015371, volume_mean_20_cs_z: 5.103002, return_mean_20_cs_z: -1.391945, amplitude_mean_20_cs_z: 1.24255, turnover_mean_20_cs_z: 0.594195, MA_5_cs_z: -0.811761, MA_10_cs_z: -0.801255, y_pred_Y_future_5d_return: 0.016942
ETF 512480: 开盘: 1.002, 收盘: 1.055, 最高: 1.079, 最低: 1.001, 成交量: 22313587.0, 成交额: 2324710351.0, 振幅: 7.76, 涨跌幅: 4.98, 涨跌额: 0.05, 换手率: 15.94, momentum_20: -0.03653, volatility_20: 0.029046, volume_mean_20: 10865491.55, return_mean_20: -0.1445, amplitude_mean_20: 3.042, turnover_mean_20: 7.765, MA_5: 0.9886, MA_10: 1.0178, momentum_20_cs_z: 0.432893, volatility_20_cs_z: 0.660057, volume_mean_20_cs_z: 0.746973, return_mean_20_cs_z: 0.497874, amplitude_mean_20_cs_z: 1.29513, turnover_mean_20_cs_z: 0.178073, MA_5_cs_z: -0.202764, MA_10_cs_z: -0.213559, y_pred_Y_future_5d_return: 0.016044
ETF 159939: 开盘: 0.59, 收盘: 0.614, 最高: 0.621, 最低: 0.59, 成交量: 428277.0, 成交额: 26002010.1, 振幅: 5.2, 涨跌幅: 3.02, 涨跌额: 0.018, 换手率: 3.7, momentum_20: -0.097059, volatility_20: 0.028412, volume_mean_20: 433365.3, return_mean_20: -0.4695, amplitude_mean_20: 2.612, turnover_mean_20: 3.744, MA_5: 0.5844, MA_10: 0.6145, momentum_20_cs_z: -0.724182, volatility_20_cs_z: 0.559925, volume_mean_20_cs_z: -0.440526, return_mean_20_cs_z: -0.706422, amplitude_mean_20_cs_z: 0.649146, turnover_mean_20_cs_z: -0.340437, MA_5_cs_z: -0.655924, MA_10_cs_z: -0.649895, y_pred_Y_future_5d_return: 0.01571
ETF 588030: 开盘: 0.91, 收盘: 0.959, 最高: 0.971, 最低: 0.91, 成交量: 4395108.0, 成交额: 416228418.0, 振幅: 6.65, 涨跌幅: 4.58, 涨跌额: 0.042, 换手率: 10.01, momentum_20: -0.061644, volatility_20: 0.034843, volume_mean_20: 3534541.1, return_mean_20: -0.2565, amplitude_mean_20: 3.4455, turnover_mean_20: 8.053, MA_5: 0.8984, MA_10: 0.9454, momentum_20_cs_z: -0.047189, volatility_20_cs_z: 1.575049, volume_mean_20_cs_z: -0.087516, return_mean_20_cs_z: 0.082855, amplitude_mean_20_cs_z: 1.901303, turnover_mean_20_cs_z: 0.21521, MA_5_cs_z: -0.30389, MA_10_cs_z: -0.29189, y_pred_Y_future_5d_return: 0.014828
ETF 159682: 开盘: 0.788, 收盘: 0.81, 最高: 0.816, 最低: 0.788, 成交量: 2363432.0, 成交额: 189530422.3, 振幅: 3.51, 涨跌幅: 1.5, 涨跌额: 0.012, 换手率: 8.35, momentum_20: -0.124324, volatility_20: 0.032631, volume_mean_20: 2199553.45, return_mean_20: -0.607, amplitude_mean_20: 2.7295, turnover_mean_20: 7.771, MA_5: 0.7852, MA_10: 0.8415, momentum_20_cs_z: -1.245389, volatility_20_cs_z: 1.225865, volume_mean_20_cs_z: -0.239479, return_mean_20_cs_z: -1.215932, amplitude_mean_20_cs_z: 0.825665, turnover_mean_20_cs_z: 0.178846, MA_5_cs_z: -0.430802, MA_10_cs_z: -0.404301, y_pred_Y_future_5d_return: 0.014805
ETF 513290: 开盘: 1.006, 收盘: 1.02, 最高: 1.025, 最低: 1.003, 成交量: 1126484.0, 成交额: 114292647.0, 振幅: 2.1, 涨跌幅: -2.86, 涨跌额: -0.03, 换手率: 10.95, momentum_20: -0.130435, volatility_20: 0.030271, volume_mean_20: 721589.2, return_mean_20: -0.652, amplitude_mean_20: 1.0245, turnover_mean_20: 7.0125, MA_5: 1.02, MA_10: 1.0714, momentum_20_cs_z: -1.362197, volatility_20_cs_z: 0.853429, volume_mean_20_cs_z: -0.407717, return_mean_20_cs_z: -1.382681, amplitude_mean_20_cs_z: -1.676989, turnover_mean_20_cs_z: 0.081037, MA_5_cs_z: -0.167561, MA_10_cs_z: -0.155569, y_pred_Y_future_5d_return: 0.0144
ETF 515980: 开盘: 0.455, 收盘: 0.468, 最高: 0.473, 最低: 0.455, 成交量: 2331830.0, 成交额: 217143063.0, 振幅: 3.91, 涨跌幅: 1.74, 涨跌额: 0.008, 换手率: 2.19, momentum_20: -0.142857, volatility_20: 0.027725, volume_mean_20: 1485396.2, return_mean_20: -0.7295, amplitude_mean_20: 2.7385, turnover_mean_20: 1.396, MA_5: 0.4524, MA_10: 0.4797, momentum_20_cs_z: -1.599663, volatility_20_cs_z: 0.451451, volume_mean_20_cs_z: -0.320772, return_mean_20_cs_z: -1.66986, amplitude_mean_20_cs_z: 0.839185, turnover_mean_20_cs_z: -0.643213, MA_5_cs_z: -0.803913, MA_10_cs_z: -0.795737, y_pred_Y_future_5d_return: 0.014303
ETF 159967: 开盘: 0.385, 收盘: 0.399, 最高: 0.403, 最低: 0.385, 成交量: 4425277.0, 成交额: 174639681.458, 振幅: 4.63, 涨跌幅: 2.57, 涨跌额: 0.01, 换手率: 7.76, momentum_20: -0.111359, volatility_20: 0.032762, volume_mean_20: 3470760.0, return_mean_20: -0.534, amplitude_mean_20: 3.0225, turnover_mean_20: 6.083, MA_5: 0.3814, MA_10: 0.4086, momentum_20_cs_z: -0.997536, volatility_20_cs_z: 1.246527, volume_mean_20_cs_z: -0.094776, return_mean_20_cs_z: -0.945429, amplitude_mean_20_cs_z: 1.265835, turnover_mean_20_cs_z: -0.038822, MA_5_cs_z: -0.883513, MA_10_cs_z: -0.872661, y_pred_Y_future_5d_return: 0.013566
ETF 159687: 开盘: 1.19, 收盘: 1.207, 最高: 1.216, 最低: 1.184, 成交量: 908889.0, 成交额: 109055783.5, 振幅: 2.61, 涨跌幅: -1.47, 涨跌额: -0.018, 换手率: 7.7, momentum_20: -0.069391, volatility_20: 0.029114, volume_mean_20: 1528824.15, return_mean_20: -0.3175, amplitude_mean_20: 1.3085, turnover_mean_20: 12.9525, MA_5: 1.1814, MA_10: 1.233, momentum_20_cs_z: -0.195282, volatility_20_cs_z: 0.670678, volume_mean_20_cs_z: -0.315829, return_mean_20_cs_z: -0.143182, amplitude_mean_20_cs_z: -1.309086, turnover_mean_20_cs_z: 0.847003, MA_5_cs_z: 0.013389, MA_10_cs_z: 0.019268, y_pred_Y_future_5d_return: 0.01273
ETF 588000: 开盘: 1.036, 收盘: 1.061, 最高: 1.078, 最低: 1.034, 成交量: 47663639.0, 成交额: 5034878775.0, 振幅: 4.22, 涨跌幅: 1.82, 涨跌额: 0.019, 换手率: 9.27, momentum_20: -0.057726, volatility_20: 0.025737, volume_mean_20: 36705350.35, return_mean_20: -0.2635, amplitude_mean_20: 2.666, turnover_mean_20: 7.14, MA_5: 1.0174, MA_10: 1.046, momentum_20_cs_z: 0.027695, volatility_20_cs_z: 0.137564, volume_mean_20_cs_z: 3.688349, return_mean_20_cs_z: 0.056916, amplitude_mean_20_cs_z: 0.73027, turnover_mean_20_cs_z: 0.097479, MA_5_cs_z: -0.170476, MA_10_cs_z: -0.183049, y_pred_Y_future_5d_return: 0.011411
ETF 159572: 开盘: 1.071, 收盘: 1.102, 最高: 1.115, 最低: 1.071, 成交量: 213982.0, 成交额: 23495447.233, 振幅: 4.06, 涨跌幅: 1.57, 涨跌额: 0.017, 换手率: 7.99, momentum_20: -0.132966, volatility_20: 0.03817, volume_mean_20: 149858.9, return_mean_20: -0.6345, amplitude_mean_20: 3.5725, turnover_mean_20: 5.598, MA_5: 1.053, MA_10: 1.1265, momentum_20_cs_z: -1.410587, volatility_20_cs_z: 2.100248, volume_mean_20_cs_z: -0.472797, return_mean_20_cs_z: -1.317834, amplitude_mean_20_cs_z: 2.092094, turnover_mean_20_cs_z: -0.101363, MA_5_cs_z: -0.130564, MA_10_cs_z: -0.095955, y_pred_Y_future_5d_return: 0.011144
