date,code,name,llm_score,traditional_score,second_stage_llm
2025-07-04,513060,恒生医疗ETF,0.006965,0.0069649115806897,gemini-2.5-flash-lite
2025-07-04,159847,医疗ETF易方达,0.006218,0.0062177954640784,gemini-2.5-flash-lite
2025-07-04,515010,券商ETF基金,0.001,0.0010004444905632,gemini-2.5-flash-lite
2025-07-04,513330,恒生互联网ETF,0.000714,0.000713886668026,gemini-2.5-flash-lite
2025-07-04,515450,红利低波50ETF,-0.000149,-0.0001491879972755,gemini-2.5-flash-lite
2025-07-04,516310,银行ETF易方达,-0.000171,-0.0001706170647504,gemini-2.5-flash-lite
2025-07-04,516160,新能源ETF,-0.000461,-0.00046138675377,gemini-2.5-flash-lite
2025-07-04,515650,消费50ETF,-0.000964,-0.0009635128421843,gemini-2.5-flash-lite
2025-07-04,159910,基本面120ETE,-0.001005,-0.0010046262897033,gemini-2.5-flash-lite
2025-07-04,159852,软件ETF,-0.001036,-0.001035588595236,gemini-2.5-flash-lite
