date,code,name,llm_score,traditional_score,second_stage_llm
2025-07-11,159715,稀土ETF易方达,0.042688,0.0426879524966292,gemini-2.5-flash-lite
2025-07-11,515010,券商ETF基金,0.006826,0.006825704688552,gemini-2.5-flash-lite
2025-07-11,159852,软件ETF,0.006714,0.0067140108449276,gemini-2.5-flash-lite
2025-07-11,159871,有色金属ETF,0.004564,0.0045637786108714,gemini-2.5-flash-lite
2025-07-11,159967,创业板成长ETF,0.004514,0.0045135758279525,gemini-2.5-flash-lite
2025-07-11,512290,生物医药ETF,0.002477,0.0024772930954532,gemini-2.5-flash-lite
2025-07-11,159847,医疗ETF易方达,0.001191,0.0011909999596953,gemini-2.5-flash-lite
2025-07-11,159928,消费ETF,0.001039,0.0010390693326397,gemini-2.5-flash-lite
2025-07-11,515400,大数据ETF,0.000582,0.0005823974572481,gemini-2.5-flash-lite
2025-07-11,515450,红利低波50ETF,0.000126,0.0001263076083959,gemini-2.5-flash-lite
