date,code,name,llm_score,traditional_score,second_stage_llm,traditional_model,target,scenario_name,top_n_first,top_n_final,candidate_pool_fingerprint,cache_hit
2026-01-09,512980,传媒ETF,0.95,0.0147465113179807,gemini-2.5-flash-lite,random_forest,Y_future_5d_return,default,50,10,39b3540afacfb904588ce71e35742a0fbab972cc6e1a038a73b33209f1f8a60a,False
2026-01-09,513310,中韩半导体ETF,0.9,0.0100125726494165,gemini-2.5-flash-lite,random_forest,Y_future_5d_return,default,50,10,39b3540afacfb904588ce71e35742a0fbab972cc6e1a038a73b33209f1f8a60a,False
2026-01-09,159715,稀土ETF易方达,0.85,0.0077002501286009,gemini-2.5-flash-lite,random_forest,Y_future_5d_return,default,50,10,39b3540afacfb904588ce71e35742a0fbab972cc6e1a038a73b33209f1f8a60a,False
2026-01-09,515980,人工智能ETF,0.8,0.0071513125410804,gemini-2.5-flash-lite,random_forest,Y_future_5d_return,default,50,10,39b3540afacfb904588ce71e35742a0fbab972cc6e1a038a73b33209f1f8a60a,False
2026-01-09,515400,大数据ETF,0.75,0.0065090161934257,gemini-2.5-flash-lite,random_forest,Y_future_5d_return,default,50,10,39b3540afacfb904588ce71e35742a0fbab972cc6e1a038a73b33209f1f8a60a,False
2026-01-09,510500,中证500ETF,0.7,0.0057090259552252,gemini-2.5-flash-lite,random_forest,Y_future_5d_return,default,50,10,39b3540afacfb904588ce71e35742a0fbab972cc6e1a038a73b33209f1f8a60a,False
2026-01-09,517520,黄金股ETF,0.65,0.0046642990613362,gemini-2.5-flash-lite,random_forest,Y_future_5d_return,default,50,10,39b3540afacfb904588ce71e35742a0fbab972cc6e1a038a73b33209f1f8a60a,False
2026-01-09,159572,创业板200ETF易方达,0.6,0.0045115872486389,gemini-2.5-flash-lite,random_forest,Y_future_5d_return,default,50,10,39b3540afacfb904588ce71e35742a0fbab972cc6e1a038a73b33209f1f8a60a,False
2026-01-09,588030,科创100指数ETF,0.55,0.0040198520300044,gemini-2.5-flash-lite,random_forest,Y_future_5d_return,default,50,10,39b3540afacfb904588ce71e35742a0fbab972cc6e1a038a73b33209f1f8a60a,False
2026-01-09,588000,科创50ETF,0.5,0.0034118335465898,gemini-2.5-flash-lite,random_forest,Y_future_5d_return,default,50,10,39b3540afacfb904588ce71e35742a0fbab972cc6e1a038a73b33209f1f8a60a,False
